,Unnamed: 0,LOCATION,TIME,Japan_unemployment_rate,index,time_close,ETH_closing_price,yfit,xfit
417,,,,,,,,2.931504895442057,1406.4343722922924
418,,,,,,,,2.9304341121260737,1409.7910257190526
419,,,,,,,,2.929351828837821,1413.1476791458126
420,,,,,,,,2.928258181050369,1416.5043325725728
421,,,,,,,,2.927153304983448,1419.8609859993328
422,,,,,,,,2.92603733759319,1423.217639426093
423,,,,,,,,2.9249104165618567,1426.574292852853
424,,,,,,,,2.92377268028757,1429.9309462796132
425,,,,,,,,2.9226242678740393,1433.2875997063732
426,,,,,,,,2.9214653191203173,1436.6442531331334
427,,,,,,,,2.9202959745104984,1440.0009065598933
428,,,,,,,,2.919116375203478,1443.3575599866535
429,,,,,,,,2.917926663022673,1446.7142134134135
430,,,,,,,,2.916726980445766,1450.0708668401737
431,,,,,,,,2.9155174705944082,1453.4275202669337
432,,,,,,,,2.9142982772239945,1456.784173693694
433,,,,,,,,2.9130695447133625,1460.1408271204539
434,,,,,,,,2.911831418054537,1463.497480547214
435,,,,,,,,2.910584042842461,1466.854133973974
436,,,,,,,,2.909327565264735,1470.2107874007343
437,,,,,,,,2.90806213209134,1473.5674408274942
438,,,,,,,,2.906787890664379,1476.9240942542544
439,,,,,,,,2.90550498888779,1480.2807476810144
440,,,,,,,,2.90421357521711,1483.6374011077746
441,,,,,,,,2.9029137986491733,1486.9940545345346
442,,,,,,,,2.901605808711879,1490.3507079612948
443,,,,,,,,2.9002897554538905,1493.7073613880548
444,,,,,,,,2.8989657894343903,1497.064014814815
445,,,,,,,,2.8976340617127985,1500.420668241575
446,,,,,,,,2.8962947238385217,1503.7773216683352
447,,,,,,,,2.8949479278406667,1507.1339750950951
448,,,,,,,,2.893593826217791,1510.4906285218553
449,,,,,,,,2.8922325719276127,1513.8472819486155
450,,,,,,,,2.890864318376769,1517.2039353753755
451,,,,,,,,2.8894892194105264,1520.5605888021357
452,,,,,,,,2.888107429302541,1523.9172422288957
453,,,,,,,,2.8867191027445447,1527.273895655656
454,,,,,,,,2.8853243948361245,1530.6305490824159
455,,,,,,,,2.883923461074441,1533.987202509176
456,,,,,,,,2.882516457343945,1537.343855935936
457,,,,,,,,2.8811035399061193,1540.7005093626963
458,,,,,,,,2.87968486538922,1544.0571627894562
459,,,,,,,,2.8782605907780088,1547.4138162162164
460,,,,,,,,2.876830873403467,1550.7704696429764
461,,,,,,,,2.8753958709325405,1554.1271230697366
462,,,,,,,,2.873955741357877,1557.4837764964966
463,,,,,,,,2.8725106429875558,1560.8404299232568
464,,,,,,,,2.871060734434807,1564.1970833500168
465,,,,,,,,2.8696061746077612,1567.553736776777
466,,,,,,,,2.868147122699182,1570.910390203537
467,,,,,,,,2.866683738176179,1574.2670436302972
468,,,,,,,,2.8652161807699565,1577.6236970570571
469,,,,,,,,2.863744610465555,1580.9803504838173
470,,,,,,,,2.8622691874915533,1584.3370039105773
471,,,,,,,,2.860790072309835,1587.6936573373375
472,,,,,,,,2.8593074256052917,1591.0503107640975
473,,,,,,,,2.8578214082755737,1594.4069641908577
474,,,,,,,,2.8563321814208313,1597.7636176176177
475,,,,,,,,2.8548399063334093,1601.120271044378
476,,,,,,,,2.8533447444876208,1604.4769244711379
477,,,,,,,,2.8518468575294564,1607.833577897898
478,,,,,,,,2.85034640726633,1611.190231324658
479,,,,,,,,2.848843555656795,1614.5468847514182
480,,,,,,,,2.847338464800287,1617.9035381781785
481,,,,,,,,2.8458312969268666,1621.2601916049384
482,,,,,,,,2.844322214386925,1624.6168450316986
483,,,,,,,,2.8428113796409518,1627.9734984584586
484,,,,,,,,2.8412989552492194,1631.3301518852188
485,,,,,,,,2.8397851038615753,1634.6868053119788
486,,,,,,,,2.8382699882071227,1638.043458738739
487,,,,,,,,2.836753771083983,1641.400112165499
488,,,,,,,,2.8352366153490136,1644.7567655922592
489,,,,,,,,2.833718683907546,1648.1134190190191
490,,,,,,,,2.8322001397031284,1651.4700724457794
491,,,,,,,,2.830681145707227,1654.8267258725393
492,,,,,,,,2.8291618649089942,1658.1833792992995
493,,,,,,,,2.827642460304996,1661.5400327260595
494,,,,,,,,2.8261230948889127,1664.8966861528197
495,,,,,,,,2.8246039316412945,1668.2533395795797
496,,,,,,,,2.8230851335193146,1671.60999300634
497,,,,,,,,2.821566863446459,1674.9666464330999
498,,,,,,,,2.8200492843022973,1678.32329985986
499,,,,,,,,2.818532558912179,1681.67995328662
500,,,,,,,,2.8170168500369916,1685.0366067133803
501,,,,,,,,2.8155023203628895,1688.3932601401402
502,,,,,,,,2.8139891324910353,1691.7499135669004
503,,,,,,,,2.8124774489272903,1695.1065669936604
504,,,,,,,,2.810967432072,1698.4632204204206
505,,,,,,,,2.809459244209701,1701.8198738471806
506,,,,,,,,2.807953047498855,1705.1765272739408
507,,,,,,,,2.8064490039615686,1708.5331807007008
508,,,,,,,,2.804947275473361,1711.889834127461
509,,,,,,,,2.8034480237528614,1715.246487554221
510,,,,,,,,2.8019514103515624,1718.6031409809812
511,,,,,,,,2.800457596643535,1721.9597944077411
512,,,,,,,,2.7989667438151775,1725.3164478345013
513,,,,,,,,2.797479012854949,1728.6731012612615
514,,,,,,,,2.7959945645430855,1732.0297546880215
515,,,,,,,,2.794513559441346,1735.3864081147817
516,,,,,,,,2.7930361578827325,1738.7430615415417
517,,,,,,,,2.7915625199612366,1742.099714968302
518,,,,,,,,2.7900928055215823,1745.4563683950619
519,,,,,,,,2.7886271741489024,1748.813021821822
520,,,,,,,,2.787165785158554,1752.169675248582
521,,,,,,,,2.785708797585774,1755.5263286753423
522,,,,,,,,2.784256370175471,1758.8829821021022
523,,,,,,,,2.782808661371914,1762.2396355288624
524,,,,,,,,2.781365829308485,1765.5962889556224
525,,,,,,,,2.7799280317974278,1768.9529423823826
526,,,,,,,,2.7784954263195436,1772.3095958091426
527,,,,,,,,2.777068170013936,1775.6662492359028
528,,,,,,,,2.7756464196677735,1779.0229026626628
529,,,,,,,,2.774230331705982,1782.379556089423
530,,,,,,,,2.7728200621809984,1785.736209516183
531,,,,,,,,2.771415766762492,1789.0928629429432
532,,,,,,,,2.7700176007271127,1792.4495163697031
533,,,,,,,,2.768625718948205,1795.8061697964633
534,,,,,,,,2.76724027588556,1799.1628232232233
535,,,,,,,,2.76586142557512,1802.5194766499835
536,,,,,,,,2.764489321618748,1805.8761300767435
537,,,,,,,,2.7631241171739225,1809.2327835035037
538,,,,,,,,2.7617659649435025,1812.5894369302637
539,,,,,,,,2.760415017165445,1815.9460903570239
540,,,,,,,,2.7590714256025217,1819.3027437837839
541,,,,,,,,2.75773534153208,1822.659397210544
542,,,,,,,,2.7564069157357673,1826.016050637304
543,,,,,,,,2.7550862984892523,1829.3727040640642
544,,,,,,,,2.7537736395519596,1832.7293574908242
545,,,,,,,,2.752469088156828,1836.0860109175844
546,,,,,,,,2.7511727929999905,1839.4426643443446
547,,,,,,,,2.749884902230572,1842.7993177711046
548,,,,,,,,2.748605563440365,1846.1559711978648
549,,,,,,,,2.7473349236535887,1849.5126246246248
550,,,,,,,,2.7460731293166214,1852.869278051385
551,,,,,,,,2.744820326287747,1856.225931478145
552,,,,,,,,2.7435766598268296,1859.5825849049052
553,,,,,,,,2.7423422745851207,1862.9392383316651
554,,,,,,,,2.74111731459496,1866.2958917584253
555,,,,,,,,2.739901923259482,1869.6525451851853
556,,,,,,,,2.738696243342374,1873.0091986119455
557,,,,,,,,2.737500416957631,1876.3658520387055
558,,,,,,,,2.736314585559243,1879.7225054654657
559,,,,,,,,2.735138889930952,1883.0791588922257
560,,,,,,,,2.733973470175976,1886.4358123189859
561,,,,,,,,2.732818465706772,1889.7924657457459
562,,,,,,,,2.7316740152347068,1893.149119172506
563,,,,,,,,2.7305402567598493,1896.505772599266
564,,,,,,,,2.729417327560676,1899.8624260260262
565,,,,,,,,2.728305364183787,1903.2190794527862
566,,,,,,,,2.7272045024336906,1906.5757328795464
567,,,,,,,,2.726114877362492,1909.9323863063064
568,,,,,,,,2.725036623259606,1913.2890397330666
569,,,,,,,,2.7239698736415656,1916.6456931598266
570,,,,,,,,2.7229147612416833,1920.0023465865868
571,,,,,,,,2.721871417999819,1923.3590000133468
572,,,,,,,,2.7208399750521055,1926.715653440107
573,,,,,,,,2.719820562720664,1930.072306866867
574,,,,,,,,2.7188133105033865,1933.4289602936271
575,,,,,,,,2.7178183470635746,1936.7856137203871
576,,,,,,,,2.716835800219788,1940.1422671471473
577,,,,,,,,2.7158657969354794,1943.4989205739075
578,,,,,,,,2.7149084633087996,1946.8555740006675
579,,,,,,,,2.713963924562269,1950.2122274274277
580,,,,,,,,2.7130323050325638,1953.5688808541877
581,,,,,,,,2.7121137281602055,1956.9255342809479
582,,,,,,,,2.7112083164793157,1960.2821877077079
583,,,,,,,,2.7103161916073413,1963.638841134468
584,,,,,,,,2.7094374742347975,1966.995494561228
585,,,,,,,,2.708572284114994,1970.3521479879882
586,,,,,,,,2.707720740053749,1973.7088014147482
587,,,,,,,,2.7068829598991586,1977.0654548415084
588,,,,,,,,2.7060590605312997,1980.4221082682684
589,,,,,,,,2.7052491578519815,1983.7787616950286
590,,,,,,,,2.7044533667744597,1987.1354151217886
591,,,,,,,,2.7036718012131624,1990.4920685485488
592,,,,,,,,2.702904574073469,1993.8487219753088
593,,,,,,,,2.702151797241396,1997.205375402069
594,,,,,,,,2.701413581573342,2000.562028828829
595,,,,,,,,2.7006900368858497,2003.9186822555891
596,,,,,,,,2.6999812719452736,2007.2753356823491
597,,,,,,,,2.6992873944575786,2010.6319891091093
598,,,,,,,,2.698608511058038,2013.9886425358693
599,,,,,,,,2.697944727300958,2017.3452959626295
600,,,,,,,,2.697296147649447,2020.7019493893895
601,,,,,,,,2.6966628754651234,2024.0586028161497
602,,,,,,,,2.6960450129978435,2027.4152562429097
603,,,,,,,,2.6954426613754316,2030.7719096696699
604,,,,,,,,2.694855920593459,2034.1285630964298
605,,,,,,,,2.6942848895048828,2037.48521652319
606,,,,,,,,2.693729665809898,2040.84186994995
607,,,,,,,,2.693190346045566,2044.1985233767102
608,,,,,,,,2.692667025575603,2047.5551768034704
609,,,,,,,,2.6921597985800974,2050.9118302302304
610,,,,,,,,2.691668758045229,2054.2684836569906
611,,,,,,,,2.6911939957530437,2057.6251370837504
612,,,,,,,,2.690735602271137,2060.9817905105106
613,,,,,,,,2.690293666942414,2064.3384439372708
614,,,,,,,,2.6898682778748055,2067.6950973640305
615,,,,,,,,2.6894595219310355,2071.0517507907907
616,,,,,,,,2.689067484718284,2074.408404217551
617,,,,,,,,2.6886922505780086,2077.765057644311
618,,,,,,,,2.6883339025756188,2081.121711071071
619,,,,,,,,2.6879925224902133,2084.478364497831
620,,,,,,,,2.6876681908043283,2087.8350179245913
621,,,,,,,,2.6873609866936485,2091.1916713513515
622,,,,,,,,2.687070988016772,2094.5483247781112
623,,,,,,,,2.6867982713049203,2097.9049782048714
624,,,,,,,,2.68654291175167,2101.2616316316316
625,,,,,,,,2.686304983202711,2104.618285058392
626,,,,,,,,2.6860845581455175,2107.9749384851516
627,,,,,,,,2.6858817076991537,2111.331591911912
628,,,,,,,,2.6856965016039682,2114.688245338672
629,,,,,,,,2.6855290082113337,2118.044898765432
630,,,,,,,,2.6853792944733614,2121.401552192192
631,,,,,,,,2.6852474259326806,2124.758205618952
632,,,,,,,,2.6851334667121067,2128.1148590457124
633,,,,,,,,2.6850374795044347,2131.4715124724726
634,,,,,,,,2.684959525562136,2134.8281658992323
635,,,,,,,,2.6848996646870953,2138.1848193259925
636,,,,,,,,2.6848579552203633,2141.5414727527527
637,,,,,,,,2.6848344540318374,2144.898126179513
638,,,,,,,,2.6848292165100682,2148.2547796062727
639,,,,,,,,2.684842296551925,2151.611433033033
640,,,,,,,,2.684873746552406,2154.968086459793
641,,,,,,,,2.6849236173942517,2158.3247398865533
642,,,,,,,,2.6849919584377995,2161.6813933133135
643,,,,,,,,2.685078817510658,2165.0380467400732
644,,,,,,,,2.6851842408974287,2168.3947001668334
645,,,,,,,,2.685308273329455,2171.7513535935936
646,,,,,,,,2.685450957974571,2175.108007020354
647,,,,,,,,2.6856123364268223,2178.4646604471136
648,,,,,,,,2.6857924486961666,2181.821313873874
649,,,,,,,,2.685991333198282,2185.177967300634
650,,,,,,,,2.6862090267441845,2188.534620727394
651,,,,,,,,2.6864455645300866,2191.891274154154
652,,,,,,,,2.686700980127047,2195.247927580914
653,,,,,,,,2.686975305470729,2198.6045810076744
654,,,,,,,,2.6872685708511392,2201.9612344344346
655,,,,,,,,2.6875808049023293,2205.3178878611943
656,,,,,,,,2.6879120345921637,2208.6745412879545
657,,,,,,,,2.688262285212052,2212.0311947147147
658,,,,,,,,2.688631580366665,2215.387848141475
659,,,,,,,,2.689019941963662,2218.7445015682347
660,,,,,,,,2.6894273902034174,2222.101154994995
661,,,,,,,,2.689853943568804,2225.457808421755
662,,,,,,,,2.690299618814863,2228.8144618485153
663,,,,,,,,2.690764430958567,2232.171115275275
664,,,,,,,,2.6912483932685634,2235.5277687020352
665,,,,,,,,2.6917515172548834,2238.8844221287954
666,,,,,,,,2.6922738126586703,2242.2410755555557
667,,,,,,,,2.6928152874419533,2245.5977289823154
668,,,,,,,,2.6933759477773167,2248.9543824090756
669,,,,,,,,2.693955798037689,2252.311035835836
670,,,,,,,,2.6945548407860516,2255.667689262596
671,,,,,,,,2.695173076765184,2259.0243426893558
672,,,,,,,,2.695810504887352,2262.380996116116
673,,,,,,,,2.696467122224111,2265.737649542876
674,,,,,,,,2.697142923995977,2269.0943029696364
675,,,,,,,,2.6978379035622035,2272.4509563963966
676,,,,,,,,2.698552052410478,2275.8076098231563
677,,,,,,,,2.6992853601466544,2279.1642632499165
678,,,,,,,,2.7000378144845465,2282.5209166766767
679,,,,,,,,2.7008094012355963,2285.877570103437
680,,,,,,,,2.701600104298593,2289.2342235301967
681,,,,,,,,2.702409905649483,2292.590876956957
682,,,,,,,,2.7032387853310462,2295.947530383717
683,,,,,,,,2.7040867214426294,2299.3041838104773
684,,,,,,,,2.7049536901298845,2302.660837237237
685,,,,,,,,2.7058396655745165,2306.0174906639973
686,,,,,,,,2.7067446199840157,2309.3741440907575
687,,,,,,,,2.707668523581355,2312.7307975175177
688,,,,,,,,2.708611344594787,2316.0874509442774
689,,,,,,,,2.709573049247468,2319.4441043710376
690,,,,,,,,2.7105536017473364,2322.800757797798
691,,,,,,,,2.7115529642767138,2326.157411224558
692,,,,,,,,2.712571096982118,2329.5140646513178
693,,,,,,,,2.7136079579639594,2332.870718078078
694,,,,,,,,2.714663503266281,2336.227371504838
695,,,,,,,,2.715737686866512,2339.5840249315984
696,,,,,,,,2.7168304606651654,2342.940678358358
697,,,,,,,,2.7179417744755634,2346.2973317851183
698,,,,,,,,2.7190715760136195,2349.6539852118785
699,,,,,,,,2.7202198108875857,2353.0106386386387
700,,,,,,,,2.7213864225876643,2356.3672920653985
701,,,,,,,,2.7225713524758612,2359.7239454921587
702,,,,,,,,2.7237745397756905,2363.080598918919
703,,,,,,,,2.7249959215618285,2366.437252345679
704,,,,,,,,2.7262354327500313,2369.7939057724393
705,,,,,,,,2.727493006086605,2373.150559199199
706,,,,,,,,2.728768572138393,2376.5072126259593
707,,,,,,,,2.7300620592823117,2379.8638660527195
708,,,,,,,,2.7313733936952582,2383.2205194794797
709,,,,,,,,2.7327024993436533,2386.5771729062394
710,,,,,,,,2.7340492979733577,2389.9338263329996
711,,,,,,,,2.7354137090992703,2393.29047975976
712,,,,,,,,2.73679564999511,2396.64713318652
713,,,,,,,,2.7381950356831775,2400.0037866132798
714,,,,,,,,2.739611778924023,2403.36044004004
715,,,,,,,,2.741045790206244,2406.7170934668
716,,,,,,,,2.7424969777361534,2410.0737468935604
717,,,,,,,,2.743965247427611,2413.43040032032
718,,,,,,,,2.7454505028916154,2416.7870537470803
719,,,,,,,,2.746952645426128,2420.1437071738405
720,,,,,,,,2.7484715740058556,2423.5003606006007
721,,,,,,,,2.75000718527182,2426.8570140273605
722,,,,,,,,2.7515593735212684,2430.2136674541207
723,,,,,,,,2.75312803069727,2433.570320880881
724,,,,,,,,2.754713046378556,2436.926974307641
725,,,,,,,,2.756314307769153,2440.283627734401
726,,,,,,,,2.757931699688158,2443.640281161161
727,,,,,,,,2.7595651045595426,2446.9969345879213
728,,,,,,,,2.7612144024017065,2450.3535880146815
729,,,,,,,,2.7628794708174533,2453.710241441441
730,,,,,,,,2.7645601849834813,2457.0668948682014
731,,,,,,,,2.766256417640279,2460.4235482949616
732,,,,,,,,2.7679680390818016,2463.780201721722
733,,,,,,,,2.769694917145217,2467.1368551484816
734,,,,,,,,2.7714369172005755,2470.493508575242
735,,,,,,,,2.773193902140634,2473.850162002002
736,,,,,,,,2.7749657323705543,2477.206815428762
737,,,,,,,,2.7767522657976054,2480.5634688555224
738,,,,,,,,2.778553357820969,2483.920122282282
739,,,,,,,,2.780368861321336,2487.2767757090423
740,,,,,,,,2.782198626650847,2490.6334291358025
741,,,,,,,,2.784042501622573,2493.9900825625627
742,,,,,,,,2.7859003315004722,2497.3467359893225
743,,,,,,,,2.78777195898902,2500.7033894160827
744,,,,,,,,2.789657224222908,2504.060042842843
745,,,,,,,,2.791555964756875,2507.416696269603
746,,,,,,,,2.793468015555299,2510.773349696363
747,,,,,,,,2.7953932089821203,2514.130003123123
748,,,,,,,,2.7973313747903967,2517.4866565498833
749,,,,,,,,2.7992823401121294,2520.8433099766435
750,,,,,,,,2.801245929448009,2524.199963403403
751,,,,,,,,2.8032219646570136,2527.5566168301634
752,,,,,,,,2.8052102649463686,2530.9132702569236
753,,,,,,,,2.8072106468610523,2534.269923683684
754,,,,,,,,2.8092229242736773,2537.6265771104436
755,,,,,,,,2.8112469083741383,2540.983230537204
756,,,,,,,,2.813282407659437,2544.339883963964
757,,,,,,,,2.815329227923301,2547.696537390724
758,,,,,,,,2.817387172245959,2551.053190817484
759,,,,,,,,2.8194560409839875,2554.409844244244
760,,,,,,,,2.821535631759809,2557.7664976710043
761,,,,,,,,2.823625739451665,2561.1231510977645
762,,,,,,,,2.8257261561831735,2564.4798045245243
763,,,,,,,,2.8278366713131797,2567.8364579512845
764,,,,,,,,2.829957071425384,2571.1931113780447
765,,,,,,,,2.832087140318202,2574.549764804805
766,,,,,,,,2.834226658994326,2577.9064182315647
767,,,,,,,,2.8363754056506503,2581.263071658325
768,,,,,,,,2.8385331556678333,2584.619725085085
769,,,,,,,,2.8406996816001646,2587.9763785118453
770,,,,,,,,2.8428747531651988,2591.3330319386055
771,,,,,,,,2.8450581372335444,2594.689685365365
772,,,,,,,,2.84724959781859,2598.0463387921254
773,,,,,,,,2.8494488960661792,2601.4029922188856
774,,,,,,,,2.851655790244437,2604.759645645646
775,,,,,,,,2.8538700357334514,2608.1162990724056
776,,,,,,,,2.8560913850149783,2611.472952499166
777,,,,,,,,2.8583195876622662,2614.829605925926
778,,,,,,,,2.860554390329633,2618.186259352686
779,,,,,,,,2.862795536742383,2621.542912779446
780,,,,,,,,2.865042767686412,2624.899566206206
781,,,,,,,,2.8672958209979464,2628.2562196329663
782,,,,,,,,2.8695544315533974,2631.6128730597266
783,,,,,,,,2.871818331258866,2634.9695264864863
784,,,,,,,,2.8740872490401737,2638.3261799132465
785,,,,,,,,2.876360910832312,2641.6828333400067
786,,,,,,,,2.8786390395693298,2645.039486766767
787,,,,,,,,2.8809213551740607,2648.3961401935267
788,,,,,,,,2.8832075745477903,2651.752793620287
789,,,,,,,,2.885497411560068,2655.109447047047
790,,,,,,,,2.887790577038303,2658.4661004738073
791,,,,,,,,2.890086778757756,2661.822753900567
792,,,,,,,,2.892385721430913,2665.179407327327
793,,,,,,,,2.8946871066975755,2668.5360607540874
794,,,,,,,,2.896990633114336,2671.8927141808476
795,,,,,,,,2.8992959961444464,2675.2493676076074
796,,,,,,,,2.9016028881474734,2678.6060210343676
797,,,,,,,,2.903910998369086,2681.962674461128
798,,,,,,,,2.906220012930768,2685.319327887888
799,,,,,,,,2.908529614819522,2688.6759813146477
800,,,,,,,,2.9108394838777167,2692.032634741408
801,,,,,,,,2.9131492967925903,2695.389288168168
802,,,,,,,,2.9154587270862615,2698.7459415949284
803,,,,,,,,2.917767445105228,2702.1025950216886
804,,,,,,,,2.9200751180102893,2705.4592484484483
805,,,,,,,,2.9223814097660616,2708.8159018752085
806,,,,,,,,2.9246859811309642,2712.1725553019687
807,,,,,,,,2.926988489646768,2715.529208728729
808,,,,,,,,2.929288589628329,2718.8858621554887
809,,,,,,,,2.931585932153461,2722.242515582249
810,,,,,,,,2.9338801650525648,2725.599169009009
811,,,,,,,,2.9361709328983077,2728.9558224357693
812,,,,,,,,2.9384578769955363,2732.312475862529
813,,,,,,,,2.940740635370795,2735.6691292892892
814,,,,,,,,2.9430188427622292,2739.0257827160494
815,,,,,,,,2.945292130609226,2742.3824361428096
816,,,,,,,,2.9475601270421814,2745.7390895695694
817,,,,,,,,2.949822456872199,2749.0957429963296
818,,,,,,,,2.952078741580892,2752.45239642309
819,,,,,,,,2.954328599310011,2755.80904984985
820,,,,,,,,2.95657164485126,2759.1657032766097
821,,,,,,,,2.9588074896360803,2762.52235670337
822,,,,,,,,2.9610357417251487,2765.87901013013
823,,,,,,,,2.9632560057984074,2769.2356635568904
824,,,,,,,,2.9654678831445915,2772.59231698365
825,,,,,,,,2.967670971651054,2775.9489704104103
826,,,,,,,,2.9698648657934337,2779.3056238371705
827,,,,,,,,2.972049156625496,2782.6622772639307
828,,,,,,,,2.9742234317687144,2786.0189306906905
829,,,,,,,,2.97638727540214,2789.3755841174507
830,,,,,,,,2.978540268252069,2792.732237544211
831,,,,,,,,2.9806819875817263,2796.088890970971
832,,,,,,,,2.9828120071811606,2799.445544397731
833,,,,,,,,2.9849298973568006,2802.802197824491
834,,,,,,,,2.9870352249212653,2806.1588512512512
835,,,,,,,,2.989127553183075,2809.5155046780114
836,,,,,,,,2.9912064419364492,2812.8721581047716
837,,,,,,,,2.993271447450973,2816.2288115315314
838,,,,,,,,2.9953221224612827,2819.5854649582916
839,,,,,,,,2.9973580161569453,2822.942118385052
840,,,,,,,,2.9993786741720863,2826.298771811812
841,,,,,,,,3.0013836385751285,2829.6554252385718
842,,,,,,,,3.003372447858518,2833.012078665332
843,,,,,,,,3.005344636928478,2836.368732092092
844,,,,,,,,3.007299737094834,2839.7253855188524
845,,,,,,,,3.009237276060497,2843.082038945612
846,,,,,,,,3.0111567779114745,2846.4386923723723
847,,,,,,,,3.013057763106425,2849.7953457991325
848,,,,,,,,3.0149397484664826,2853.1519992258927
849,,,,,,,,3.016802247164912,2856.5086526526525
850,,,,,,,,3.0186447687169045,2859.8653060794127
851,,,,,,,,3.0204668189693047,2863.221959506173
852,,,,,,,,3.022267900090264,2866.578612932933
853,,,,,,,,3.024047510559094,2869.935266359693
854,,,,,,,,3.025805145155922,2873.291919786453
855,,,,,,,,3.027540294951458,2876.6485732132132
856,,,,,,,,3.029252447296636,2880.0052266399734
857,,,,,,,,3.0309410858125654,2883.361880066733
858,,,,,,,,3.032605690379989,2886.7185334934934
859,,,,,,,,3.034245737129134,2890.0751869202536
860,,,,,,,,3.0358606984295955,2893.431840347014
861,,,,,,,,3.0374500428798052,2896.7884937737736
862,,,,,,,,3.0390132352969568,2900.1451472005338
863,,,,,,,,3.040549736706603,2903.501800627294
864,,,,,,,,3.0420590043325086,2906.858454054054
865,,,,,,,,3.043540491586321,2910.2151074808144
866,,,,,,,,3.0449936480573223,2913.571760907574
867,,,,,,,,3.0464179195021126,2916.9284143343343
868,,,,,,,,3.047812747834379,2920.2850677610945
869,,,,,,,,3.049177571114691,2923.6417211878547
870,,,,,,,,3.0505118235401136,2926.9983746146145
871,,,,,,,,3.0518149354340602,2930.3550280413747
872,,,,,,,,3.053086333235833,2933.711681468135
873,,,,,,,,3.054325439490662,2937.068334894895
874,,,,,,,,3.055531672839117,2940.424988321655
875,,,,,,,,3.056704448007033,2943.781641748415
876,,,,,,,,3.057843175795221,2947.1382951751752
877,,,,,,,,3.058947263069137,2950.4949486019354
878,,,,,,,,3.060016112748678,2953.851602028695
879,,,,,,,,3.06104912379788,2957.2082554554554
880,,,,,,,,3.062045691214629,2960.5649088822156
881,,,,,,,,3.063005206020443,2963.921562308976
882,,,,,,,,3.063927055250198,2967.2782157357356
883,,,,,,,,3.0648106219418247,2970.6348691624958
884,,,,,,,,3.0656552851260637,2973.991522589256
885,,,,,,,,3.0664604198162033,2977.348176016016
886,,,,,,,,3.0672253969977925,2980.704829442776
887,,,,,,,,3.0679495836184367,2984.061482869536
888,,,,,,,,3.06863234257741,2987.4181362962963
889,,,,,,,,3.0692730327154942,2990.7747897230565
890,,,,,,,,3.069871008804662,2994.1314431498163
891,,,,,,,,3.0704256215378587,2997.4880965765765
892,,,,,,,,3.070936217518601,3000.8447500033367
893,,,,,,,,3.0714021392508863,3004.201403430097
894,,,,,,,,3.0718227251289187,3007.5580568568566
895,,,,,,,,3.072197309426607,3010.914710283617
896,,,,,,,,3.0725252222875747,3014.271363710377
897,,,,,,,,3.072805789714658,3017.6280171371372
898,,,,,,,,3.073038333559915,3020.9846705638975
899,,,,,,,,3.0732221715140975,3024.341323990657
900,,,,,,,,3.0733566170964446,3027.6979774174174
901,,,,,,,,3.073440979644624,3031.0546308441776
902,,,,,,,,3.0734745643041146,3034.411284270938
903,,,,,,,,3.073456672018204,3037.7679376976976
904,,,,,,,,3.073386599517641,3041.1245911244578
905,,,,,,,,3.073263639310377,3044.481244551218
906,,,,,,,,3.0730870796712475,3047.837897977978
907,,,,,,,,3.072856204631713,3051.194551404738
908,,,,,,,,3.0725702939697266,3054.551204831498
909,,,,,,,,3.0722286231993303,3057.9078582582583
910,,,,,,,,3.0718304635603397,3061.2645116850185
911,,,,,,,,3.071375082008239,3064.6211651117783
912,,,,,,,,3.070861741203765,3067.9778185385385
913,,,,,,,,3.070289699502788,3071.3344719652987
914,,,,,,,,3.0696582109458825,3074.691125392059
915,,,,,,,,3.068966525248208,3078.0477788188186
916,,,,,,,,3.0682138877891356,3081.404432245579
917,,,,,,,,3.067399539601973,3084.761085672339
918,,,,,,,,3.0665227173638323,3088.1177390990993
919,,,,,,,,3.0655826533851718,3091.474392525859
920,,,,,,,,3.0645785755998043,3094.831045952619
921,,,,,,,,3.063509707554183,3098.1876993793794
922,,,,,,,,3.0623752683976244,3101.5443528061396
923,,,,,,,,3.061174472871792,3104.9010062328994
924,,,,,,,,3.0599065313003075,3108.2576596596596
925,,,,,,,,3.058570649578791,3111.6143130864198
926,,,,,,,,3.0571660291644003,3114.97096651318
927,,,,,,,,3.055691867065584,3118.3276199399397
928,,,,,,,,3.054147355831838,3121.6842733667
929,,,,,,,,3.0525316835433296,3125.04092679346
930,,,,,,,,3.050844033800936,3128.3975802202203
931,,,,,,,,3.049083585715601,3131.7542336469805
932,,,,,,,,3.047249513898273,3135.1108870737403
933,,,,,,,,3.0453409884496176,3138.4675405005005
934,,,,,,,,3.0433571749497697,3141.8241939272607
935,,,,,,,,3.041297234447975,3145.180847354021
936,,,,,,,,3.0391603234523723,3148.5375007807806
937,,,,,,,,3.036945593919776,3151.894154207541
938,,,,,,,,3.0346521932453436,3155.250807634301
939,,,,,,,,3.0322792642522467,3158.6074610610613
940,,,,,,,,3.0298259451816785,3161.964114487821
941,,,,,,,,3.0272913696822537,3165.320767914581
942,,,,,,,,3.024674666799876,3168.6774213413414
943,,,,,,,,3.0219749609674915,3172.0340747681016
944,,,,,,,,3.01919137199483,3175.3907281948614
945,,,,,,,,3.0163230150580853,3178.7473816216216
946,,,,,,,,3.0133690006896865,3182.104035048382
947,,,,,,,,3.010328434768021,3185.460688475142
948,,,,,,,,3.0072004185072325,3188.8173419019017
