,Unnamed: 0,LOCATION,TIME,USA_unemployment_rate,index,time_close,ETH_closing_price,yfit,xfit
426,,,,,,,,5.574329439432611,1436.6442531331334
427,,,,,,,,5.5801216598367285,1440.0009065598933
428,,,,,,,,5.585941189264479,1443.3575599866535
429,,,,,,,,5.591787590592172,1446.7142134134135
430,,,,,,,,5.597660416324609,1450.0708668401737
431,,,,,,,,5.6035592085456996,1453.4275202669337
432,,,,,,,,5.609483498870575,1456.784173693694
433,,,,,,,,5.615432808399254,1460.1408271204539
434,,,,,,,,5.621406647671884,1463.497480547214
435,,,,,,,,5.627404516625577,1466.854133973974
436,,,,,,,,5.633425904552889,1470.2107874007343
437,,,,,,,,5.639470290061971,1473.5674408274942
438,,,,,,,,5.645537141038381,1476.9240942542544
439,,,,,,,,5.651625914608666,1480.2807476810144
440,,,,,,,,5.657736057105681,1483.6374011077746
441,,,,,,,,5.663867004035683,1486.9940545345346
442,,,,,,,,5.670018180047269,1490.3507079612948
443,,,,,,,,5.676188998902137,1493.7073613880548
444,,,,,,,,5.682378863447755,1497.064014814815
445,,,,,,,,5.688587165591909,1500.420668241575
446,,,,,,,,5.694813286279229,1503.7773216683352
447,,,,,,,,5.701056595469653,1507.1339750950951
448,,,,,,,,5.707316452118923,1510.4906285218553
449,,,,,,,,5.713592204161102,1513.8472819486155
450,,,,,,,,5.719883188493157,1517.2039353753755
451,,,,,,,,5.726188730961662,1520.5605888021357
452,,,,,,,,5.7325081463515835,1523.9172422288957
453,,,,,,,,5.738840738377282,1527.273895655656
454,,,,,,,,5.745185799675661,1530.6305490824159
455,,,,,,,,5.751542611801566,1533.987202509176
456,,,,,,,,5.757910445225426,1537.343855935936
457,,,,,,,,5.764288559333182,1540.7005093626963
458,,,,,,,,5.770676202428537,1544.0571627894562
459,,,,,,,,5.7770726117375295,1547.4138162162164
460,,,,,,,,5.7834770134155375,1550.7704696429764
461,,,,,,,,5.789888622556634,1554.1271230697366
462,,,,,,,,5.796306643205422,1557.4837764964966
463,,,,,,,,5.80273026837133,1560.8404299232568
464,,,,,,,,5.809158680045409,1564.1970833500168
465,,,,,,,,5.815591049219669,1567.553736776777
466,,,,,,,,5.82202653590896,1570.910390203537
467,,,,,,,,5.828464289175506,1574.2670436302972
468,,,,,,,,5.834903447155969,1577.6236970570571
469,,,,,,,,5.841343137091285,1580.9803504838173
470,,,,,,,,5.847782475359089,1584.3370039105773
471,,,,,,,,5.854220567508924,1587.6936573373375
472,,,,,,,,5.860656508300152,1591.0503107640975
473,,,,,,,,5.867089381742697,1594.4069641908577
474,,,,,,,,5.873518261140535,1597.7636176176177
475,,,,,,,,5.879942209138075,1601.120271044378
476,,,,,,,,5.8863602777693975,1604.4769244711379
477,,,,,,,,5.8927715085103705,1607.833577897898
478,,,,,,,,5.8991749323336995,1611.190231324658
479,,,,,,,,5.905569569766988,1614.5468847514182
480,,,,,,,,5.911954430953691,1617.9035381781785
481,,,,,,,,5.918328515717174,1621.2601916049384
482,,,,,,,,5.924690813627779,1624.6168450316986
483,,,,,,,,5.931040304072957,1627.9734984584586
484,,,,,,,,5.937375956330533,1631.3301518852188
485,,,,,,,,5.9436967296450645,1634.6868053119788
486,,,,,,,,5.950001573307413,1638.043458738739
487,,,,,,,,5.956289426737466,1641.400112165499
488,,,,,,,,5.962559219570074,1644.7567655922592
489,,,,,,,,5.968809871744262,1648.1134190190191
490,,,,,,,,5.975040293595682,1651.4700724457794
491,,,,,,,,5.981249385952391,1654.8267258725393
492,,,,,,,,5.98743604023393,1658.1833792992995
493,,,,,,,,5.993599138553793,1661.5400327260595
494,,,,,,,,5.999737553825212,1664.8966861528197
495,,,,,,,,6.005850149870464,1668.2533395795797
496,,,,,,,,6.011935781533434,1671.60999300634
497,,,,,,,,6.017993294795825,1674.9666464330999
498,,,,,,,,6.02402152689672,1678.32329985986
499,,,,,,,,6.030019306455723,1681.67995328662
500,,,,,,,,6.035985453599575,1685.0366067133803
501,,,,,,,,6.041918780092419,1688.3932601401402
502,,,,,,,,6.04781808946949,1691.7499135669004
503,,,,,,,,6.053682177174639,1695.1065669936604
504,,,,,,,,6.059509830701248,1698.4632204204206
505,,,,,,,,6.065299829736975,1701.8198738471806
506,,,,,,,,6.071050946312066,1705.1765272739408
507,,,,,,,,6.07676194495146,1708.5331807007008
508,,,,,,,,6.082431582830497,1711.889834127461
509,,,,,,,,6.088058609934502,1715.246487554221
510,,,,,,,,6.093641769222006,1718.6031409809812
511,,,,,,,,6.099179796791833,1721.9597944077411
512,,,,,,,,6.104671422053992,1725.3164478345013
513,,,,,,,,6.110115367904352,1728.6731012612615
514,,,,,,,,6.115510350903153,1732.0297546880215
515,,,,,,,,6.120855081457445,1735.3864081147817
516,,,,,,,,6.126148264007393,1738.7430615415417
517,,,,,,,,6.13138859721641,1742.099714968302
518,,,,,,,,6.136574774165292,1745.4563683950619
519,,,,,,,,6.141705482550274,1748.813021821822
520,,,,,,,,6.146779404884998,1752.169675248582
521,,,,,,,,6.151795218706513,1755.5263286753423
522,,,,,,,,6.156751596785216,1758.8829821021022
523,,,,,,,,6.16164720733877,1762.2396355288624
524,,,,,,,,6.166480714250144,1765.5962889556224
525,,,,,,,,6.171250777289532,1768.9529423823826
526,,,,,,,,6.175956052340456,1772.3095958091426
527,,,,,,,,6.180595191629865,1775.6662492359028
528,,,,,,,,6.185166843962281,1779.0229026626628
529,,,,,,,,6.189669654958062,1782.379556089423
530,,,,,,,,6.194102267295757,1785.736209516183
531,,,,,,,,6.198463320958527,1789.0928629429432
532,,,,,,,,6.202751453484768,1792.4495163697031
533,,,,,,,,6.206965300222751,1795.8061697964633
534,,,,,,,,6.211103494589426,1799.1628232232233
535,,,,,,,,6.215164668333517,1802.5194766499835
536,,,,,,,,6.219147451802445,1805.8761300767435
537,,,,,,,,6.223050474213696,1809.2327835035037
538,,,,,,,,6.226872363930329,1812.5894369302637
539,,,,,,,,6.230611748740418,1815.9460903570239
540,,,,,,,,6.234267256140927,1819.3027437837839
541,,,,,,,,6.237837513625595,1822.659397210544
542,,,,,,,,6.241321148977195,1826.016050637304
543,,,,,,,,6.244716790563689,1829.3727040640642
544,,,,,,,,6.248023067638743,1832.7293574908242
545,,,,,,,,6.25123861064657,1836.0860109175844
546,,,,,,,,6.254362051530609,1839.4426643443446
547,,,,,,,,6.257392024046712,1842.7993177711046
548,,,,,,,,6.260327164080297,1846.1559711978648
549,,,,,,,,6.263166109967858,1849.5126246246248
550,,,,,,,,6.265907502822503,1852.869278051385
551,,,,,,,,6.2685499868637065,1856.225931478145
552,,,,,,,,6.27109220975139,1859.5825849049052
553,,,,,,,,6.273532822923928,1862.9392383316651
554,,,,,,,,6.275870481940475,1866.2958917584253
555,,,,,,,,6.278103846827366,1869.6525451851853
556,,,,,,,,6.280231582428757,1873.0091986119455
557,,,,,,,,6.282252358761272,1876.3658520387055
558,,,,,,,,6.2841648513728385,1879.7225054654657
559,,,,,,,,6.285967741705721,1883.0791588922257
560,,,,,,,,6.287659717463515,1886.4358123189859
561,,,,,,,,6.289239472982277,1889.7924657457459
562,,,,,,,,6.290705709605791,1893.149119172506
563,,,,,,,,6.292057136064858,1896.505772599266
564,,,,,,,,6.293292468860602,1899.8624260260262
565,,,,,,,,6.294410432651776,1903.2190794527862
566,,,,,,,,6.295409760646282,1906.5757328795464
567,,,,,,,,6.296289194996393,1909.9323863063064
568,,,,,,,,6.297047487198102,1913.2890397330666
569,,,,,,,,6.297683398494487,1916.6456931598266
570,,,,,,,,6.298195700282821,1920.0023465865868
571,,,,,,,,6.298583174525777,1923.3590000133468
572,,,,,,,,6.2988446141663585,1926.715653440107
573,,,,,,,,6.298978823546764,1930.072306866867
574,,,,,,,,6.298984618831073,1933.4289602936271
575,,,,,,,,6.2988608284317875,1936.7856137203871
576,,,,,,,,6.298606293439877,1940.1422671471473
577,,,,,,,,6.29821986805901,1943.4989205739075
578,,,,,,,,6.297700420043145,1946.8555740006675
579,,,,,,,,6.297046831137737,1950.2122274274277
580,,,,,,,,6.296257997525106,1953.5688808541877
581,,,,,,,,6.295332830272787,1956.9255342809479
582,,,,,,,,6.294270255785636,1960.2821877077079
583,,,,,,,,6.293069216261887,1963.638841134468
584,,,,,,,,6.2917286701519854,1966.995494561228
585,,,,,,,,6.290247592621557,1970.3521479879882
586,,,,,,,,6.288624976017178,1973.7088014147482
587,,,,,,,,6.286859830336129,1977.0654548415084
588,,,,,,,,6.284951183698712,1980.4221082682684
589,,,,,,,,6.282898082824874,1983.7787616950286
590,,,,,,,,6.280699593512838,1987.1354151217886
591,,,,,,,,6.278354801121895,1990.4920685485488
592,,,,,,,,6.275862811057823,1993.8487219753088
593,,,,,,,,6.2732227492616515,1997.205375402069
594,,,,,,,,6.270433762701162,2000.562028828829
595,,,,,,,,6.267495019865595,2003.9186822555891
596,,,,,,,,6.264405711262941,2007.2753356823491
597,,,,,,,,6.261165049920765,2010.6319891091093
598,,,,,,,,6.257772271889041,2013.9886425358693
599,,,,,,,,6.254226636745915,2017.3452959626295
600,,,,,,,,6.250527428106795,2020.7019493893895
601,,,,,,,,6.246673954135036,2024.0586028161497
602,,,,,,,,6.2426655480557995,2027.4152562429097
603,,,,,,,,6.2385015686722225,2030.7719096696699
604,,,,,,,,6.234181400884057,2034.1285630964298
605,,,,,,,,6.229704456208583,2037.48521652319
606,,,,,,,,6.225070173303538,2040.84186994995
607,,,,,,,,6.220278018492752,2044.1985233767102
608,,,,,,,,6.215327486293336,2047.5551768034704
609,,,,,,,,6.210218099945496,2050.9118302302304
610,,,,,,,,6.204949411943562,2054.2684836569906
611,,,,,,,,6.199521004569607,2057.6251370837504
612,,,,,,,,6.1939324904281134,2060.9817905105106
613,,,,,,,,6.188183512983289,2064.3384439372708
614,,,,,,,,6.182273747097031,2067.6950973640305
615,,,,,,,,6.176202899568852,2071.0517507907907
616,,,,,,,,6.1699707096774885,2074.408404217551
617,,,,,,,,6.163576949723153,2077.765057644311
618,,,,,,,,6.157021425571901,2081.121711071071
619,,,,,,,,6.1503039772003545,2084.478364497831
620,,,,,,,,6.143424479241946,2087.8350179245913
621,,,,,,,,6.136382841533975,2091.1916713513515
622,,,,,,,,6.129179009665324,2094.5483247781112
623,,,,,,,,6.121812965525453,2097.9049782048714
624,,,,,,,,6.114284727853305,2101.2616316316316
625,,,,,,,,6.106594352787442,2104.618285058392
626,,,,,,,,6.09874193441583,2107.9749384851516
627,,,,,,,,6.090727605326765,2111.331591911912
628,,,,,,,,6.08255153715952,2114.688245338672
629,,,,,,,,6.074213941154642,2118.044898765432
630,,,,,,,,6.065715068705333,2121.401552192192
631,,,,,,,,6.0570552119074135,2124.758205618952
632,,,,,,,,6.048234704110075,2128.1148590457124
633,,,,,,,,6.039253920465273,2131.4715124724726
634,,,,,,,,6.030113278477233,2134.8281658992323
635,,,,,,,,6.020813238550988,2138.1848193259925
636,,,,,,,,6.011354304540066,2141.5414727527527
637,,,,,,,,6.001737024293436,2144.898126179513
638,,,,,,,,5.991961990201207,2148.2547796062727
639,,,,,,,,5.982029839739073,2151.611433033033
640,,,,,,,,5.971941256011564,2154.968086459793
641,,,,,,,,5.961696968293313,2158.3247398865533
642,,,,,,,,5.951297752569803,2161.6813933133135
643,,,,,,,,5.940744432074314,2165.0380467400732
644,,,,,,,,5.93003787782543,2168.3947001668334
645,,,,,,,,5.91917900916012,2171.7513535935936
646,,,,,,,,5.9081687942657934,2175.108007020354
647,,,,,,,,5.897008250709905,2178.4646604471136
648,,,,,,,,5.8856984459662725,2181.821313873874
649,,,,,,,,5.874240497939286,2185.177967300634
650,,,,,,,,5.86263557548516,2188.534620727394
651,,,,,,,,5.850884898929496,2191.891274154154
652,,,,,,,,5.838989740581996,2195.247927580914
653,,,,,,,,5.826951425247944,2198.6045810076744
654,,,,,,,,5.814771330735641,2201.9612344344346
655,,,,,,,,5.802450888360158,2205.3178878611943
656,,,,,,,,5.789991583442986,2208.6745412879545
657,,,,,,,,5.7773949558080515,2212.0311947147147
658,,,,,,,,5.764662600272334,2215.387848141475
659,,,,,,,,5.751796167133011,2218.7445015682347
660,,,,,,,,5.738797362649438,2222.101154994995
661,,,,,,,,5.72566794951955,2225.457808421755
662,,,,,,,,5.71240974735183,2228.8144618485153
663,,,,,,,,5.699024633132399,2232.171115275275
664,,,,,,,,5.685514541684586,2235.5277687020352
665,,,,,,,,5.671881466125501,2238.8844221287954
666,,,,,,,,5.658127458313618,2242.2410755555557
667,,,,,,,,5.644254629292834,2245.5977289823154
668,,,,,,,,5.630265149728348,2248.9543824090756
669,,,,,,,,5.616161250336222,2252.311035835836
670,,,,,,,,5.601945222306926,2255.667689262596
671,,,,,,,,5.587619417720748,2259.0243426893558
672,,,,,,,,5.573186249956211,2262.380996116116
673,,,,,,,,5.558648194091279,2265.737649542876
674,,,,,,,,5.5440077872958,2269.0943029696364
675,,,,,,,,5.529267629217588,2272.4509563963966
676,,,,,,,,5.514430382358046,2275.8076098231563
677,,,,,,,,5.499498772440961,2279.1642632499165
678,,,,,,,,5.484475588771761,2282.5209166766767
679,,,,,,,,5.469363684588006,2285.877570103437
680,,,,,,,,5.454165977400339,2289.2342235301967
681,,,,,,,,5.438885449323652,2292.590876956957
682,,,,,,,,5.42352514739905,2295.947530383717
683,,,,,,,,5.408088183905579,2299.3041838104773
684,,,,,,,,5.392577736660246,2302.660837237237
685,,,,,,,,5.376997049310307,2306.0174906639973
686,,,,,,,,5.361349431611234,2309.3741440907575
687,,,,,,,,5.345638259695693,2312.7307975175177
688,,,,,,,,5.329866976330595,2316.0874509442774
689,,,,,,,,5.3140390911617486,2319.4441043710376
690,,,,,,,,5.298158180947143,2322.800757797798
691,,,,,,,,5.28222788977705,2326.157411224558
692,,,,,,,,5.266251929282634,2329.5140646513178
693,,,,,,,,5.250234078830249,2332.870718078078
694,,,,,,,,5.234178185703217,2336.227371504838
695,,,,,,,,5.218088165269864,2339.5840249315984
696,,,,,,,,5.2019680011381295,2342.940678358358
697,,,,,,,,5.185821745294379,2346.2973317851183
698,,,,,,,,5.169653518229256,2349.6539852118785
699,,,,,,,,5.153467509048187,2353.0106386386387
700,,,,,,,,5.137267975566078,2356.3672920653985
701,,,,,,,,5.121059244387356,2359.7239454921587
702,,,,,,,,5.104845710968948,2363.080598918919
703,,,,,,,,5.088631839668483,2366.437252345679
704,,,,,,,,5.072422163774877,2369.7939057724393
705,,,,,,,,5.0562212855214055,2373.150559199199
706,,,,,,,,5.040033876083544,2376.5072126259593
707,,,,,,,,5.023864675556797,2379.8638660527195
708,,,,,,,,5.007718492918047,2383.2205194794797
709,,,,,,,,4.991600205967802,2386.5771729062394
710,,,,,,,,4.975514761253794,2389.9338263329996
711,,,,,,,,4.959467173976168,2393.29047975976
712,,,,,,,,4.943462527870724,2396.64713318652
713,,,,,,,,4.927505975076929,2400.0037866132798
714,,,,,,,,4.911602735978863,2403.36044004004
715,,,,,,,,4.895758099032423,2406.7170934668
716,,,,,,,,4.879977420567047,2410.0737468935604
717,,,,,,,,4.8642661245657335,2413.43040032032
718,,,,,,,,4.848629702427661,2416.7870537470803
719,,,,,,,,4.833073712702276,2420.1437071738405
720,,,,,,,,4.817603780804961,2423.5003606006007
721,,,,,,,,4.802225598708833,2426.8570140273605
722,,,,,,,,4.786944924610611,2430.2136674541207
723,,,,,,,,4.771767582576035,2433.570320880881
724,,,,,,,,4.756699462157871,2436.926974307641
725,,,,,,,,4.7417465179896,2440.283627734401
726,,,,,,,,4.726914769356358,2443.640281161161
727,,,,,,,,4.712210299734511,2446.9969345879213
728,,,,,,,,4.697639256311663,2450.3535880146815
729,,,,,,,,4.683207849474843,2453.710241441441
730,,,,,,,,4.668922352273671,2457.0668948682014
731,,,,,,,,4.654789099855338,2460.4235482949616
732,,,,,,,,4.640814488871842,2463.780201721722
733,,,,,,,,4.627004976858575,2467.1368551484816
734,,,,,,,,4.613367081581305,2470.493508575242
735,,,,,,,,4.599907380360423,2473.850162002002
736,,,,,,,,4.5866325093553995,2477.206815428762
737,,,,,,,,4.573549162826953,2480.5634688555224
738,,,,,,,,4.560664092363299,2483.920122282282
739,,,,,,,,4.547984106077297,2487.2767757090423
740,,,,,,,,4.535516067769936,2490.6334291358025
741,,,,,,,,4.523266896061091,2493.9900825625627
742,,,,,,,,4.511243563489802,2497.3467359893225
743,,,,,,,,4.499453095576359,2500.7033894160827
744,,,,,,,,4.4879025698536905,2504.060042842843
745,,,,,,,,4.47659911486237,2507.416696269603
746,,,,,,,,4.4655499091119735,2510.773349696363
747,,,,,,,,4.454762180001967,2514.130003123123
748,,,,,,,,4.44424320271371,2517.4866565498833
749,,,,,,,,4.434000299057447,2520.8433099766435
750,,,,,,,,4.424040836286781,2524.199963403403
751,,,,,,,,4.414372225874035,2527.5566168301634
752,,,,,,,,4.4050019222449235,2530.9132702569236
753,,,,,,,,4.3959374214759235,2534.269923683684
754,,,,,,,,4.387186259951409,2537.6265771104436
755,,,,,,,,4.37875601297917,2540.983230537204
756,,,,,,,,4.370654293364555,2544.339883963964
757,,,,,,,,4.3628887499468645,2547.696537390724
758,,,,,,,,4.355467066085498,2551.053190817484
759,,,,,,,,4.348396958111084,2554.409844244244
760,,,,,,,,4.341686173728863,2557.7664976710043
761,,,,,,,,4.335342490378184,2561.1231510977645
762,,,,,,,,4.32937371354767,2564.4798045245243
763,,,,,,,,4.323787675043081,2567.8364579512845
764,,,,,,,,4.318592231212437,2571.1931113780447
765,,,,,,,,4.313795261122027,2574.549764804805
766,,,,,,,,4.309404664681938,2577.9064182315647
767,,,,,,,,4.305428360731116,2581.263071658325
768,,,,,,,,4.301874285064446,2584.619725085085
769,,,,,,,,4.298750388416624,2587.9763785118453
770,,,,,,,,4.296064634393747,2591.3330319386055
771,,,,,,,,4.293824997353272,2594.689685365365
772,,,,,,,,4.292039460232604,2598.0463387921254
773,,,,,,,,4.290716012325151,2601.4029922188856
774,,,,,,,,4.289862647004088,2604.759645645646
775,,,,,,,,4.2894873593917735,2608.1162990724056
776,,,,,,,,4.28959814397233,2611.472952499166
777,,,,,,,,4.290202992154195,2614.829605925926
778,,,,,,,,4.291309889772424,2618.186259352686
779,,,,,,,,4.292926814531643,2621.542912779446
780,,,,,,,,4.295061733399893,2624.899566206206
781,,,,,,,,4.297722599934718,2628.2562196329663
782,,,,,,,,4.300917351557405,2631.6128730597266
783,,,,,,,,4.3046539067622005,2634.9695264864863
784,,,,,,,,4.308940162268686,2638.3261799132465
785,,,,,,,,4.313783990107754,2641.6828333400067
786,,,,,,,,4.319193234652107,2645.039486766767
787,,,,,,,,4.325175709576729,2648.3961401935267
788,,,,,,,,4.331739194760689,2651.752793620287
789,,,,,,,,4.338891433120739,2655.109447047047
790,,,,,,,,4.346640127378964,2658.4661004738073
791,,,,,,,,4.354992936771327,2661.822753900567
792,,,,,,,,4.363957473675259,2665.179407327327
793,,,,,,,,4.373541300182683,2668.5360607540874
794,,,,,,,,4.383751924597095,2671.8927141808476
795,,,,,,,,4.394596797860163,2675.2493676076074
796,,,,,,,,4.406083309911469,2678.6060210343676
797,,,,,,,,4.418218785973681,2681.962674461128
798,,,,,,,,4.431010482767692,2685.319327887888
799,,,,,,,,4.444465584649083,2688.6759813146477
800,,,,,,,,4.458591199678653,2692.032634741408
801,,,,,,,,4.473394355606547,2695.389288168168
802,,,,,,,,4.488881995795896,2698.7459415949284
803,,,,,,,,4.50506097505006,2702.1025950216886
804,,,,,,,,4.521938055380747,2705.4592484484483
805,,,,,,,,4.539519901680182,2708.8159018752085
806,,,,,,,,4.557813077327796,2712.1725553019687
807,,,,,,,,4.576824039705957,2715.529208728729
808,,,,,,,,4.596559135638858,2718.8858621554887
809,,,,,,,,4.617024596747274,2722.242515582249
810,,,,,,,,4.638226534720547,2725.599169009009
811,,,,,,,,4.6601709364994575,2728.9558224357693
812,,,,,,,,4.682863659376767,2732.312475862529
813,,,,,,,,4.7063104260159205,2735.6691292892892
814,,,,,,,,4.7305168193697,2739.0257827160494
815,,,,,,,,4.7554882775192935,2742.3824361428096
816,,,,,,,,4.781230088422421,2745.7390895695694
817,,,,,,,,4.807747384568688,2749.0957429963296
818,,,,,,,,4.83504513754126,2752.45239642309
819,,,,,,,,4.863128152487593,2755.80904984985
820,,,,,,,,4.892001062497388,2759.1657032766097
821,,,,,,,,4.921668322883238,2762.52235670337
822,,,,,,,,4.952134205365769,2765.87901013013
823,,,,,,,,4.98340279215829,2769.2356635568904
824,,,,,,,,5.015477969959124,2772.59231698365
825,,,,,,,,5.04836342383935,2775.9489704104103
826,,,,,,,,5.082062631029134,2779.3056238371705
827,,,,,,,,5.116578854609474,2782.6622772639307
828,,,,,,,,5.151915137088895,2786.0189306906905
829,,,,,,,,5.18807429388828,2789.3755841174507
830,,,,,,,,5.225058906709296,2792.732237544211
831,,,,,,,,5.262871316807764,2796.088890970971
832,,,,,,,,5.301513618147442,2799.445544397731
833,,,,,,,,5.340987650457396,2802.802197824491
834,,,,,,,,5.381294992162952,2806.1588512512512
835,,,,,,,,5.422436953222973,2809.5155046780114
836,,,,,,,,5.464414567844801,2812.8721581047716
837,,,,,,,,5.507228587085524,2816.2288115315314
838,,,,,,,,5.550879471338635,2819.5854649582916
839,,,,,,,,5.595367382710651,2822.942118385052
840,,,,,,,,5.640692177270398,2826.298771811812
841,,,,,,,,5.686853397186428,2829.6554252385718
842,,,,,,,,5.733850262742567,2833.012078665332
843,,,,,,,,5.781681664231587,2836.368732092092
844,,,,,,,,5.8303461537261,2839.7253855188524
845,,,,,,,,5.879841936728485,2843.082038945612
846,,,,,,,,5.930166863688032,2846.4386923723723
847,,,,,,,,5.981318421402579,2849.7953457991325
848,,,,,,,,6.033293724281907,2853.1519992258927
849,,,,,,,,6.086089505488348,2856.5086526526525
850,,,,,,,,6.139702107945527,2859.8653060794127
851,,,,,,,,6.194127475212485,2863.221959506173
852,,,,,,,,6.24936114222412,2866.578612932933
853,,,,,,,,6.305398225905196,2869.935266359693
854,,,,,,,,6.362233415638843,2873.291919786453
855,,,,,,,,6.419860963599535,2876.6485732132132
856,,,,,,,,6.478274674947829,2880.0052266399734
857,,,,,,,,6.5374678978904965,2883.361880066733
858,,,,,,,,6.597433513589681,2886.7185334934934
859,,,,,,,,6.658163925928352,2890.0751869202536
860,,,,,,,,6.719651051147525,2893.431840347014
861,,,,,,,,6.781886307311583,2896.7884937737736
862,,,,,,,,6.844860603648999,2900.1451472005338
863,,,,,,,,6.908564329729347,2903.501800627294
864,,,,,,,,6.972987344497528,2906.858454054054
865,,,,,,,,7.038118965150647,2910.2151074808144
866,,,,,,,,7.103947955864828,2913.571760907574
867,,,,,,,,7.170462516362863,2916.9284143343343
868,,,,,,,,7.237650270334529,2920.2850677610945
869,,,,,,,,7.305498253679548,2923.6417211878547
870,,,,,,,,7.373992902615032,2926.9983746146145
871,,,,,,,,7.443120041601946,2930.3550280413747
872,,,,,,,,7.51286487111513,2933.711681468135
873,,,,,,,,7.583211955250522,2937.068334894895
874,,,,,,,,7.654145209168678,2940.424988321655
875,,,,,,,,7.725647886355477,2943.781641748415
876,,,,,,,,7.797702565736404,2947.1382951751752
877,,,,,,,,7.870291138593461,2950.4949486019354
878,,,,,,,,7.943394795338395,2953.851602028695
879,,,,,,,,8.016994012078545,2957.2082554554554
880,,,,,,,,8.091068537037177,2960.5649088822156
881,,,,,,,,8.165597376771007,2963.921562308976
882,,,,,,,,8.240558782232188,2967.2782157357356
883,,,,,,,,8.315930234619305,2970.6348691624958
884,,,,,,,,8.391688431075568,2973.991522589256
885,,,,,,,,8.467809270177828,2977.348176016016
886,,,,,,,,8.544267837258236,2980.704829442776
887,,,,,,,,8.621038389522187,2984.061482869536
888,,,,,,,,8.69809434098072,2987.4181362962963
889,,,,,,,,8.77540824719647,2990.7747897230565
890,,,,,,,,8.852951789835902,2994.1314431498163
891,,,,,,,,8.930695761006906,2997.4880965765765
892,,,,,,,,9.008610047426306,3000.8447500033367
893,,,,,,,,9.086663614372743,3004.201403430097
894,,,,,,,,9.164824489436729,3007.5580568568566
895,,,,,,,,9.243059746073346,3010.914710283617
896,,,,,,,,9.321335486951217,3014.271363710377
897,,,,,,,,9.399616827089563,3017.6280171371372
898,,,,,,,,9.477867876781534,3020.9846705638975
899,,,,,,,,9.556051724331997,3024.341323990657
900,,,,,,,,9.63413041853703,3027.6979774174174
901,,,,,,,,9.712064951005164,3031.0546308441776
902,,,,,,,,9.789815238209417,3034.411284270938
903,,,,,,,,9.867340103361062,3037.7679376976976
904,,,,,,,,9.944597258032378,3041.1245911244578
905,,,,,,,,10.021543283584766,3044.481244551218
906,,,,,,,,10.098133612342213,3047.837897977978
907,,,,,,,,10.17432250856648,3051.194551404738
908,,,,,,,,10.250063049181268,3054.551204831498
909,,,,,,,,10.325307104290847,3057.9078582582583
910,,,,,,,,10.400005317425826,3061.2645116850185
911,,,,,,,,10.474107085599758,3064.6211651117783
912,,,,,,,,10.547560539100164,3067.9778185385385
913,,,,,,,,10.620312521044912,3071.3344719652987
914,,,,,,,,10.692308566705766,3074.691125392059
915,,,,,,,,10.763492882573633,3078.0477788188186
916,,,,,,,,10.833808325203723,3081.404432245579
917,,,,,,,,10.903196379775114,3084.761085672339
918,,,,,,,,10.971597138441144,3088.1177390990993
919,,,,,,,,11.038949278397855,3091.474392525859
920,,,,,,,,11.10519003971051,3094.831045952619
921,,,,,,,,11.170255202881822,3098.1876993793794
922,,,,,,,,11.234079066169148,3101.5443528061396
923,,,,,,,,11.296594422616113,3104.9010062328994
924,,,,,,,,11.357732536847767,3108.2576596596596
925,,,,,,,,11.417423121596517,3111.6143130864198
926,,,,,,,,11.47559431393704,3114.97096651318
927,,,,,,,,11.532172651277438,3118.3276199399397
928,,,,,,,,11.587083047062993,3121.6842733667
929,,,,,,,,11.640248766217997,3125.04092679346
930,,,,,,,,11.691591400291077,3128.3975802202203
931,,,,,,,,11.741030842327678,3131.7542336469805
932,,,,,,,,11.788485261482425,3135.1108870737403
933,,,,,,,,11.833871077316804,3138.4675405005005
934,,,,,,,,11.877102933813081,3141.8241939272607
935,,,,,,,,11.918093673126283,3145.180847354021
936,,,,,,,,11.956754309005124,3148.5375007807806
937,,,,,,,,11.992993999958276,3151.894154207541
938,,,,,,,,12.0267200220914,3155.250807634301
939,,,,,,,,12.057837741654954,3158.6074610610613
940,,,,,,,,12.086250587311884,3161.964114487821
941,,,,,,,,12.111860022059705,3165.320767914581
942,,,,,,,,12.13456551487609,3168.6774213413414
943,,,,,,,,12.154264512049782,3172.0340747681016
944,,,,,,,,12.170852408194992,3175.3907281948614
945,,,,,,,,12.184222516951127,3178.7473816216216
946,,,,,,,,12.194266041360539,3182.104035048382
947,,,,,,,,12.20087204394979,3185.460688475142
948,,,,,,,,12.203927416441662,3188.8173419019017
949,,,,,,,,12.203316849205226,3192.173995328662
950,,,,,,,,12.19892280030756,3195.530648755422
951,,,,,,,,12.190625464301707,3198.8873021821823
952,,,,,,,,12.178302740636287,3202.243955608942
953,,,,,,,,12.16183020173587,3205.6006090357023
954,,,,,,,,12.141081060761213,3208.9572624624625
955,,,,,,,,12.11592613901296,3212.3139158892227
956,,,,,,,,12.08623383299339,3215.6705693159824
957,,,,,,,,12.051870081113453,3219.0272227427427
958,,,,,,,,12.012698330079662,3222.383876169503
959,,,,,,,,11.968579500873535,3225.740529596263
960,,,,,,,,11.919371954439999,3229.0971830230233
961,,,,,,,,11.864931456962882,3232.453836449783
962,,,,,,,,11.805111144809349,3235.810489876543
963,,,,,,,,11.7397614891069,3239.1671433033034
964,,,,,,,,11.668730259929294,3242.5237967300636
965,,,,,,,,11.591862490151403,3245.8804501568234
966,,,,,,,,11.509000438907538,3249.2371035835836
967,,,,,,,,11.419983554651413,3252.593757010344
