,Unnamed: 0,LOCATION,TIME,Turkey_unemployment_rate,index,time_close,ETH_closing_price,yfit,xfit
14,,,,,,,,12.477507706885088,53.703041307974644
15,,,,,,,,12.472011432425079,57.05969473473474
16,,,,,,,,12.466416604287632,60.41634816149483
17,,,,,,,,12.460725241835183,63.77300158825492
18,,,,,,,,12.454939350951268,67.12965501501502
19,,,,,,,,12.449060924074152,70.48630844177512
20,,,,,,,,12.443091940230463,73.84296186853521
21,,,,,,,,12.43703436506882,77.1996152952953
22,,,,,,,,12.430890150893461,80.55626872205539
23,,,,,,,,12.424661236697876,83.91292214881548
24,,,,,,,,12.418349548198437,87.26957557557557
25,,,,,,,,12.411956997868025,90.62622900233566
26,,,,,,,,12.405485484969661,93.98288242909575
27,,,,,,,,12.398936895590143,97.33953585585587
28,,,,,,,,12.392313102673661,100.69618928261596
29,,,,,,,,12.385615966055441,104.05284270937605
30,,,,,,,,12.37884733249537,107.40949613613614
31,,,,,,,,12.372009035711622,110.76614956289623
32,,,,,,,,12.365102896414296,114.12280298965632
33,,,,,,,,12.358130722339036,117.47945641641641
34,,,,,,,,12.351094308280674,120.8361098431765
35,,,,,,,,12.343995436126846,124.19276326993662
36,,,,,,,,12.336835874891634,127.54941669669671
37,,,,,,,,12.329617380749182,130.9060701234568
38,,,,,,,,12.322341697067344,134.2627235502169
39,,,,,,,,12.3150105544413,137.61937697697698
40,,,,,,,,12.30762567072719,140.97603040373707
41,,,,,,,,12.300188751075744,144.33268383049716
42,,,,,,,,12.292701487965914,147.68933725725725
43,,,,,,,,12.285165561238502,151.04599068401734
44,,,,,,,,12.277582638129788,154.40264411077746
45,,,,,,,,12.269954373305165,157.75929753753755
46,,,,,,,,12.262282408892764,161.11595096429764
47,,,,,,,,12.25456837451709,164.47260439105773
48,,,,,,,,12.24681388733264,167.82925781781782
49,,,,,,,,12.239020552057553,171.1859112445779
50,,,,,,,,12.231189961007216,174.542564671338
51,,,,,,,,12.223323694127911,177.8992180980981
52,,,,,,,,12.215423319030444,181.25587152485818
53,,,,,,,,12.207490391023766,184.6125249516183
54,,,,,,,,12.199526453148607,187.9691783783784
55,,,,,,,,12.19153303621111,191.32583180513848
56,,,,,,,,12.183511658816457,194.68248523189857
57,,,,,,,,12.175463827402499,198.03913865865866
58,,,,,,,,12.167391036273388,201.39579208541875
59,,,,,,,,12.159294767633204,204.75244551217884
60,,,,,,,,12.151176491619589,208.10909893893896
61,,,,,,,,12.143037666337372,211.46575236569905
62,,,,,,,,12.134879737892204,214.82240579245914
63,,,,,,,,12.126704140424183,218.17905921921923
64,,,,,,,,12.118512296141489,221.53571264597932
65,,,,,,,,12.11030561535401,224.8923660727394
66,,,,,,,,12.102085496506977,228.2490194994995
67,,,,,,,,12.093853326214582,231.6056729262596
68,,,,,,,,12.085610479293628,234.96232635301968
69,,,,,,,,12.077358318797137,238.3189797797798
70,,,,,,,,12.069098196047996,241.67563320653989
71,,,,,,,,12.06083145067258,245.03228663329998
72,,,,,,,,12.052559410634384,248.38894006006007
73,,,,,,,,12.044283392267651,251.74559348682016
74,,,,,,,,12.036004700311004,255.10224691358025
75,,,,,,,,12.027724627941076,258.45890034034034
76,,,,,,,,12.019444456806136,261.8155537671005
77,,,,,,,,12.011165457059725,265.1722071938606
78,,,,,,,,12.002888887394285,268.52886062062066
79,,,,,,,,11.99461599507478,271.88551404738075
80,,,,,,,,11.986348015972341,275.24216747414084
81,,,,,,,,11.978086174597882,278.59882090090093
82,,,,,,,,11.969831684135741,281.955474327661
83,,,,,,,,11.961585746477299,285.3121277544211
84,,,,,,,,11.953349552254622,288.6687811811812
85,,,,,,,,11.945124280874083,292.0254346079413
86,,,,,,,,11.936911100549988,295.3820880347014
87,,,,,,,,11.928711168338221,298.7387414614615
88,,,,,,,,11.92052563016986,302.0953948882216
89,,,,,,,,11.912355620884812,305.4520483149817
90,,,,,,,,11.904202264265441,308.8087017417418
91,,,,,,,,11.896066673070205,312.1653551685019
92,,,,,,,,11.887949949067274,315.522008595262
93,,,,,,,,11.879853183068171,318.87866202202207
94,,,,,,,,11.871777454961396,322.23531544878216
95,,,,,,,,11.863723833746059,325.59196887554225
96,,,,,,,,11.855693377565506,328.94862230230234
97,,,,,,,,11.847687133740953,332.30527572906243
98,,,,,,,,11.839706138805116,335.6619291558225
99,,,,,,,,11.831751418535836,339.0185825825826
100,,,,,,,,11.823823987989714,342.3752360093427
101,,,,,,,,11.815924851535739,345.7318894361028
102,,,,,,,,11.80805500288892,349.0885428628629
103,,,,,,,,11.80021542514391,352.44519628962297
104,,,,,,,,11.792407090808648,355.80184971638306
105,,,,,,,,11.784630961837975,359.1585031431432
106,,,,,,,,11.776887989667268,362.5151565699033
107,,,,,,,,11.769179115246079,365.8718099966634
108,,,,,,,,11.761505269071751,369.2284634234235
109,,,,,,,,11.753867371223064,372.58511685018357
110,,,,,,,,11.746266331393848,375.94177027694366
111,,,,,,,,11.738703048926622,379.29842370370375
112,,,,,,,,11.731178412846228,382.65507713046384
113,,,,,,,,11.723693301893451,386.0117305572239
114,,,,,,,,11.716248584558658,389.368383983984
115,,,,,,,,11.708845119115418,392.7250374107441
116,,,,,,,,11.701483753654143,396.0816908375042
117,,,,,,,,11.694165326115712,399.4383442642643
118,,,,,,,,11.6868906643251,402.7949976910244
119,,,,,,,,11.67966058602501,406.15165111778447
120,,,,,,,,11.672475898909504,409.5083045445446
121,,,,,,,,11.66533740065763,412.8649579713047
122,,,,,,,,11.658245878967056,416.2216113980648
123,,,,,,,,11.651202111587697,419.5782648248249
124,,,,,,,,11.644206866355342,422.934918251585
125,,,,,,,,11.637260901225291,426.29157167834506
126,,,,,,,,11.630364964305983,429.64822510510515
127,,,,,,,,11.623519793892621,433.00487853186524
128,,,,,,,,11.616726118500805,436.36153195862533
129,,,,,,,,11.609984656900169,439.7181853853854
130,,,,,,,,11.603296118147993,443.0748388121455
131,,,,,,,,11.596661201622856,446.4314922389056
132,,,,,,,,11.590080597058247,449.7881456656657
133,,,,,,,,11.583554984576203,453.1447990924258
134,,,,,,,,11.577085034720943,456.5014525191859
135,,,,,,,,11.570671408492487,459.85810594594597
136,,,,,,,,11.564314757380297,463.21475937270606
137,,,,,,,,11.558015723396899,466.5714127994662
138,,,,,,,,11.551774939111517,469.9280662262263
139,,,,,,,,11.545593027683703,473.2847196529864
140,,,,,,,,11.539470602896966,476.6413730797465
141,,,,,,,,11.5334082691924,479.99802650650656
142,,,,,,,,11.527406621702317,483.35467993326665
143,,,,,,,,11.521466246283877,486.71133336002674
144,,,,,,,,11.515587719552718,490.06798678678683
145,,,,,,,,11.50977160891658,493.4246402135469
146,,,,,,,,11.504018472608944,496.781293640307
147,,,,,,,,11.498328859722658,500.1379470670671
148,,,,,,,,11.492703310243563,503.4946004938272
149,,,,,,,,11.487142355084131,506.8512539205873
150,,,,,,,,11.48164651611709,510.2079073473474
151,,,,,,,,11.47621630620905,513.5645607741075
152,,,,,,,,11.470852229254145,516.9212142008676
153,,,,,,,,11.465554780207649,520.2778676276276
154,,,,,,,,11.460324445119618,523.6345210543877
155,,,,,,,,11.455161701168509,526.9911744811478
156,,,,,,,,11.450067016694819,530.3478279079079
157,,,,,,,,11.445040851234712,533.704481334668
158,,,,,,,,11.440083655553648,537.0611347614281
159,,,,,,,,11.435195871680012,540.4177881881882
160,,,,,,,,11.430377932938745,543.7744416149483
161,,,,,,,,11.425630263984978,547.1310950417084
162,,,,,,,,11.420953280837653,550.4877484684685
163,,,,,,,,11.416347390913163,553.8444018952285
164,,,,,,,,11.411812993058975,557.2010553219886
165,,,,,,,,11.407350477587261,560.5577087487487
166,,,,,,,,11.402960226308531,563.9143621755088
167,,,,,,,,11.398642612565265,567.2710156022689
168,,,,,,,,11.394398001265529,570.627669029029
169,,,,,,,,11.390226748916623,573.9843224557891
170,,,,,,,,11.386129203658703,577.3409758825492
171,,,,,,,,11.38210570529841,580.6976293093093
172,,,,,,,,11.378156585342493,584.0542827360694
173,,,,,,,,11.374282167031462,587.4109361628294
174,,,,,,,,11.37048276537319,590.7675895895895
175,,,,,,,,11.366758687176564,594.1242430163496
176,,,,,,,,11.3631102310851,597.4808964431098
177,,,,,,,,11.359537687610587,600.8375498698699
178,,,,,,,,11.356041339166705,604.19420329663
179,,,,,,,,11.35262146010266,607.5508567233901
180,,,,,,,,11.349278316736815,610.9075101501502
181,,,,,,,,11.346012167390318,614.2641635769103
182,,,,,,,,11.342823262420735,617.6208170036704
183,,,,,,,,11.339711844255675,620.9774704304305
184,,,,,,,,11.336678147426419,624.3341238571905
185,,,,,,,,11.333722398601564,627.6907772839506
186,,,,,,,,11.330844816620631,631.0474307107107
187,,,,,,,,11.328045612527717,634.4040841374708
188,,,,,,,,11.325324989605104,637.7607375642309
189,,,,,,,,11.322683143406907,641.117390990991
190,,,,,,,,11.320120261792693,644.4740444177511
191,,,,,,,,11.317636524961117,647.8306978445112
192,,,,,,,,11.315232105483547,651.1873512712713
193,,,,,,,,11.312907168337697,654.5440046980314
194,,,,,,,,11.310661870941253,657.9006581247914
195,,,,,,,,11.308496363185514,661.2573115515515
196,,,,,,,,11.306410787469007,664.6139649783116
197,,,,,,,,11.304405278731126,667.9706184050717
198,,,,,,,,11.302479964485764,671.3272718318318
199,,,,,,,,11.300634964854932,674.6839252585919
200,,,,,,,,11.298870392602403,678.040578685352
201,,,,,,,,11.297186353167332,681.3972321121121
202,,,,,,,,11.295582944697886,684.7538855388722
203,,,,,,,,11.294060258084881,688.1105389656323
204,,,,,,,,11.292618376995408,691.4671923923923
205,,,,,,,,11.29125737790646,694.8238458191524
206,,,,,,,,11.28997733013857,698.1804992459125
207,,,,,,,,11.288778295889427,701.5371526726726
208,,,,,,,,11.287660330267524,704.8938060994327
209,,,,,,,,11.286623481325774,708.2504595261929
210,,,,,,,,11.285667790095145,711.607112952953
211,,,,,,,,11.28479329061829,714.9637663797131
212,,,,,,,,11.284000009983178,718.3204198064732
213,,,,,,,,11.283287968356722,721.6770732332333
214,,,,,,,,11.282657179018408,725.0337266599934
215,,,,,,,,11.282107648393927,728.3903800867535
216,,,,,,,,11.281639376088807,731.7470335135135
217,,,,,,,,11.281252354922037,735.1036869402736
218,,,,,,,,11.280946570959703,738.4603403670337
219,,,,,,,,11.280722003548615,741.8169937937938
220,,,,,,,,11.280578625349936,745.1736472205539
221,,,,,,,,11.280516402372815,748.530300647314
222,,,,,,,,11.280535294008011,751.8869540740741
223,,,,,,,,11.280635253061536,755.2436075008342
224,,,,,,,,11.280816225788271,758.6002609275943
225,,,,,,,,11.281078151925598,761.9569143543544
226,,,,,,,,11.28142096472704,765.3135677811144
227,,,,,,,,11.281844590995878,768.6702212078745
228,,,,,,,,11.28234895111879,772.0268746346346
229,,,,,,,,11.282933959099479,775.3835280613947
230,,,,,,,,11.2835995225923,778.7401814881548
231,,,,,,,,11.284345542935894,782.0968349149149
232,,,,,,,,11.285171915186814,785.453488341675
233,,,,,,,,11.286078528153158,788.8101417684351
234,,,,,,,,11.287065264428199,792.1667951951952
235,,,,,,,,11.288132000424012,795.5234486219553
236,,,,,,,,11.289278606405107,798.8801020487153
237,,,,,,,,11.290504946522057,802.2367554754754
238,,,,,,,,11.291810878845128,805.5934089022355
239,,,,,,,,11.293196255397913,808.9500623289956
240,,,,,,,,11.294660922190955,812.3067157557558
241,,,,,,,,11.296204719255384,815.6633691825159
242,,,,,,,,11.297827480676542,819.020022609276
243,,,,,,,,11.299529034627612,822.3766760360361
244,,,,,,,,11.301309203403255,825.7333294627962
245,,,,,,,,11.303167803453235,829.0899828895563
246,,,,,,,,11.305104645416048,832.4466363163164
247,,,,,,,,11.30711953415255,835.8032897430764
248,,,,,,,,11.3092122687796,839.1599431698365
249,,,,,,,,11.311382642703672,842.5165965965966
250,,,,,,,,11.313630443654494,845.8732500233567
251,,,,,,,,11.315955453718683,849.2299034501168
252,,,,,,,,11.318357449373362,852.5865568768769
253,,,,,,,,11.320836201519807,855.943210303637
254,,,,,,,,11.323391475517054,859.2998637303971
255,,,,,,,,11.326023031215556,862.6565171571572
256,,,,,,,,11.328730622990788,866.0131705839173
257,,,,,,,,11.331513999776895,869.3698240106773
258,,,,,,,,11.334372905100313,872.7264774374374
259,,,,,,,,11.337307077113401,876.0831308641975
260,,,,,,,,11.34031624862807,879.4397842909576
261,,,,,,,,11.343400147149417,882.7964377177177
262,,,,,,,,11.34655849490935,886.1530911444778
263,,,,,,,,11.349791008900219,889.5097445712379
264,,,,,,,,11.353097400908448,892.866397997998
265,,,,,,,,11.356477377548167,896.2230514247581
266,,,,,,,,11.359930640294829,899.5797048515182
267,,,,,,,,11.363456885518865,902.9363582782782
268,,,,,,,,11.367055804519286,906.2930117050383
269,,,,,,,,11.37072708355733,909.6496651317984
270,,,,,,,,11.374470403890086,913.0063185585585
271,,,,,,,,11.378285441804133,916.3629719853186
272,,,,,,,,11.382171868649156,919.7196254120787
273,,,,,,,,11.38612935087158,923.0762788388389
274,,,,,,,,11.39015755004821,926.432932265599
275,,,,,,,,11.394256122919849,929.7895856923591
276,,,,,,,,11.39842472142493,933.1462391191192
277,,,,,,,,11.402662992733163,936.5028925458793
278,,,,,,,,11.406970579279129,939.8595459726394
279,,,,,,,,11.411347118795945,943.2161993993994
280,,,,,,,,11.415792244348879,946.5728528261595
281,,,,,,,,11.420305584368975,949.9295062529196
282,,,,,,,,11.424886762686704,953.2861596796797
283,,,,,,,,11.429535398565557,956.6428131064398
284,,,,,,,,11.434251106735717,959.9994665331999
285,,,,,,,,11.439033497427662,963.35611995996
286,,,,,,,,11.4438821764058,966.7127733867201
287,,,,,,,,11.448796745002106,970.0694268134802
288,,,,,,,,11.45377680014974,973.4260802402403
289,,,,,,,,11.45882193441669,976.7827336670003
290,,,,,,,,11.463931736039399,980.1393870937604
291,,,,,,,,11.469105788956378,983.4960405205205
292,,,,,,,,11.47434367284187,986.8526939472806
293,,,,,,,,11.479644963139444,990.2093473740407
294,,,,,,,,11.485009231095649,993.5660008008008
295,,,,,,,,11.490436043793627,996.9226542275609
296,,,,,,,,11.495924964186768,1000.279307654321
297,,,,,,,,11.501475551132305,1003.6359610810811
298,,,,,,,,11.507087359424979,1006.9926145078412
299,,,,,,,,11.51275993983064,1010.3492679346012
300,,,,,,,,11.5184928391199,1013.7059213613613
301,,,,,,,,11.524285600101747,1017.0625747881214
302,,,,,,,,11.53013776165718,1020.4192282148815
303,,,,,,,,11.536048858772839,1023.7758816416416
304,,,,,,,,11.542018422574644,1027.132535068402
305,,,,,,,,11.548045980361408,1030.489188495162
306,,,,,,,,11.554131055638479,1033.845841921922
307,,,,,,,,11.560273168151362,1037.202495348682
308,,,,,,,,11.56647183391936,1040.5591487754423
309,,,,,,,,11.572726565269193,1043.9158022022023
310,,,,,,,,11.579036870868634,1047.2724556289625
311,,,,,,,,11.58540225576014,1050.6291090557224
312,,,,,,,,11.591822221394477,1053.9857624824826
313,,,,,,,,11.598296265664345,1057.3424159092426
314,,,,,,,,11.604823882938028,1060.6990693360028
315,,,,,,,,11.611404564093004,1064.0557227627628
316,,,,,,,,11.618037796549583,1067.412376189523
317,,,,,,,,11.624723064304538,1070.769029616283
318,,,,,,,,11.63145984796473,1074.1256830430432
319,,,,,,,,11.638247624780748,1077.4823364698032
320,,,,,,,,11.645085868680521,1080.8389898965634
321,,,,,,,,11.651974050302968,1084.1956433233236
322,,,,,,,,11.658911637031615,1087.5522967500835
323,,,,,,,,11.665898093028233,1090.9089501768437
324,,,,,,,,11.672932879266455,1094.2656036036037
325,,,,,,,,11.680015453565428,1097.622257030364
326,,,,,,,,11.687145270623414,1100.978910457124
327,,,,,,,,11.694321782051457,1104.335563883884
328,,,,,,,,11.70154443640697,1107.692217310644
329,,,,,,,,11.708812679227398,1111.0488707374043
330,,,,,,,,11.716125953063838,1114.4055241641643
331,,,,,,,,11.723483697514661,1117.7621775909245
332,,,,,,,,11.730885349259154,1121.1188310176844
333,,,,,,,,11.738330342091142,1124.4754844444446
334,,,,,,,,11.745818106952624,1127.8321378712046
335,,,,,,,,11.753348071967393,1131.1887912979648
336,,,,,,,,11.76091966247468,1134.5454447247248
337,,,,,,,,11.768532301062777,1137.902098151485
338,,,,,,,,11.776185407602654,1141.258751578245
339,,,,,,,,11.783878399281615,1144.6154050050052
340,,,,,,,,11.791610690636912,1147.9720584317652
341,,,,,,,,11.799381693589368,1151.3287118585254
342,,,,,,,,11.807190817477025,1154.6853652852853
343,,,,,,,,11.815037469088768,1158.0420187120455
344,,,,,,,,11.822921052697946,1161.3986721388055
345,,,,,,,,11.830840970096013,1164.7553255655657
346,,,,,,,,11.838796620626145,1168.1119789923257
347,,,,,,,,11.846787401216883,1171.468632419086
348,,,,,,,,11.85481270641576,1174.8252858458459
349,,,,,,,,11.86287192842293,1178.181939272606
350,,,,,,,,11.870964457124796,1181.538592699366
351,,,,,,,,11.879089680127635,1184.8952461261263
352,,,,,,,,11.887246982791241,1188.2518995528865
353,,,,,,,,11.895435748262546,1191.6085529796464
354,,,,,,,,11.903655357509251,1194.9652064064067
355,,,,,,,,11.911905189353458,1198.3218598331666
356,,,,,,,,11.9201846205053,1201.6785132599268
357,,,,,,,,11.92849302559657,1205.0351666866868
358,,,,,,,,11.936829777214342,1208.391820113447
359,,,,,,,,11.945194245934625,1211.748473540207
360,,,,,,,,11.953585800355965,1215.1051269669672
361,,,,,,,,11.962003807133094,1218.4617803937272
362,,,,,,,,11.97044763101055,1221.8184338204874
363,,,,,,,,11.978916634856319,1225.1750872472473
364,,,,,,,,11.987410179695443,1228.5317406740076
365,,,,,,,,11.995927624743672,1231.8883941007675
366,,,,,,,,12.00446832744109,1235.2450475275277
367,,,,,,,,12.013031643485734,1238.6017009542877
368,,,,,,,,12.021616926867223,1241.958354381048
369,,,,,,,,12.030223529900413,1245.315007807808
370,,,,,,,,12.038850803258992,1248.671661234568
371,,,,,,,,12.047498096009148,1252.028314661328
372,,,,,,,,12.056164755643156,1255.3849680880883
373,,,,,,,,12.064850128113044,1258.7416215148482
374,,,,,,,,12.073553557864207,1262.0982749416085
375,,,,,,,,12.082274387869031,1265.4549283683684
376,,,,,,,,12.091011959660555,1268.8115817951286
377,,,,,,,,12.099765613366037,1272.1682352218886
378,,,,,,,,12.108534687740667,1275.5248886486488
379,,,,,,,,12.11731852020112,1278.8815420754088
380,,,,,,,,12.126116446859246,1282.238195502169
381,,,,,,,,12.134927802555657,1285.594848928929
382,,,,,,,,12.14375192089338,1288.9515023556892
383,,,,,,,,12.152588134271477,1292.3081557824491
384,,,,,,,,12.161435773918694,1295.6648092092094
385,,,,,,,,12.170294169927056,1299.0214626359696
386,,,,,,,,12.179162651285525,1302.3781160627295
387,,,,,,,,12.188040545913632,1305.7347694894897
388,,,,,,,,12.196927180695074,1309.0914229162497
389,,,,,,,,12.205821881511387,1312.44807634301
390,,,,,,,,12.214723973275548,1315.80472976977
391,,,,,,,,12.223632779965609,1319.16138319653
392,,,,,,,,12.232547624658345,1322.51803662329
393,,,,,,,,12.241467829562852,1325.8746900500503
394,,,,,,,,12.250392716054202,1329.2313434768103
395,,,,,,,,12.259321604707067,1332.5879969035705
396,,,,,,,,12.268253815329345,1335.9446503303304
397,,,,,,,,12.277188666995801,1339.3013037570906
398,,,,,,,,12.286125478081676,1342.6579571838506
399,,,,,,,,12.295063566296335,1346.0146106106108
400,,,,,,,,12.304002248716895,1349.3712640373708
401,,,,,,,,12.31294084182184,1352.727917464131
402,,,,,,,,12.321878661524682,1356.084570890891
403,,,,,,,,12.330815023207546,1359.4412243176512
404,,,,,,,,12.339749241754845,1362.7978777444112
405,,,,,,,,12.34868063158689,1366.1545311711714
406,,,,,,,,12.357608506693502,1369.5111845979313
407,,,,,,,,12.366532180667681,1372.8678380246915
408,,,,,,,,12.375450966739201,1376.2244914514515
409,,,,,,,,12.38436417780827,1379.5811448782117
410,,,,,,,,12.39327112647912,1382.9377983049717
411,,,,,,,,12.402171125093682,1386.294451731732
412,,,,,,,,12.411063485765192,1389.6511051584919
413,,,,,,,,12.41994752041181,1393.007758585252
414,,,,,,,,12.428822540790279,1396.364412012012
415,,,,,,,,12.437687858529536,1399.7210654387723
416,,,,,,,,12.446542785164342,1403.0777188655322
417,,,,,,,,12.455386632168919,1406.4343722922924
418,,,,,,,,12.464218710990576,1409.7910257190526
419,,,,,,,,12.473038333083343,1413.1476791458126
420,,,,,,,,12.481844809941588,1416.5043325725728
421,,,,,,,,12.490637453133674,1419.8609859993328
422,,,,,,,,12.499415574335549,1423.217639426093
423,,,,,,,,12.508178485364418,1426.574292852853
424,,,,,,,,12.516925498212343,1429.9309462796132
