,Unnamed: 0,LOCATION,TIME,Germany_inflation_rate,index,time_close,ETH_closing_price,yfit,xfit
409,,,,,,,,1.8871576759013118,1379.5811448782117
410,,,,,,,,1.8926237106729495,1382.9377983049717
411,,,,,,,,1.8981029235680424,1386.294451731732
412,,,,,,,,1.9035952491523858,1389.6511051584919
413,,,,,,,,1.9091006219917783,1393.007758585252
414,,,,,,,,1.9146189766520163,1396.364412012012
415,,,,,,,,1.9201502476988976,1399.7210654387723
416,,,,,,,,1.9256943696982185,1403.0777188655322
417,,,,,,,,1.9312512772157764,1406.4343722922924
418,,,,,,,,1.9368209048173692,1409.7910257190526
419,,,,,,,,1.9424031870687932,1413.1476791458126
420,,,,,,,,1.947998058535845,1416.5043325725728
421,,,,,,,,1.9536054537843233,1419.8609859993328
422,,,,,,,,1.9592253073800243,1423.217639426093
423,,,,,,,,1.9648575538887452,1426.574292852853
424,,,,,,,,1.9705021278762833,1429.9309462796132
425,,,,,,,,1.976158963908435,1433.2875997063732
426,,,,,,,,1.9818279965509988,1436.6442531331334
427,,,,,,,,1.9875091603697708,1440.0009065598933
428,,,,,,,,1.993202389930549,1443.3575599866535
429,,,,,,,,1.9989076197991291,1446.7142134134135
430,,,,,,,,2.00462478454131,1450.0708668401737
431,,,,,,,,2.010353818722886,1453.4275202669337
432,,,,,,,,2.016094656909658,1456.784173693694
433,,,,,,,,2.0218472336674207,1460.1408271204539
434,,,,,,,,2.027611483561972,1463.497480547214
435,,,,,,,,2.0333873411591092,1466.854133973974
436,,,,,,,,2.0391747410246284,1470.2107874007343
437,,,,,,,,2.0449736177243274,1473.5674408274942
438,,,,,,,,2.050783905824005,1476.9240942542544
439,,,,,,,,2.0566055398894543,1480.2807476810144
440,,,,,,,,2.0624384544864762,1483.6374011077746
441,,,,,,,,2.0682825841808663,1486.9940545345346
442,,,,,,,,2.0741378635384224,1490.3507079612948
443,,,,,,,,2.080004227124941,1493.7073613880548
444,,,,,,,,2.0858816095062185,1497.064014814815
445,,,,,,,,2.0917699452480534,1500.420668241575
446,,,,,,,,2.0976691689162426,1503.7773216683352
447,,,,,,,,2.103579215076583,1507.1339750950951
448,,,,,,,,2.109500018294873,1510.4906285218553
449,,,,,,,,2.1154315131369064,1513.8472819486155
450,,,,,,,,2.1213736341684832,1517.2039353753755
451,,,,,,,,2.127326315955399,1520.5605888021357
452,,,,,,,,2.133289493063452,1523.9172422288957
453,,,,,,,,2.1392631000584386,1527.273895655656
454,,,,,,,,2.145247071506158,1530.6305490824159
455,,,,,,,,2.151241341972405,1533.987202509176
456,,,,,,,,2.1572458460229766,1537.343855935936
457,,,,,,,,2.163260518223672,1540.7005093626963
458,,,,,,,,2.1692852931402857,1544.0571627894562
459,,,,,,,,2.175320105338618,1547.4138162162164
460,,,,,,,,2.1813648893844624,1550.7704696429764
461,,,,,,,,2.1874195798436187,1554.1271230697366
462,,,,,,,,2.193484111281883,1557.4837764964966
463,,,,,,,,2.1995584182650534,1560.8404299232568
464,,,,,,,,2.205642435358924,1564.1970833500168
465,,,,,,,,2.2117360971292968,1567.553736776777
466,,,,,,,,2.2178393381419657,1570.910390203537
467,,,,,,,,2.223952092962728,1574.2670436302972
468,,,,,,,,2.2300742961573823,1577.6236970570571
469,,,,,,,,2.236205882291724,1580.9803504838173
470,,,,,,,,2.2423467859315513,1584.3370039105773
471,,,,,,,,2.24849694164266,1587.6936573373375
472,,,,,,,,2.2546562839908493,1591.0503107640975
473,,,,,,,,2.260824747541915,1594.4069641908577
474,,,,,,,,2.2670022668616543,1597.7636176176177
475,,,,,,,,2.273188776515866,1601.120271044378
476,,,,,,,,2.2793842110703446,1604.4769244711379
477,,,,,,,,2.285588505090889,1607.833577897898
478,,,,,,,,2.291801593143295,1611.190231324658
479,,,,,,,,2.2980234097933607,1614.5468847514182
480,,,,,,,,2.3042538896068843,1617.9035381781785
481,,,,,,,,2.31049296714966,1621.2601916049384
482,,,,,,,,2.3167405769874874,1624.6168450316986
483,,,,,,,,2.322996653686163,1627.9734984584586
484,,,,,,,,2.3292611318114833,1631.3301518852188
485,,,,,,,,2.335533945929246,1634.6868053119788
486,,,,,,,,2.3418150306052485,1638.043458738739
487,,,,,,,,2.3481043204052874,1641.400112165499
488,,,,,,,,2.3544017498951613,1644.7567655922592
489,,,,,,,,2.3607072536406646,1648.1134190190191
490,,,,,,,,2.367020766207596,1651.4700724457794
491,,,,,,,,2.373342222161752,1654.8267258725393
492,,,,,,,,2.3796715560689314,1658.1833792992995
493,,,,,,,,2.38600870249493,1661.5400327260595
494,,,,,,,,2.3923535960055453,1664.8966861528197
495,,,,,,,,2.398706171166574,1668.2533395795797
496,,,,,,,,2.4050663625438133,1671.60999300634
497,,,,,,,,2.411434104703061,1674.9666464330999
498,,,,,,,,2.417809332210113,1678.32329985986
499,,,,,,,,2.424191979630768,1681.67995328662
500,,,,,,,,2.430581981530823,1685.0366067133803
501,,,,,,,,2.436979272476073,1688.3932601401402
502,,,,,,,,2.4433837870323174,1691.7499135669004
503,,,,,,,,2.449795459765352,1695.1065669936604
504,,,,,,,,2.4562142252409753,1698.4632204204206
505,,,,,,,,2.462640018024983,1701.8198738471806
506,,,,,,,,2.469072772683174,1705.1765272739408
507,,,,,,,,2.4755124237813426,1708.5331807007008
508,,,,,,,,2.481958905885289,1711.889834127461
509,,,,,,,,2.488412153560809,1715.246487554221
510,,,,,,,,2.4948721013736987,1718.6031409809812
511,,,,,,,,2.501338683889756,1721.9597944077411
512,,,,,,,,2.5078118356747803,1725.3164478345013
513,,,,,,,,2.514291491294566,1728.6731012612615
514,,,,,,,,2.5207775853149093,1732.0297546880215
515,,,,,,,,2.5272700523016107,1735.3864081147817
516,,,,,,,,2.533768826820465,1738.7430615415417
517,,,,,,,,2.5402738434372703,1742.099714968302
518,,,,,,,,2.5467850367178224,1745.4563683950619
519,,,,,,,,2.55330234122792,1748.813021821822
520,,,,,,,,2.5598256915333604,1752.169675248582
521,,,,,,,,2.5663550221999385,1755.5263286753423
522,,,,,,,,2.572890267793454,1758.8829821021022
523,,,,,,,,2.5794313628797028,1762.2396355288624
524,,,,,,,,2.5859782420244812,1765.5962889556224
525,,,,,,,,2.5925308397935902,1768.9529423823826
526,,,,,,,,2.5990890907528215,1772.3095958091426
527,,,,,,,,2.6056529294679764,1775.6662492359028
528,,,,,,,,2.6122222905048478,1779.0229026626628
529,,,,,,,,2.618797108429238,1782.379556089423
530,,,,,,,,2.625377317806941,1785.736209516183
531,,,,,,,,2.6319628532037544,1789.0928629429432
532,,,,,,,,2.638553649185475,1792.4495163697031
533,,,,,,,,2.645149640317902,1795.8061697964633
534,,,,,,,,2.65175076116683,1799.1628232232233
535,,,,,,,,2.658356946298057,1802.5194766499835
536,,,,,,,,2.66496813027738,1805.8761300767435
537,,,,,,,,2.671584247670596,1809.2327835035037
538,,,,,,,,2.678205233043503,1812.5894369302637
539,,,,,,,,2.684831020961897,1815.9460903570239
540,,,,,,,,2.6914615459915776,1819.3027437837839
541,,,,,,,,2.698096742698339,1822.659397210544
542,,,,,,,,2.7047365456479797,1826.016050637304
543,,,,,,,,2.7113808894062954,1829.3727040640642
544,,,,,,,,2.7180297085390848,1832.7293574908242
545,,,,,,,,2.7246829376121457,1836.0860109175844
546,,,,,,,,2.7313405111912745,1839.4426643443446
547,,,,,,,,2.7380023638422664,1842.7993177711046
548,,,,,,,,2.744668430130922,1846.1559711978648
549,,,,,,,,2.7513386446230337,1849.5126246246248
550,,,,,,,,2.758012941884404,1852.869278051385
551,,,,,,,,2.764691256480827,1856.225931478145
552,,,,,,,,2.7713735229780996,1859.5825849049052
553,,,,,,,,2.7780596759420204,1862.9392383316651
554,,,,,,,,2.7847496499383864,1866.2958917584253
555,,,,,,,,2.7914433795329936,1869.6525451851853
556,,,,,,,,2.79814079929164,1873.0091986119455
557,,,,,,,,2.804841843780121,1876.3658520387055
558,,,,,,,,2.811546447564238,1879.7225054654657
559,,,,,,,,2.8182545452097827,1883.0791588922257
560,,,,,,,,2.8249660712825557,1886.4358123189859
561,,,,,,,,2.831680960348355,1889.7924657457459
562,,,,,,,,2.838399146972974,1893.149119172506
563,,,,,,,,2.845120565722212,1896.505772599266
564,,,,,,,,2.851845151161866,1899.8624260260262
565,,,,,,,,2.858572837857734,1903.2190794527862
566,,,,,,,,2.8653035603756125,1906.5757328795464
567,,,,,,,,2.872037253281297,1909.9323863063064
568,,,,,,,,2.878773851140587,1913.2890397330666
569,,,,,,,,2.885513288519279,1916.6456931598266
570,,,,,,,,2.892255499983169,1920.0023465865868
571,,,,,,,,2.899000420098055,1923.3590000133468
572,,,,,,,,2.905747983429735,1926.715653440107
573,,,,,,,,2.912498124544004,1930.072306866867
574,,,,,,,,2.9192507780066617,1933.4289602936271
575,,,,,,,,2.926005878383503,1936.7856137203871
576,,,,,,,,2.932763360240326,1940.1422671471473
577,,,,,,,,2.9395231581429284,1943.4989205739075
578,,,,,,,,2.9462852066571052,1946.8555740006675
579,,,,,,,,2.953049440348657,1950.2122274274277
580,,,,,,,,2.9598157937833784,1953.5688808541877
581,,,,,,,,2.9665842015270663,1956.9255342809479
582,,,,,,,,2.9733545981455203,1960.2821877077079
583,,,,,,,,2.980126918204533,1963.638841134468
584,,,,,,,,2.986901096269907,1966.995494561228
585,,,,,,,,2.993677066907436,1970.3521479879882
586,,,,,,,,3.0004547646829165,1973.7088014147482
587,,,,,,,,3.0072341241621503,1977.0654548415084
588,,,,,,,,3.014015079910929,1980.4221082682684
589,,,,,,,,3.0207975664950517,1983.7787616950286
590,,,,,,,,3.027581518480318,1987.1354151217886
591,,,,,,,,3.034366870432522,1990.4920685485488
592,,,,,,,,3.041153556917461,1993.8487219753088
593,,,,,,,,3.047941512500935,1997.205375402069
594,,,,,,,,3.054730671748736,2000.562028828829
595,,,,,,,,3.0615209692266667,2003.9186822555891
596,,,,,,,,3.0683123395005207,2007.2753356823491
597,,,,,,,,3.075104717136096,2010.6319891091093
598,,,,,,,,3.081898036699191,2013.9886425358693
599,,,,,,,,3.0886922327556006,2017.3452959626295
600,,,,,,,,3.095487239871124,2020.7019493893895
601,,,,,,,,3.102282992611557,2024.0586028161497
602,,,,,,,,3.1090794255426975,2027.4152562429097
603,,,,,,,,3.115876473230342,2030.7719096696699
604,,,,,,,,3.1226740702402873,2034.1285630964298
605,,,,,,,,3.129472151138332,2037.48521652319
606,,,,,,,,3.136270650490272,2040.84186994995
607,,,,,,,,3.1430695028619056,2044.1985233767102
608,,,,,,,,3.149868642819028,2047.5551768034704
609,,,,,,,,3.156668004927437,2050.9118302302304
610,,,,,,,,3.1634675237529315,2054.2684836569906
611,,,,,,,,3.170267133861306,2057.6251370837504
612,,,,,,,,3.177066769818361,2060.9817905105106
613,,,,,,,,3.183866366189891,2064.3384439372708
614,,,,,,,,3.190665857541693,2067.6950973640305
615,,,,,,,,3.1974651784395656,2071.0517507907907
616,,,,,,,,3.2042642634493053,2074.408404217551
617,,,,,,,,3.211063047136708,2077.765057644311
618,,,,,,,,3.217861464067572,2081.121711071071
619,,,,,,,,3.224659448807696,2084.478364497831
620,,,,,,,,3.2314569359228766,2087.8350179245913
621,,,,,,,,3.238253859978907,2091.1916713513515
622,,,,,,,,3.2450501555415885,2094.5483247781112
623,,,,,,,,3.251845757176717,2097.9049782048714
624,,,,,,,,3.25864059945009,2101.2616316316316
625,,,,,,,,3.2654346169275046,2104.618285058392
626,,,,,,,,3.2722277441747547,2107.9749384851516
627,,,,,,,,3.279019915757644,2111.331591911912
628,,,,,,,,3.2858110662419646,2114.688245338672
629,,,,,,,,3.292601130193515,2118.044898765432
630,,,,,,,,3.29939004217809,2121.401552192192
631,,,,,,,,3.3061777367614926,2124.758205618952
632,,,,,,,,3.312964148509515,2128.1148590457124
633,,,,,,,,3.319749211987955,2131.4715124724726
634,,,,,,,,3.3265328617626126,2134.8281658992323
635,,,,,,,,3.3333150323992795,2138.1848193259925
636,,,,,,,,3.340095658463759,2141.5414727527527
637,,,,,,,,3.346874674521845,2144.898126179513
638,,,,,,,,3.3536520151393345,2148.2547796062727
639,,,,,,,,3.360427614882023,2151.611433033033
640,,,,,,,,3.367201408315715,2154.968086459793
641,,,,,,,,3.3739733300061987,2158.3247398865533
642,,,,,,,,3.3807433145192762,2161.6813933133135
643,,,,,,,,3.3875112964207412,2165.0380467400732
644,,,,,,,,3.394277210276395,2168.3947001668334
645,,,,,,,,3.4010409906520325,2171.7513535935936
646,,,,,,,,3.407802572113453,2175.108007020354
647,,,,,,,,3.414561889226448,2178.4646604471136
648,,,,,,,,3.4213188765568203,2181.821313873874
649,,,,,,,,3.428073468670365,2185.177967300634
650,,,,,,,,3.4348256001328794,2188.534620727394
651,,,,,,,,3.4415752055101594,2191.891274154154
652,,,,,,,,3.4483222193680048,2195.247927580914
653,,,,,,,,3.45506657627221,2198.6045810076744
654,,,,,,,,3.4618082107885764,2201.9612344344346
655,,,,,,,,3.468547057482894,2205.3178878611943
656,,,,,,,,3.475283050920967,2208.6745412879545
657,,,,,,,,3.4820161256685873,2212.0311947147147
658,,,,,,,,3.488746216291557,2215.387848141475
659,,,,,,,,3.495473257355669,2218.7445015682347
660,,,,,,,,3.5021971834267207,2222.101154994995
661,,,,,,,,3.5089179290705133,2225.457808421755
662,,,,,,,,3.51563542885284,2228.8144618485153
663,,,,,,,,3.522349617339498,2232.171115275275
664,,,,,,,,3.529060429096286,2235.5277687020352
665,,,,,,,,3.535767798689,2238.8844221287954
666,,,,,,,,3.5424716606834403,2242.2410755555557
667,,,,,,,,3.549171949645399,2245.5977289823154
668,,,,,,,,3.555868600140677,2248.9543824090756
669,,,,,,,,3.562561546735071,2252.311035835836
670,,,,,,,,3.569250723994375,2255.667689262596
671,,,,,,,,3.575936066484389,2259.0243426893558
672,,,,,,,,3.5826175087709125,2262.380996116116
673,,,,,,,,3.5892949854197367,2265.737649542876
674,,,,,,,,3.5959684309966633,2269.0943029696364
675,,,,,,,,3.6026377800674885,2272.4509563963966
676,,,,,,,,3.6093029671980057,2275.8076098231563
677,,,,,,,,3.6159639269540174,2279.1642632499165
678,,,,,,,,3.6226205939013196,2282.5209166766767
679,,,,,,,,3.629272902605708,2285.877570103437
680,,,,,,,,3.635920787632977,2289.2342235301967
681,,,,,,,,3.6425641835489317,2292.590876956957
682,,,,,,,,3.64920302491936,2295.947530383717
683,,,,,,,,3.6558372463100666,2299.3041838104773
684,,,,,,,,3.662466782286841,2302.660837237237
685,,,,,,,,3.6690915674154896,2306.0174906639973
686,,,,,,,,3.6757115362618036,2309.3741440907575
687,,,,,,,,3.68232662339158,2312.7307975175177
688,,,,,,,,3.6889367633706174,2316.0874509442774
689,,,,,,,,3.6955418907647113,2319.4441043710376
690,,,,,,,,3.7021419401396622,2322.800757797798
691,,,,,,,,3.7087368460612664,2326.157411224558
692,,,,,,,,3.7153265430953164,2329.5140646513178
693,,,,,,,,3.7219109658076164,2332.870718078078
694,,,,,,,,3.72849004876396,2336.227371504838
695,,,,,,,,3.735063726530142,2339.5840249315984
696,,,,,,,,3.741631933671962,2342.940678358358
697,,,,,,,,3.748194604755219,2346.2973317851183
698,,,,,,,,3.754751674345706,2349.6539852118785
699,,,,,,,,3.761303077009223,2353.0106386386387
700,,,,,,,,3.7678487473115654,2356.3672920653985
701,,,,,,,,3.7743886198185326,2359.7239454921587
702,,,,,,,,3.7809226290959215,2363.080598918919
703,,,,,,,,3.7874507097095256,2366.437252345679
704,,,,,,,,3.7939727962251473,2369.7939057724393
705,,,,,,,,3.8004888232085783,2373.150559199199
706,,,,,,,,3.806998725225622,2376.5072126259593
707,,,,,,,,3.813502436842068,2379.8638660527195
708,,,,,,,,3.819999892623721,2383.2205194794797
709,,,,,,,,3.8264910271363712,2386.5771729062394
710,,,,,,,,3.8329757749458224,2389.9338263329996
711,,,,,,,,3.839454070617866,2393.29047975976
712,,,,,,,,3.8459258487183057,2396.64713318652
713,,,,,,,,3.8523910438129283,2400.0037866132798
714,,,,,,,,3.8588495904675435,2403.36044004004
715,,,,,,,,3.8653014232479377,2406.7170934668
716,,,,,,,,3.871746476719914,2410.0737468935604
717,,,,,,,,3.878184685449267,2413.43040032032
718,,,,,,,,3.884615984001795,2416.7870537470803
719,,,,,,,,3.891040306943297,2420.1437071738405
720,,,,,,,,3.8974575888395693,2423.5003606006007
721,,,,,,,,3.9038677642564013,2426.8570140273605
722,,,,,,,,3.910270767759603,2430.2136674541207
723,,,,,,,,3.9166665339149604,2433.570320880881
724,,,,,,,,3.9230549972882782,2436.926974307641
725,,,,,,,,3.929436092445351,2440.283627734401
726,,,,,,,,3.9358097539519745,2443.640281161161
727,,,,,,,,3.942175916373949,2446.9969345879213
728,,,,,,,,3.9485345142770703,2450.3535880146815
729,,,,,,,,3.954885482227131,2453.710241441441
730,,,,,,,,3.9612287547899347,2457.0668948682014
731,,,,,,,,3.9675642665312774,2460.4235482949616
732,,,,,,,,3.9738919520169516,2463.780201721722
733,,,,,,,,3.980211745812759,2467.1368551484816
734,,,,,,,,3.9865235824844953,2470.493508575242
735,,,,,,,,3.9928273965979573,2473.850162002002
736,,,,,,,,3.9991231227189425,2477.206815428762
737,,,,,,,,4.005410695413249,2480.5634688555224
738,,,,,,,,4.011690049246671,2483.920122282282
739,,,,,,,,4.017961118785011,2487.2767757090423
740,,,,,,,,4.024223838594062,2490.6334291358025
741,,,,,,,,4.030478143239621,2493.9900825625627
742,,,,,,,,4.036723967287485,2497.3467359893225
743,,,,,,,,4.042961245303453,2500.7033894160827
744,,,,,,,,4.049189911853323,2504.060042842843
745,,,,,,,,4.05540990150289,2507.416696269603
746,,,,,,,,4.06162114881795,2510.773349696363
747,,,,,,,,4.067823588364303,2514.130003123123
748,,,,,,,,4.074017154707746,2517.4866565498833
749,,,,,,,,4.080201782414071,2520.8433099766435
750,,,,,,,,4.086377406049082,2524.199963403403
751,,,,,,,,4.092543960178573,2527.5566168301634
752,,,,,,,,4.0987013793683404,2530.9132702569236
753,,,,,,,,4.1048495981841855,2534.269923683684
754,,,,,,,,4.110988551191899,2537.6265771104436
755,,,,,,,,4.117118172957283,2540.983230537204
756,,,,,,,,4.123238398046131,2544.339883963964
757,,,,,,,,4.129349161024243,2547.696537390724
758,,,,,,,,4.135450396457416,2551.053190817484
759,,,,,,,,4.141542038911447,2554.409844244244
760,,,,,,,,4.14762402295213,2557.7664976710043
761,,,,,,,,4.153696283145268,2561.1231510977645
762,,,,,,,,4.159758754056651,2564.4798045245243
763,,,,,,,,4.165811370252084,2567.8364579512845
764,,,,,,,,4.1718540662973576,2571.1931113780447
765,,,,,,,,4.177886776758272,2574.549764804805
766,,,,,,,,4.183909436200621,2577.9064182315647
767,,,,,,,,4.189921979190211,2581.263071658325
768,,,,,,,,4.1959243402928275,2584.619725085085
769,,,,,,,,4.201916454074275,2587.9763785118453
770,,,,,,,,4.207898255100345,2591.3330319386055
771,,,,,,,,4.213869677936841,2594.689685365365
772,,,,,,,,4.219830657149555,2598.0463387921254
773,,,,,,,,4.2257811273042885,2601.4029922188856
774,,,,,,,,4.231721022966835,2604.759645645646
775,,,,,,,,4.237650278702993,2608.1162990724056
776,,,,,,,,4.243568829078561,2611.472952499166
777,,,,,,,,4.249476608659333,2614.829605925926
778,,,,,,,,4.25537355201111,2618.186259352686
779,,,,,,,,4.261259593699685,2621.542912779446
780,,,,,,,,4.26713466829086,2624.899566206206
781,,,,,,,,4.272998710350426,2628.2562196329663
782,,,,,,,,4.278851654444186,2631.6128730597266
783,,,,,,,,4.284693435137931,2634.9695264864863
784,,,,,,,,4.290523986997466,2638.3261799132465
785,,,,,,,,4.296343244588583,2641.6828333400067
786,,,,,,,,4.302151142477078,2645.039486766767
787,,,,,,,,4.307947615228753,2648.3961401935267
788,,,,,,,,4.313732597409399,2651.752793620287
789,,,,,,,,4.319506023584817,2655.109447047047
790,,,,,,,,4.325267828320807,2658.4661004738073
791,,,,,,,,4.33101794618316,2661.822753900567
792,,,,,,,,4.336756311737676,2665.179407327327
793,,,,,,,,4.342482859550153,2668.5360607540874
794,,,,,,,,4.348197524186385,2671.8927141808476
795,,,,,,,,4.353900240212172,2675.2493676076074
796,,,,,,,,4.359590942193312,2678.6060210343676
797,,,,,,,,4.3652695646955975,2681.962674461128
798,,,,,,,,4.370936042284831,2685.319327887888
799,,,,,,,,4.376590309526807,2688.6759813146477
800,,,,,,,,4.382232300987323,2692.032634741408
801,,,,,,,,4.3878619512321775,2695.389288168168
802,,,,,,,,4.393479194827164,2698.7459415949284
803,,,,,,,,4.399083966338082,2702.1025950216886
804,,,,,,,,4.404676200330729,2705.4592484484483
805,,,,,,,,4.4102558313708995,2708.8159018752085
806,,,,,,,,4.415822794024394,2712.1725553019687
807,,,,,,,,4.421377022857011,2715.529208728729
808,,,,,,,,4.426918452434543,2718.8858621554887
809,,,,,,,,4.432447017322789,2722.242515582249
810,,,,,,,,4.437962652087546,2725.599169009009
811,,,,,,,,4.44346529129461,2728.9558224357693
812,,,,,,,,4.448954869509781,2732.312475862529
813,,,,,,,,4.454431321298856,2735.6691292892892
814,,,,,,,,4.4598945812276325,2739.0257827160494
815,,,,,,,,4.4653445838619,2742.3824361428096
816,,,,,,,,4.470781263767464,2745.7390895695694
817,,,,,,,,4.4762045555101215,2749.0957429963296
818,,,,,,,,4.481614393655666,2752.45239642309
819,,,,,,,,4.487010712769895,2755.80904984985
820,,,,,,,,4.492393447418608,2759.1657032766097
821,,,,,,,,4.4977625321676,2762.52235670337
822,,,,,,,,4.50311790158267,2765.87901013013
823,,,,,,,,4.508459490229613,2769.2356635568904
824,,,,,,,,4.513787232674226,2772.59231698365
825,,,,,,,,4.519101063482309,2775.9489704104103
826,,,,,,,,4.5244009172196575,2779.3056238371705
827,,,,,,,,4.529686728452067,2782.6622772639307
828,,,,,,,,4.534958431745337,2786.0189306906905
829,,,,,,,,4.540215961665264,2789.3755841174507
830,,,,,,,,4.545459252777646,2792.732237544211
831,,,,,,,,4.550688239648278,2796.088890970971
832,,,,,,,,4.555902856842956,2799.445544397731
833,,,,,,,,4.561103038927484,2802.802197824491
834,,,,,,,,4.566288720467653,2806.1588512512512
835,,,,,,,,4.571459836029262,2809.5155046780114
836,,,,,,,,4.576616320178105,2812.8721581047716
837,,,,,,,,4.581758107479982,2816.2288115315314
838,,,,,,,,4.586885132500693,2819.5854649582916
839,,,,,,,,4.59199732980603,2822.942118385052
840,,,,,,,,4.597094633961794,2826.298771811812
841,,,,,,,,4.6021769795337795,2829.6554252385718
842,,,,,,,,4.607244301087785,2833.012078665332
843,,,,,,,,4.612296533189606,2836.368732092092
844,,,,,,,,4.6173336104050415,2839.7253855188524
845,,,,,,,,4.622355467299889,2843.082038945612
846,,,,,,,,4.627362038439943,2846.4386923723723
847,,,,,,,,4.632353258391004,2849.7953457991325
848,,,,,,,,4.637329061718867,2853.1519992258927
849,,,,,,,,4.642289382989326,2856.5086526526525
850,,,,,,,,4.647234156768188,2859.8653060794127
851,,,,,,,,4.65216331762124,2863.221959506173
852,,,,,,,,4.657076800114283,2866.578612932933
853,,,,,,,,4.661974538813117,2869.935266359693
854,,,,,,,,4.666856468283531,2873.291919786453
855,,,,,,,,4.671722523091332,2876.6485732132132
856,,,,,,,,4.67657263780231,2880.0052266399734
857,,,,,,,,4.681406746982263,2883.361880066733
858,,,,,,,,4.686224785196994,2886.7185334934934
859,,,,,,,,4.691026687012292,2890.0751869202536
860,,,,,,,,4.695812386993961,2893.431840347014
861,,,,,,,,4.7005818197077955,2896.7884937737736
862,,,,,,,,4.705334919719587,2900.1451472005338
863,,,,,,,,4.7100716215951435,2903.501800627294
864,,,,,,,,4.714791859900255,2906.858454054054
865,,,,,,,,4.719495569200721,2910.2151074808144
866,,,,,,,,4.724182684062337,2913.571760907574
867,,,,,,,,4.7288531390509005,2916.9284143343343
868,,,,,,,,4.733506868732209,2920.2850677610945
869,,,,,,,,4.738143807672061,2923.6417211878547
870,,,,,,,,4.74276389043625,2926.9983746146145
871,,,,,,,,4.747367051590579,2930.3550280413747
872,,,,,,,,4.7519532257008406,2933.711681468135
873,,,,,,,,4.756522347332834,2937.068334894895
874,,,,,,,,4.76107435105235,2940.424988321655
875,,,,,,,,4.765609171425193,2943.781641748415
876,,,,,,,,4.7701267430171646,2947.1382951751752
877,,,,,,,,4.774627000394049,2950.4949486019354
878,,,,,,,,4.779109878121651,2953.851602028695
879,,,,,,,,4.783575310765767,2957.2082554554554
880,,,,,,,,4.788023232892193,2960.5649088822156
881,,,,,,,,4.792453579066728,2963.921562308976
882,,,,,,,,4.7968662838551674,2967.2782157357356
883,,,,,,,,4.801261281823309,2970.6348691624958
884,,,,,,,,4.8056385075369485,2973.991522589256
885,,,,,,,,4.809997895561888,2977.348176016016
886,,,,,,,,4.814339380463918,2980.704829442776
887,,,,,,,,4.818662896808841,2984.061482869536
888,,,,,,,,4.822968379162451,2987.4181362962963
889,,,,,,,,4.827255762090544,2990.7747897230565
890,,,,,,,,4.83152498015892,2994.1314431498163
891,,,,,,,,4.835775967933377,2997.4880965765765
892,,,,,,,,4.84000865997971,3000.8447500033367
893,,,,,,,,4.844222990863712,3004.201403430097
894,,,,,,,,4.848418895151188,3007.5580568568566
895,,,,,,,,4.852596307407935,3010.914710283617
896,,,,,,,,4.8567551621997405,3014.271363710377
897,,,,,,,,4.860895394092414,3017.6280171371372
898,,,,,,,,4.8650169376517445,3020.9846705638975
899,,,,,,,,4.869119727443532,3024.341323990657
900,,,,,,,,4.873203698033572,3027.6979774174174
901,,,,,,,,4.877268783987662,3031.0546308441776
902,,,,,,,,4.881314919871596,3034.411284270938
903,,,,,,,,4.8853420402511825,3037.7679376976976
904,,,,,,,,4.889350079692206,3041.1245911244578
905,,,,,,,,4.893338972760469,3044.481244551218
906,,,,,,,,4.897308654021768,3047.837897977978
907,,,,,,,,4.901259058041904,3051.194551404738
908,,,,,,,,4.905190119386668,3054.551204831498
909,,,,,,,,4.909101772621859,3057.9078582582583
910,,,,,,,,4.912993952313276,3061.2645116850185
911,,,,,,,,4.9168665930267155,3064.6211651117783
912,,,,,,,,4.9207196293279685,3067.9778185385385
913,,,,,,,,4.924552995782844,3071.3344719652987
914,,,,,,,,4.928366626957133,3074.691125392059
915,,,,,,,,4.93216045741663,3078.0477788188186
916,,,,,,,,4.9359344217271355,3081.404432245579
917,,,,,,,,4.939688454454445,3084.761085672339
918,,,,,,,,4.943422490164354,3088.1177390990993
919,,,,,,,,4.947136463422663,3091.474392525859
920,,,,,,,,4.950830308795173,3094.831045952619
921,,,,,,,,4.954503960847675,3098.1876993793794
922,,,,,,,,4.958157354145965,3101.5443528061396
923,,,,,,,,4.961790423255839,3104.9010062328994
924,,,,,,,,4.965403102743104,3108.2576596596596
925,,,,,,,,4.968995327173549,3111.6143130864198
926,,,,,,,,4.972567031112974,3114.97096651318
927,,,,,,,,4.976118149127168,3118.3276199399397
928,,,,,,,,4.979648615781946,3121.6842733667
929,,,,,,,,4.98315836564309,3125.04092679346
930,,,,,,,,4.986647333276399,3128.3975802202203
931,,,,,,,,4.990115453247676,3131.7542336469805
932,,,,,,,,4.9935626601227066,3135.1108870737403
933,,,,,,,,4.996988888467306,3138.4675405005005
934,,,,,,,,5.000394072847258,3141.8241939272607
935,,,,,,,,5.003778147828364,3145.180847354021
936,,,,,,,,5.007141047976416,3148.5375007807806
937,,,,,,,,5.010482707857219,3151.894154207541
938,,,,,,,,5.013803062036568,3155.250807634301
939,,,,,,,,5.01710204508026,3158.6074610610613
940,,,,,,,,5.020379591554087,3161.964114487821
941,,,,,,,,5.023635636023848,3165.320767914581
942,,,,,,,,5.026870113055346,3168.6774213413414
943,,,,,,,,5.030082957214373,3172.0340747681016
944,,,,,,,,5.0332741030667245,3175.3907281948614
