,Unnamed: 0,LOCATION,TIME,Japan_inflation_rate,index,time_close,ETH_closing_price,yfit,xfit
396,,,,,,,,0.2915089991691129,1335.9446503303304
397,,,,,,,,0.28940660079437663,1339.3013037570906
398,,,,,,,,0.287269126103053,1342.6579571838506
399,,,,,,,,0.28509618495647004,1346.0146106106108
400,,,,,,,,0.28288738689168014,1349.3712640373708
401,,,,,,,,0.2806423412187645,1352.727917464131
402,,,,,,,,0.2783606571202166,1356.084570890891
403,,,,,,,,0.2760419437524132,1359.4412243176512
404,,,,,,,,0.2736858103491876,1362.7978777444112
405,,,,,,,,0.27129186632750846,1366.1545311711714
406,,,,,,,,0.26885972139528325,1369.5111845979313
407,,,,,,,,0.2663889856612832,1372.8678380246915
408,,,,,,,,0.2638792697472112,1376.2244914514515
409,,,,,,,,0.2613301849019093,1379.5811448782117
410,,,,,,,,0.25874134311772157,1382.9377983049717
411,,,,,,,,0.2561123572490145,1386.294451731732
412,,,,,,,,0.253442841132861,1389.6511051584919
413,,,,,,,,0.25073240971189925,1393.007758585252
414,,,,,,,,0.24798067915936473,1396.364412012012
415,,,,,,,,0.2451872670063029,1399.7210654387723
416,,,,,,,,0.24235179227097015,1403.0777188655322
417,,,,,,,,0.23947387559041644,1406.4343722922924
418,,,,,,,,0.23655313935426636,1409.7910257190526
419,,,,,,,,0.2335892078406856,1413.1476791458126
420,,,,,,,,0.23058170735454864,1416.5043325725728
421,,,,,,,,0.22753026636779317,1419.8609859993328
422,,,,,,,,0.22443451566197736,1423.217639426093
423,,,,,,,,0.22129408847302656,1426.574292852853
424,,,,,,,,0.2181086206381726,1429.9309462796132
425,,,,,,,,0.21487775074508542,1433.2875997063732
426,,,,,,,,0.21160112028319178,1436.6442531331334
427,,,,,,,,0.20827837379717717,1440.0009065598933
428,,,,,,,,0.20490915904266616,1443.3575599866535
429,,,,,,,,0.20149312714407985,1446.7142134134135
430,,,,,,,,0.19802993275465508,1450.0708668401737
431,,,,,,,,0.19451923421863415,1453.4275202669337
432,,,,,,,,0.190960693735597,1456.784173693694
433,,,,,,,,0.1873539775269475,1460.1408271204539
434,,,,,,,,0.18369875600452645,1463.497480547214
435,,,,,,,,0.17999470394135808,1466.854133973974
436,,,,,,,,0.1762415006444995,1470.2107874007343
437,,,,,,,,0.17243883013000127,1473.5674408274942
438,,,,,,,,0.16858638129995107,1476.9240942542544
439,,,,,,,,0.16468384812159131,1480.2807476810144
440,,,,,,,,0.1607309298084958,1483.6374011077746
441,,,,,,,,0.15672733100379355,1486.9940545345346
442,,,,,,,,0.1526727619654118,1490.3507079612948
443,,,,,,,,0.14856693875333415,1493.7073613880548
444,,,,,,,,0.14440958341883792,1497.064014814815
445,,,,,,,,0.14020042419571532,1500.420668241575
446,,,,,,,,0.13593919569342705,1503.7773216683352
447,,,,,,,,0.1316256390921906,1507.1339750950951
448,,,,,,,,0.1272595023399703,1510.4906285218553
449,,,,,,,,0.1228405403513444,1513.8472819486155
450,,,,,,,,0.11836851520822056,1517.2039353753755
451,,,,,,,,0.11384319636238671,1520.5605888021357
452,,,,,,,,0.10926436083985247,1523.9172422288957
453,,,,,,,,0.10463179344696472,1527.273895655656
454,,,,,,,,0.09994528697826133,1530.6305490824159
455,,,,,,,,0.09520464242602933,1533.987202509176
456,,,,,,,,0.09040966919155013,1537.343855935936
457,,,,,,,,0.08556018529797327,1540.7005093626963
458,,,,,,,,0.08065601760480834,1544.0571627894562
459,,,,,,,,0.07569700202398333,1547.4138162162164
460,,,,,,,,0.07068298373744075,1550.7704696429764
461,,,,,,,,0.06561381741622241,1554.1271230697366
462,,,,,,,,0.06048936744102229,1557.4837764964966
463,,,,,,,,0.0553095081241366,1560.8404299232568
464,,,,,,,,0.05007412393280375,1564.1970833500168
465,,,,,,,,0.04478310971386201,1567.553736776777
466,,,,,,,,0.03943637091969143,1570.910390203537
467,,,,,,,,0.03403382383539255,1574.2670436302972
468,,,,,,,,0.028575395807157067,1577.6236970570571
469,,,,,,,,0.02306102547177935,1580.9803504838173
470,,,,,,,,0.017490662987242223,1584.3370039105773
471,,,,,,,,0.011864270264362764,1587.6936573373375
472,,,,,,,,0.0061818211993960315,1591.0503107640975
473,,,,,,,,0.00044330190758823385,1594.4069641908577
474,,,,,,,,-0.005351289042405449,1597.7636176176177
475,,,,,,,,-0.0112019403933028,1601.120271044378
476,,,,,,,,-0.017108627963193124,1604.4769244711379
477,,,,,,,,-0.023071314408875887,1607.833577897898
478,,,,,,,,-0.029089948988533232,1611.190231324658
479,,,,,,,,-0.0351644673238678,1614.5468847514182
480,,,,,,,,-0.0412947911617112,1617.9035381781785
481,,,,,,,,-0.047480828135215924,1621.2601916049384
482,,,,,,,,-0.05372247152466714,1624.6168450316986
483,,,,,,,,-0.0600196000180111,1627.9734984584586
484,,,,,,,,-0.06637207747113583,1631.3301518852188
485,,,,,,,,-0.07277975266803716,1634.6868053119788
486,,,,,,,,-0.07924245908086225,1638.043458738739
487,,,,,,,,-0.08576001462998595,1641.400112165499
488,,,,,,,,-0.09233222144414843,1644.7567655922592
489,,,,,,,,-0.09895886562075895,1648.1134190190191
490,,,,,,,,-0.1056397169864225,1651.4700724457794
491,,,,,,,,-0.11237452885780486,1654.8267258725393
492,,,,,,,,-0.1191630378028885,1658.1833792992995
493,,,,,,,,-0.12600496340273382,1661.5400327260595
494,,,,,,,,-0.1329000080138043,1664.8966861528197
495,,,,,,,,-0.13984785653096954,1668.2533395795797
496,,,,,,,,-0.14684817615127632,1671.60999300634
497,,,,,,,,-0.15390061613854766,1674.9666464330999
498,,,,,,,,-0.16100480758896318,1678.32329985986
499,,,,,,,,-0.1681603631976547,1681.67995328662
500,,,,,,,,-0.1753668770264707,1685.0366067133803
501,,,,,,,,-0.1826239242729486,1688.3932601401402
502,,,,,,,,-0.18993106104066837,1691.7499135669004
503,,,,,,,,-0.19728782411102697,1695.1065669936604
504,,,,,,,,-0.2046937307165877,1698.4632204204206
505,,,,,,,,-0.21214827831605665,1701.8198738471806
506,,,,,,,,-0.21965094437106214,1705.1765272739408
507,,,,,,,,-0.22720118612478335,1708.5331807007008
508,,,,,,,,-0.23479844038260755,1711.889834127461
509,,,,,,,,-0.24244212329483195,1715.246487554221
510,,,,,,,,-0.25013163014164097,1718.6031409809812
511,,,,,,,,-0.2578663351204089,1721.9597944077411
512,,,,,,,,-0.26564559113542896,1725.3164478345013
513,,,,,,,,-0.27346872959025004,1728.6731012612615
514,,,,,,,,-0.28133506018271714,1732.0297546880215
515,,,,,,,,-0.28924387070281843,1735.3864081147817
516,,,,,,,,-0.29719442683348807,1738.7430615415417
517,,,,,,,,-0.30518597195449115,1742.099714968302
518,,,,,,,,-0.313217726949538,1745.4563683950619
519,,,,,,,,-0.32128889001670413,1748.813021821822
520,,,,,,,,-0.32939863648234646,1752.169675248582
521,,,,,,,,-0.33754611861863926,1755.5263286753423
522,,,,,,,,-0.3457304654648248,1758.8829821021022
523,,,,,,,,-0.35395078265240376,1762.2396355288624
524,,,,,,,,-0.36220615223429253,1765.5962889556224
525,,,,,,,,-0.3704956325182007,1768.9529423823826
526,,,,,,,,-0.37881825790427404,1772.3095958091426
527,,,,,,,,-0.3871730387272738,1775.6662492359028
528,,,,,,,,-0.3955589611032526,1779.0229026626628
529,,,,,,,,-0.4039749867811022,1782.379556089423
530,,,,,,,,-0.4124200529989459,1785.736209516183
531,,,,,,,,-0.4208930723455879,1789.0928629429432
532,,,,,,,,-0.4293929326272157,1792.4495163697031
533,,,,,,,,-0.43791849673945227,1795.8061697964633
534,,,,,,,,-0.4464686025449389,1799.1628232232233
535,,,,,,,,-0.45504206275663894,1802.5194766499835
536,,,,,,,,-0.46363766482690427,1805.8761300767435
537,,,,,,,,-0.47225417084271304,1809.2327835035037
538,,,,,,,,-0.4808903174269432,1812.5894369302637
539,,,,,,,,-0.48954481564604824,1815.9460903570239
540,,,,,,,,-0.49821635092426964,1819.3027437837839
541,,,,,,,,-0.5069035829645039,1822.659397210544
542,,,,,,,,-0.515605145676026,1826.016050637304
543,,,,,,,,-0.5243196471092901,1829.3727040640642
544,,,,,,,,-0.5330456693978427,1832.7293574908242
545,,,,,,,,-0.5417817687077389,1836.0860109175844
546,,,,,,,,-0.5505264751943735,1839.4426643443446
547,,,,,,,,-0.559278292967192,1842.7993177711046
548,,,,,,,,-0.568035700062228,1846.1559711978648
549,,,,,,,,-0.5767971484227623,1849.5126246246248
550,,,,,,,,-0.5855610638882702,1852.869278051385
551,,,,,,,,-0.5943258461918497,1856.225931478145
552,,,,,,,,-0.6030898689662998,1859.5825849049052
553,,,,,,,,-0.6118514797590138,1862.9392383316651
554,,,,,,,,-0.6206090000559634,1866.2958917584253
555,,,,,,,,-0.629360725314821,1869.6525451851853
556,,,,,,,,-0.6381049250076096,1873.0091986119455
557,,,,,,,,-0.6468398426728286,1876.3658520387055
558,,,,,,,,-0.65556369597753,1879.7225054654657
559,,,,,,,,-0.6642746767892469,1883.0791588922257
560,,,,,,,,-0.6729709512582176,1886.4358123189859
561,,,,,,,,-0.6816506599099974,1889.7924657457459
562,,,,,,,,-0.690311917748555,1893.149119172506
563,,,,,,,,-0.6989528143703112,1896.505772599266
564,,,,,,,,-0.7075714140890945,1899.8624260260262
565,,,,,,,,-0.7161657560722425,1903.2190794527862
566,,,,,,,,-0.7247338544882205,1906.5757328795464
567,,,,,,,,-0.7332736986657473,1909.9323863063064
568,,,,,,,,-0.7417832532647417,1913.2890397330666
569,,,,,,,,-0.7502604584593293,1916.6456931598266
570,,,,,,,,-0.7587032301330077,1920.0023465865868
571,,,,,,,,-0.7671094600862951,1923.3590000133468
572,,,,,,,,-0.7754770162569422,1926.715653440107
573,,,,,,,,-0.7838037429530964,1930.072306866867
574,,,,,,,,-0.7920874610993558,1933.4289602936271
575,,,,,,,,-0.8003259684962523,1936.7856137203871
576,,,,,,,,-0.8085170400931283,1940.1422671471473
577,,,,,,,,-0.8166584282746492,1943.4989205739075
578,,,,,,,,-0.824747863161263,1946.8555740006675
579,,,,,,,,-0.8327830529238789,1950.2122274274277
580,,,,,,,,-0.8407616841125638,1953.5688808541877
581,,,,,,,,-0.8486814220000689,1956.9255342809479
582,,,,,,,,-0.8565399109399288,1960.2821877077079
583,,,,,,,,-0.8643347747395602,1963.638841134468
584,,,,,,,,-0.8720636170485314,1966.995494561228
585,,,,,,,,-0.8797240217622495,1970.3521479879882
586,,,,,,,,-0.8873135534410388,1973.7088014147482
587,,,,,,,,-0.8948297577453268,1977.0654548415084
588,,,,,,,,-0.9022701618866258,1980.4221082682684
589,,,,,,,,-0.9096322750946932,1983.7787616950286
590,,,,,,,,-0.9169135891013902,1987.1354151217886
591,,,,,,,,-0.924111578640946,1990.4920685485488
592,,,,,,,,-0.9312237019671052,1993.8487219753088
593,,,,,,,,-0.9382474013874422,1997.205375402069
594,,,,,,,,-0.9451801038148908,2000.562028828829
595,,,,,,,,-0.9520192213366621,2003.9186822555891
596,,,,,,,,-0.9587621518011027,2007.2753356823491
597,,,,,,,,-0.965406279422161,2010.6319891091093
598,,,,,,,,-0.9719489754020352,2013.9886425358693
599,,,,,,,,-0.9783875985722823,2017.3452959626295
600,,,,,,,,-0.9847194960532868,2020.7019493893895
601,,,,,,,,-0.9909420039323316,2024.0586028161497
602,,,,,,,,-0.9970524479608536,2027.4152562429097
603,,,,,,,,-1.0030481442706354,2030.7719096696699
604,,,,,,,,-1.0089264001091316,2034.1285630964298
605,,,,,,,,-1.0146845145947616,2037.48521652319
606,,,,,,,,-1.0203197794913443,2040.84186994995
607,,,,,,,,-1.0258294800028402,2044.1985233767102
608,,,,,,,,-1.031210895587946,2047.5551768034704
609,,,,,,,,-1.0364613007949395,2050.9118302302304
610,,,,,,,,-1.0415779661171307,2054.2684836569906
611,,,,,,,,-1.0465581588688047,2057.6251370837504
612,,,,,,,,-1.0513991440819546,2060.9817905105106
613,,,,,,,,-1.0560981854240474,2064.3384439372708
614,,,,,,,,-1.0606525461370773,2067.6950973640305
615,,,,,,,,-1.0650594899976362,2071.0517507907907
616,,,,,,,,-1.069316282298771,2074.408404217551
617,,,,,,,,-1.073420190853468,2077.765057644311
618,,,,,,,,-1.0773684870197677,2081.121711071071
619,,,,,,,,-1.0811584467480764,2084.478364497831
620,,,,,,,,-1.0847873516506035,2087.8350179245913
621,,,,,,,,-1.088252490092983,2091.1916713513515
622,,,,,,,,-1.0915511583085042,2094.5483247781112
623,,,,,,,,-1.094680661534624,2097.9049782048714
624,,,,,,,,-1.097638315172815,2101.2616316316316
625,,,,,,,,-1.1004214459705388,2104.618285058392
626,,,,,,,,-1.103027393226767,2107.9749384851516
627,,,,,,,,-1.1054535100204668,2111.331591911912
628,,,,,,,,-1.1076971644622653,2114.688245338672
629,,,,,,,,-1.1097557409695888,2118.044898765432
630,,,,,,,,-1.1116266415652227,2121.401552192192
631,,,,,,,,-1.1133072871997023,2124.758205618952
632,,,,,,,,-1.114795119096754,2128.1148590457124
633,,,,,,,,-1.116087600123634,2131.4715124724726
634,,,,,,,,-1.1171822161840474,2134.8281658992323
635,,,,,,,,-1.1180764776362502,2138.1848193259925
636,,,,,,,,-1.1187679207343983,2141.5414727527527
637,,,,,,,,-1.1192541090942705,2144.898126179513
638,,,,,,,,-1.1195326351835029,2148.2547796062727
639,,,,,,,,-1.1196011218354152,2151.611433033033
640,,,,,,,,-1.119457223787918,2154.968086459793
641,,,,,,,,-1.1190986292463656,2158.3247398865533
642,,,,,,,,-1.1185230614704829,2161.6813933133135
643,,,,,,,,-1.1177282803868132,2165.0380467400732
644,,,,,,,,-1.1167120842242746,2168.3947001668334
645,,,,,,,,-1.1154723111754372,2171.7513535935936
646,,,,,,,,-1.1140068410812767,2175.108007020354
647,,,,,,,,-1.1123135971413938,2178.4646604471136
648,,,,,,,,-1.1103905476477103,2181.821313873874
649,,,,,,,,-1.1082357077435454,2185.177967300634
650,,,,,,,,-1.1058471412067654,2188.534620727394
651,,,,,,,,-1.1032229622572338,2191.891274154154
652,,,,,,,,-1.1003613373887042,2195.247927580914
653,,,,,,,,-1.097260487225696,2198.6045810076744
654,,,,,,,,-1.093918688403334,2201.9612344344346
655,,,,,,,,-1.090334275472798,2205.3178878611943
656,,,,,,,,-1.0865056428297912,2208.6745412879545
657,,,,,,,,-1.082431246668022,2212.0311947147147
658,,,,,,,,-1.0781096069557343,2215.387848141475
659,,,,,,,,-1.07353930943654,2218.7445015682347
660,,,,,,,,-1.0687190076539814,2222.101154994995
661,,,,,,,,-1.0636474249996575,2225.457808421755
662,,,,,,,,-1.0583233567844268,2228.8144618485153
663,,,,,,,,-1.0527456723331163,2232.171115275275
664,,,,,,,,-1.0469133171027913,2235.5277687020352
665,,,,,,,,-1.0408253148230238,2238.8844221287954
666,,,,,,,,-1.034480769659438,2242.2410755555557
667,,,,,,,,-1.027878868399909,2245.5977289823154
668,,,,,,,,-1.021018882662758,2248.9543824090756
669,,,,,,,,-1.0139001711268343,2252.311035835836
670,,,,,,,,-1.0065221817839636,2255.667689262596
671,,,,,,,,-0.9988844542125428,2259.0243426893558
672,,,,,,,,-0.9909866218725079,2262.380996116116
673,,,,,,,,-0.9828284144209072,2265.737649542876
674,,,,,,,,-0.9744096600492462,2269.0943029696364
675,,,,,,,,-0.9657302878398177,2272.4509563963966
676,,,,,,,,-0.9567903301428651,2275.8076098231563
677,,,,,,,,-0.9475899249731008,2279.1642632499165
678,,,,,,,,-0.9381293184259498,2282.5209166766767
679,,,,,,,,-0.9284088671118973,2285.877570103437
680,,,,,,,,-0.9184290406100779,2289.2342235301967
681,,,,,,,,-0.9081904239394014,2292.590876956957
682,,,,,,,,-0.8976937200480386,2295.947530383717
683,,,,,,,,-0.8869397523187665,2299.3041838104773
684,,,,,,,,-0.8759294670924185,2302.660837237237
685,,,,,,,,-0.8646639362073067,2306.0174906639973
686,,,,,,,,-0.853144359553027,2309.3741440907575
687,,,,,,,,-0.8413720676406904,2312.7307975175177
688,,,,,,,,-0.8293485241883893,2316.0874509442774
689,,,,,,,,-0.8170753287179757,2319.4441043710376
690,,,,,,,,-0.8045542191687212,2322.800757797798
691,,,,,,,,-0.7917870745210955,2326.157411224558
692,,,,,,,,-0.7787759174342448,2329.5140646513178
693,,,,,,,,-0.7655229168939279,2332.870718078078
694,,,,,,,,-0.7520303908725616,2336.227371504838
695,,,,,,,,-0.7383008089981324,2339.5840249315984
696,,,,,,,,-0.7243367952331135,2342.940678358358
697,,,,,,,,-0.7101411305628169,2346.2973317851183
698,,,,,,,,-0.6957167556894313,2349.6539852118785
699,,,,,,,,-0.6810667737355509,2353.0106386386387
700,,,,,,,,-0.6661944529529358,2356.3672920653985
701,,,,,,,,-0.6511032294359318,2359.7239454921587
702,,,,,,,,-0.6357967098410875,2363.080598918919
703,,,,,,,,-0.62027867410876,2366.437252345679
704,,,,,,,,-0.6045530781889277,2369.7939057724393
705,,,,,,,,-0.5886240567672296,2373.150559199199
706,,,,,,,,-0.5724959259932227,2376.5072126259593
707,,,,,,,,-0.5561731862074446,2379.8638660527195
708,,,,,,,,-0.5396605246675101,2383.2205194794797
709,,,,,,,,-0.5229628182718209,2386.5771729062394
710,,,,,,,,-0.5060851362799206,2389.9338263329996
711,,,,,,,,-0.4890327430285304,2393.29047975976
712,,,,,,,,-0.4718111006408201,2396.64713318652
713,,,,,,,,-0.4544258717305063,2400.0037866132798
714,,,,,,,,-0.4368829220954915,2403.36044004004
715,,,,,,,,-0.41918832340496626,2406.7170934668
716,,,,,,,,-0.4013483558733235,2410.0737468935604
717,,,,,,,,-0.3833695109233297,2413.43040032032
718,,,,,,,,-0.36525849383565334,2416.7870537470803
719,,,,,,,,-0.3470222263838416,2420.1437071738405
720,,,,,,,,-0.3286678494525852,2423.5003606006007
721,,,,,,,,-0.31020272563989626,2426.8570140273605
722,,,,,,,,-0.2916344418377428,2430.2136674541207
723,,,,,,,,-0.27297081179466365,2433.570320880881
724,,,,,,,,-0.25421987865359985,2436.926974307641
725,,,,,,,,-0.23538991746892113,2440.283627734401
726,,,,,,,,-0.21648943769508766,2443.640281161161
727,,,,,,,,-0.1975271856497891,2446.9969345879213
728,,,,,,,,-0.17851214694900297,2450.3535880146815
729,,,,,,,,-0.159453548908288,2453.710241441441
730,,,,,,,,-0.14036086291645167,2457.0668948682014
731,,,,,,,,-0.12124380676919988,2460.4235482949616
732,,,,,,,,-0.1021123469734555,2463.780201721722
733,,,,,,,,-0.08297670100677057,2467.1368551484816
734,,,,,,,,-0.06384733954172295,2470.493508575242
735,,,,,,,,-0.04473498862552039,2473.850162002002
736,,,,,,,,-0.02565063181788152,2477.206815428762
737,,,,,,,,-0.006605512279463044,2480.5634688555224
738,,,,,,,,0.01238886518484672,2483.920122282282
739,,,,,,,,0.03132073213470288,2487.2767757090423
740,,,,,,,,0.050178054556966556,2490.6334291358025
741,,,,,,,,0.06894853098043607,2493.9900825625627
742,,,,,,,,0.08761959065060476,2497.3467359893225
743,,,,,,,,0.10617839176285382,2500.7033894160827
744,,,,,,,,0.12461181975965085,2504.060042842843
745,,,,,,,,0.14290648568993514,2507.416696269603
746,,,,,,,,0.16104872463728337,2510.773349696363
747,,,,,,,,0.17902459421844763,2514.130003123123
748,,,,,,,,0.19681987315306126,2517.4866565498833
749,,,,,,,,0.21442005990962865,2520.8433099766435
750,,,,,,,,0.23181037142904937,2524.199963403403
751,,,,,,,,0.24897574192897376,2527.5566168301634
752,,,,,,,,0.26590082179183194,2530.9132702569236
753,,,,,,,,0.2825699765398333,2534.269923683684
754,,,,,,,,0.29896728589921007,2537.6265771104436
755,,,,,,,,0.31507654295620635,2540.983230537204
756,,,,,,,,0.3308812534119745,2544.339883963964
757,,,,,,,,0.3463646349313769,2547.696537390724
758,,,,,,,,0.3615096165988809,2551.053190817484
759,,,,,,,,0.3762988384749526,2554.409844244244
760,,,,,,,,0.3907146512687525,2557.7664976710043
761,,,,,,,,0.40473911611235347,2561.1231510977645
762,,,,,,,,0.4183540044613785,2564.4798045245243
763,,,,,,,,0.43154079810648294,2567.8364579512845
764,,,,,,,,0.4442806893123936,2571.1931113780447
765,,,,,,,,0.4565545810829128,2574.549764804805
766,,,,,,,,0.4683430875540473,2577.9064182315647
767,,,,,,,,0.4796265345239028,2581.263071658325
768,,,,,,,,0.4903849601169561,2584.619725085085
769,,,,,,,,0.500598115595438,2587.9763785118453
770,,,,,,,,0.5102454663112332,2591.3330319386055
771,,,,,,,,0.5193061928122809,2594.689685365365
772,,,,,,,,0.5277591920977904,2598.0463387921254
773,,,,,,,,0.5355830790408056,2601.4029922188856
774,,,,,,,,0.5427561879639036,2604.759645645646
775,,,,,,,,0.5492565743861071,2608.1162990724056
776,,,,,,,,0.5550620169444194,2611.472952499166
777,,,,,,,,0.5601500194877083,2614.829605925926
778,,,,,,,,0.564497813352262,2618.186259352686
779,,,,,,,,0.5680823598237914,2621.542912779446
780,,,,,,,,0.5708803527904258,2624.899566206206
781,,,,,,,,0.5728682215873853,2628.2562196329663
782,,,,,,,,0.5740221340508362,2631.6128730597266
783,,,,,,,,0.5743179997627414,2634.9695264864863
784,,,,,,,,0.5737314735226284,2638.3261799132465
785,,,,,,,,0.5722379590205839,2641.6828333400067
786,,,,,,,,0.5698126127419421,2645.039486766767
787,,,,,,,,0.566430348093889,2648.3961401935267
788,,,,,,,,0.5620658397633072,2651.752793620287
789,,,,,,,,0.5566935283147252,2655.109447047047
790,,,,,,,,0.5502876250295123,2658.4661004738073
791,,,,,,,,0.5428221169951832,2661.822753900567
792,,,,,,,,0.5342707724523172,2665.179407327327
793,,,,,,,,0.5246071463947721,2668.5360607540874
794,,,,,,,,0.5138045864459293,2671.8927141808476
795,,,,,,,,0.5018362390041495,2675.2493676076074
796,,,,,,,,0.4886750556642603,2678.6060210343676
797,,,,,,,,0.4742937999339467,2681.962674461128
798,,,,,,,,0.45866505423117654,2685.319327887888
799,,,,,,,,0.4417612271924447,2688.6759813146477
800,,,,,,,,0.42355456127569435,2692.032634741408
801,,,,,,,,0.40401714068542627,2695.389288168168
802,,,,,,,,0.3831208996074913,2698.7459415949284
803,,,,,,,,0.3608376307819874,2702.1025950216886
804,,,,,,,,0.33713899439493455,2705.4592484484483
805,,,,,,,,0.3119965273294276,2708.8159018752085
806,,,,,,,,0.2853816527451165,2712.1725553019687
807,,,,,,,,0.25726569002671407,2715.529208728729
808,,,,,,,,0.22761986509289112,2718.8858621554887
809,,,,,,,,0.19641532107488113,2722.242515582249
810,,,,,,,,0.16362312937116097,2725.599169009009
811,,,,,,,,0.12921430109707965,2728.9558224357693
812,,,,,,,,0.09315979891647497,2732.312475862529
813,,,,,,,,0.055430549293021825,2735.6691292892892
814,,,,,,,,0.015997455135846606,2739.0257827160494
815,,,,,,,,-0.025168591120802164,2742.3824361428096
816,,,,,,,,-0.0680966940217893,2745.7390895695694
817,,,,,,,,-0.11281594114558335,2749.0957429963296
818,,,,,,,,-0.15935538872514532,2752.45239642309
819,,,,,,,,-0.20774404680474778,2755.80904984985
820,,,,,,,,-0.25801086393863604,2759.1657032766097
821,,,,,,,,-0.3101847114128866,2762.52235670337
822,,,,,,,,-0.3642943669815957,2765.87901013013
823,,,,,,,,-0.420368498123991,2769.2356635568904
824,,,,,,,,-0.47843564478495115,2772.59231698365
825,,,,,,,,-0.5385242016059799,2775.9489704104103
826,,,,,,,,-0.6006623996473188,2779.3056238371705
827,,,,,,,,-0.6648782875636805,2782.6622772639307
828,,,,,,,,-0.731199712242016,2786.0189306906905
829,,,,,,,,-0.7996542988940398,2789.3755841174507
830,,,,,,,,-0.8702694305789571,2792.732237544211
831,,,,,,,,-0.9430722271482062,2796.088890970971
832,,,,,,,,-1.0180895236199483,2799.445544397731
833,,,,,,,,-1.09534784794647,2802.802197824491
834,,,,,,,,-1.1748733981749517,2806.1588512512512
835,,,,,,,,-1.2566920190006947,2809.5155046780114
836,,,,,,,,-1.340829177680518,2812.8721581047716
837,,,,,,,,-1.4273099393013233,2816.2288115315314
838,,,,,,,,-1.5161589414233838,2819.5854649582916
839,,,,,,,,-1.6074003680128606,2822.942118385052
840,,,,,,,,-1.7010579227431315,2826.298771811812
841,,,,,,,,-1.7971548015780734,2829.6554252385718
842,,,,,,,,-1.8957136646604902,2833.012078665332
843,,,,,,,,-1.9967566074920449,2836.368732092092
844,,,,,,,,-2.100305131381048,2839.7253855188524
845,,,,,,,,-2.206380113148099,2843.082038945612
846,,,,,,,,-2.315001774083213,2846.4386923723723
847,,,,,,,,-2.4261896481307863,2849.7953457991325
848,,,,,,,,-2.5399625492973987,2853.1519992258927
849,,,,,,,,-2.6563385382651736,2856.5086526526525
850,,,,,,,,-2.7753348881997786,2859.8653060794127
851,,,,,,,,-2.896968049724875,2863.221959506173
852,,,,,,,,-3.0212536150730207,2866.578612932933
853,,,,,,,,-3.1482062813825555,2869.935266359693
854,,,,,,,,-3.2778398131181907,2873.291919786453
855,,,,,,,,-3.4101670036284863,2876.6485732132132
856,,,,,,,,-3.5451996357924704,2880.0052266399734
857,,,,,,,,-3.682948441757218,2883.361880066733
858,,,,,,,,-3.8234230617609333,2886.7185334934934
859,,,,,,,,-3.966632001995605,2890.0751869202536
860,,,,,,,,-4.1125825915278815,2893.431840347014
861,,,,,,,,-4.261280938229048,2896.7884937737736
862,,,,,,,,-4.41273188373276,2900.1451472005338
863,,,,,,,,-4.5669389573700405,2903.501800627294
864,,,,,,,,-4.723904329077924,2906.858454054054
865,,,,,,,,-4.883628761289002,2910.2151074808144
866,,,,,,,,-5.046111559740495,2913.571760907574
867,,,,,,,,-5.211350523206931,2916.9284143343343
868,,,,,,,,-5.3793418921623575,2920.2850677610945
869,,,,,,,,-5.550080296295675,2923.6417211878547
870,,,,,,,,-5.723558700934574,2926.9983746146145
871,,,,,,,,-5.899768352291232,2930.3550280413747
872,,,,,,,,-6.078698721554303,2933.711681468135
873,,,,,,,,-6.2603374477913,2937.068334894895
874,,,,,,,,-6.44467027965453,2940.424988321655
875,,,,,,,,-6.631681015846936,2943.781641748415
876,,,,,,,,-6.821351444361482,2947.1382951751752
877,,,,,,,,-7.01366128044998,2950.4949486019354
878,,,,,,,,-7.208588103296335,2953.851602028695
879,,,,,,,,-7.406107291407408,2957.2082554554554
880,,,,,,,,-7.606191956668282,2960.5649088822156
881,,,,,,,,-7.808812877040565,2963.921562308976
882,,,,,,,,-8.013938427924643,2967.2782157357356
883,,,,,,,,-8.221534512094024,2970.6348691624958
884,,,,,,,,-8.431564488257266,2973.991522589256
885,,,,,,,,-8.643989098161057,2977.348176016016
886,,,,,,,,-8.858766392258133,2980.704829442776
887,,,,,,,,-9.075851653878146,2984.061482869536
888,,,,,,,,-9.29519732192972,2987.4181362962963
889,,,,,,,,-9.516752912043614,2990.7747897230565
890,,,,,,,,-9.740464936206138,2994.1314431498163
891,,,,,,,,-9.966276820781843,2997.4880965765765
892,,,,,,,,-10.194128823000085,3000.8447500033367
893,,,,,,,,-10.4239579457672,3004.201403430097
894,,,,,,,,-10.655697850867057,3007.5580568568566
895,,,,,,,,-10.889278770488147,3010.914710283617
896,,,,,,,,-11.12462741706446,3014.271363710377
897,,,,,,,,-11.361666891401057,3017.6280171371372
898,,,,,,,,-11.60031658901977,3020.9846705638975
899,,,,,,,,-11.840492104808675,3024.341323990657
900,,,,,,,,-12.082105135798031,3027.6979774174174
901,,,,,,,,-12.325063382179053,3031.0546308441776
902,,,,,,,,-12.569270446422763,3034.411284270938
903,,,,,,,,-12.814625730556202,3037.7679376976976
904,,,,,,,,-13.061024331517785,3041.1245911244578
905,,,,,,,,-13.308356934600909,3044.481244551218
906,,,,,,,,-13.55650970490484,3047.837897977978
907,,,,,,,,-13.805364176825663,3051.194551404738
908,,,,,,,,-14.054797141518122,3054.551204831498
