,Unnamed: 0,LOCATION,TIME,USA_inflation_rate,index,time_close,ETH_closing_price,yfit,xfit
4,,,,,,,,2.0222196351830206,20.136507040373708
5,,,,,,,,2.016347722809829,23.4931604671338
6,,,,,,,,2.0105584343796745,26.849813893893895
7,,,,,,,,2.0048514636670696,30.20646732065399
8,,,,,,,,1.9992265049360027,33.56312074741408
9,,,,,,,,1.9936832529399398,36.91977417417418
10,,,,,,,,1.9882214029218237,40.27642760093427
11,,,,,,,,1.9828406506140748,43.63308102769437
12,,,,,,,,1.97754069223859,46.98973445445446
13,,,,,,,,1.9723212245067447,50.34638788121455
14,,,,,,,,1.9671819446193899,53.703041307974644
15,,,,,,,,1.9621225502668544,57.05969473473474
16,,,,,,,,1.9571427396289447,60.41634816149483
17,,,,,,,,1.9522422113749434,63.77300158825492
18,,,,,,,,1.947420664663611,67.12965501501502
19,,,,,,,,1.9426777991431847,70.48630844177512
20,,,,,,,,1.9380133149513796,73.84296186853521
21,,,,,,,,1.9334269127153871,77.1996152952953
22,,,,,,,,1.9289182935518763,80.55626872205539
23,,,,,,,,1.924487159066993,83.91292214881548
24,,,,,,,,1.9201332113563605,87.26957557557557
25,,,,,,,,1.9158561530050793,90.62622900233566
26,,,,,,,,1.9116556870877268,93.98288242909575
27,,,,,,,,1.9075315171683578,97.33953585585587
28,,,,,,,,1.9034833473005042,100.69618928261596
29,,,,,,,,1.8995108820271747,104.05284270937605
30,,,,,,,,1.8956138263808555,107.40949613613614
31,,,,,,,,1.89179188588351,110.76614956289623
32,,,,,,,,1.888044766546579,114.12280298965632
33,,,,,,,,1.8843721748709796,117.47945641641641
34,,,,,,,,1.880773817847107,120.8361098431765
35,,,,,,,,1.8772494029548326,124.19276326993662
36,,,,,,,,1.8737986381635057,127.54941669669671
37,,,,,,,,1.8704212319319526,130.9060701234568
38,,,,,,,,1.867116893208477,134.2627235502169
39,,,,,,,,1.8638853314308588,137.61937697697698
40,,,,,,,,1.860726256526356,140.97603040373707
41,,,,,,,,1.8576393789117036,144.33268383049716
42,,,,,,,,1.8546244094931135,147.68933725725725
43,,,,,,,,1.851681059666275,151.04599068401734
44,,,,,,,,1.8488090413163538,154.40264411077746
45,,,,,,,,1.8460080668179943,157.75929753753755
46,,,,,,,,1.8432778490353166,161.11595096429764
47,,,,,,,,1.8406181013219183,164.47260439105773
48,,,,,,,,1.8380285375208747,167.82925781781782
49,,,,,,,,1.8355088719647379,171.1859112445779
50,,,,,,,,1.833058819475537,174.542564671338
51,,,,,,,,1.8306780953647783,177.8992180980981
52,,,,,,,,1.8283664154334456,181.25587152485818
53,,,,,,,,1.8261234959719994,184.6125249516183
54,,,,,,,,1.8239490537603777,187.9691783783784
55,,,,,,,,1.8218428060679959,191.32583180513848
56,,,,,,,,1.8198044706537453,194.68248523189857
57,,,,,,,,1.817833765765996,198.03913865865866
58,,,,,,,,1.815930410142594,201.39579208541875
59,,,,,,,,1.8140941230108634,204.75244551217884
60,,,,,,,,1.8123246240876045,208.10909893893896
61,,,,,,,,1.8106216335790957,211.46575236569905
62,,,,,,,,1.8089848721810917,214.82240579245914
63,,,,,,,,1.8074140610788252,218.17905921921923
64,,,,,,,,1.8059089219470055,221.53571264597932
65,,,,,,,,1.804469176949819,224.8923660727394
66,,,,,,,,1.8030945487409293,228.2490194994995
67,,,,,,,,1.8017847604634778,231.6056729262596
68,,,,,,,,1.800539535750082,234.96232635301968
69,,,,,,,,1.7993585987228373,238.3189797797798
70,,,,,,,,1.7982416739933162,241.67563320653989
71,,,,,,,,1.7971884866625683,245.03228663329998
72,,,,,,,,1.79619876232112,248.38894006006007
73,,,,,,,,1.795272227048975,251.74559348682016
74,,,,,,,,1.7944086074156145,255.10224691358025
75,,,,,,,,1.7936076304799966,258.45890034034034
76,,,,,,,,1.7928690237905567,261.8155537671005
77,,,,,,,,1.7921925153852067,265.1722071938606
78,,,,,,,,1.791577833791337,268.52886062062066
79,,,,,,,,1.7910247080258137,271.88551404738075
80,,,,,,,,1.790532867594981,275.24216747414084
81,,,,,,,,1.7901020424946599,278.59882090090093
82,,,,,,,,1.7897319632101483,281.955474327661
83,,,,,,,,1.7894223607162223,285.3121277544211
84,,,,,,,,1.7891729664771339,288.6687811811812
85,,,,,,,,1.7889835124466127,292.0254346079413
86,,,,,,,,1.7888537310678658,295.3820880347014
87,,,,,,,,1.7887833552735772,298.7387414614615
88,,,,,,,,1.7887721184859078,302.0953948882216
89,,,,,,,,1.7888197546164961,305.4520483149817
90,,,,,,,,1.7889259980664574,308.8087017417418
91,,,,,,,,1.7890905837263844,312.1653551685019
92,,,,,,,,1.789313246976347,315.522008595262
93,,,,,,,,1.7895937236858919,318.87866202202207
94,,,,,,,,1.7899317502140433,322.23531544878216
95,,,,,,,,1.7903270634093023,325.59196887554225
96,,,,,,,,1.7907794006096474,328.94862230230234
97,,,,,,,,1.791288499642534,332.30527572906243
98,,,,,,,,1.7918540988248948,335.6619291558225
99,,,,,,,,1.79247593696314,339.0185825825826
100,,,,,,,,1.7931537533531563,342.3752360093427
101,,,,,,,,1.7938872877803078,345.7318894361028
102,,,,,,,,1.794676280519436,349.0885428628629
103,,,,,,,,1.7955204723348592,352.44519628962297
104,,,,,,,,1.796419604480373,355.80184971638306
105,,,,,,,,1.7973734186992507,359.1585031431432
106,,,,,,,,1.7983816572242415,362.5151565699033
107,,,,,,,,1.799444062777573,365.8718099966634
108,,,,,,,,1.8005603785709492,369.2284634234235
109,,,,,,,,1.8017303483055513,372.58511685018357
110,,,,,,,,1.8029537161720386,375.94177027694366
111,,,,,,,,1.804230226850546,379.29842370370375
112,,,,,,,,1.805559625510687,382.65507713046384
113,,,,,,,,1.806941657811551,386.0117305572239
114,,,,,,,,1.8083760699017053,389.368383983984
115,,,,,,,,1.8098626084191949,392.7250374107441
116,,,,,,,,1.8114010204915405,396.0816908375042
117,,,,,,,,1.812991053735741,399.4383442642643
118,,,,,,,,1.8146324562582725,402.7949976910244
119,,,,,,,,1.8163249766550875,406.15165111778447
120,,,,,,,,1.8180683640116164,409.5083045445446
121,,,,,,,,1.8198623679027663,412.8649579713047
122,,,,,,,,1.8217067383929217,416.2216113980648
123,,,,,,,,1.8236012260359442,419.5782648248249
124,,,,,,,,1.8255455818751722,422.934918251585
125,,,,,,,,1.8275395574434221,426.29157167834506
126,,,,,,,,1.8295829047629866,429.64822510510515
127,,,,,,,,1.8316753763456362,433.00487853186524
128,,,,,,,,1.8338167251926178,436.36153195862533
129,,,,,,,,1.8360067047946562,439.7181853853854
130,,,,,,,,1.8382450691319527,443.0748388121455
131,,,,,,,,1.8405315726741869,446.4314922389056
132,,,,,,,,1.842865970380514,449.7881456656657
133,,,,,,,,1.8452480176995674,453.1447990924258
134,,,,,,,,1.8476774705694572,456.5014525191859
135,,,,,,,,1.8501540854177714,459.85810594594597
136,,,,,,,,1.852677619161574,463.21475937270606
137,,,,,,,,1.8552478292074068,466.5714127994662
138,,,,,,,,1.8578644734512888,469.9280662262263
139,,,,,,,,1.860527310278716,473.2847196529864
140,,,,,,,,1.863236098564662,476.6413730797465
141,,,,,,,,1.8659905976735767,479.99802650650656
142,,,,,,,,1.8687905674593879,483.35467993326665
143,,,,,,,,1.8716357682654998,486.71133336002674
144,,,,,,,,1.8745259609247948,490.06798678678683
145,,,,,,,,1.8774609067596317,493.4246402135469
146,,,,,,,,1.8804403675818466,496.781293640307
147,,,,,,,,1.8834641056927524,500.1379470670671
148,,,,,,,,1.8865318838831404,503.4946004938272
149,,,,,,,,1.8896434654332777,506.8512539205873
150,,,,,,,,1.892798614112909,510.2079073473474
151,,,,,,,,1.8959970941812558,513.5645607741075
152,,,,,,,,1.8992386703870183,516.9212142008676
153,,,,,,,,1.902523107968372,520.2778676276276
154,,,,,,,,1.9058501726529702,523.6345210543877
155,,,,,,,,1.9092196306579439,526.9911744811478
156,,,,,,,,1.9126312486899002,530.3478279079079
157,,,,,,,,1.9160847939449241,533.704481334668
158,,,,,,,,1.9195800341085782,537.0611347614281
159,,,,,,,,1.923116737355901,540.4177881881882
160,,,,,,,,1.9266946723514091,543.7744416149483
161,,,,,,,,1.9303136082490955,547.1310950417084
162,,,,,,,,1.9339733146924316,550.4877484684685
163,,,,,,,,1.9376735618143643,553.8444018952285
164,,,,,,,,1.9414141202373194,557.2010553219886
165,,,,,,,,1.9451947610731988,560.5577087487487
166,,,,,,,,1.949015255923381,563.9143621755088
167,,,,,,,,1.9528753768787233,567.2710156022689
168,,,,,,,,1.9567748965195586,570.627669029029
169,,,,,,,,1.9607135879156983,573.9843224557891
170,,,,,,,,1.9646912246264292,577.3409758825492
171,,,,,,,,1.9687075807005174,580.6976293093093
172,,,,,,,,1.9727624306762044,584.0542827360694
173,,,,,,,,1.97685554958121,587.4109361628294
174,,,,,,,,1.9809867129327303,590.7675895895895
175,,,,,,,,1.985155696737439,594.1242430163496
176,,,,,,,,1.989362277491487,597.4808964431098
177,,,,,,,,1.9936062321805026,600.8375498698699
178,,,,,,,,1.9978873382795896,604.19420329663
179,,,,,,,,2.002205373753332,607.5508567233901
180,,,,,,,,2.006560117055788,610.9075101501502
181,,,,,,,,2.0109513471304945,614.2641635769103
182,,,,,,,,2.015378843410465,617.6208170036704
183,,,,,,,,2.0198423858181913,620.9774704304305
184,,,,,,,,2.0243417547656404,624.3341238571905
185,,,,,,,,2.028876731154258,627.6907772839506
186,,,,,,,,2.033447096374966,631.0474307107107
187,,,,,,,,2.0380526323081645,634.4040841374708
188,,,,,,,,2.0426931213237296,637.7607375642309
189,,,,,,,,2.0473683462810155,641.117390990991
190,,,,,,,,2.0520780905288527,644.4740444177511
191,,,,,,,,2.05682213790555,647.8306978445112
192,,,,,,,,2.0616002727388922,651.1873512712713
193,,,,,,,,2.066412279846142,654.5440046980314
194,,,,,,,,2.0712579445340387,657.9006581247914
195,,,,,,,,2.0761370525987988,661.2573115515515
196,,,,,,,,2.081049390326117,664.6139649783116
197,,,,,,,,2.0859947444911637,667.9706184050717
198,,,,,,,,2.0909729023585877,671.3272718318318
199,,,,,,,,2.095983651682513,674.6839252585919
200,,,,,,,,2.101026780706544,678.040578685352
201,,,,,,,,2.1061020781637594,681.3972321121121
202,,,,,,,,2.1112093332767157,684.7538855388722
203,,,,,,,,2.116348335757447,688.1105389656323
204,,,,,,,,2.121518875807465,691.4671923923923
205,,,,,,,,2.126720744117758,694.8238458191524
206,,,,,,,,2.1319537318687907,698.1804992459125
207,,,,,,,,2.1372176307305057,701.5371526726726
208,,,,,,,,2.1425122328623236,704.8938060994327
209,,,,,,,,2.1478373309131413,708.2504595261929
210,,,,,,,,2.153192718021332,711.607112952953
211,,,,,,,,2.1585781878147476,714.9637663797131
212,,,,,,,,2.1639935344107157,718.3204198064732
213,,,,,,,,2.169438552416043,721.6770732332333
214,,,,,,,,2.1749130369270113,725.0337266599934
215,,,,,,,,2.18041678352938,728.3903800867535
216,,,,,,,,2.1859495882983873,731.7470335135135
217,,,,,,,,2.191511247798747,735.1036869402736
218,,,,,,,,2.19710155908465,738.4603403670337
219,,,,,,,,2.2027203196997656,741.8169937937938
220,,,,,,,,2.2083673276772386,745.1736472205539
221,,,,,,,,2.2140423815396915,748.530300647314
222,,,,,,,,2.219745280299225,751.8869540740741
223,,,,,,,,2.2254758234574155,755.2436075008342
224,,,,,,,,2.2312338110053176,758.6002609275943
225,,,,,,,,2.237019043423463,761.9569143543544
226,,,,,,,,2.2428313216818596,765.3135677811144
227,,,,,,,,2.2486704472399945,768.6702212078745
228,,,,,,,,2.2545362220468284,772.0268746346346
229,,,,,,,,2.260428448540803,775.3835280613947
230,,,,,,,,2.2663469296498344,778.7401814881548
231,,,,,,,,2.2722914687913183,782.0968349149149
232,,,,,,,,2.278261869872124,785.453488341675
233,,,,,,,,2.2842579372886025,788.8101417684351
234,,,,,,,,2.290279475926578,792.1667951951952
235,,,,,,,,2.2963262911613542,795.5234486219553
236,,,,,,,,2.302398188857711,798.8801020487153
237,,,,,,,,2.308494975369905,802.2367554754754
238,,,,,,,,2.314616457541672,805.5934089022355
239,,,,,,,,2.3207624427062226,808.9500623289956
240,,,,,,,,2.3269327386862457,812.3067157557558
241,,,,,,,,2.3331271537939067,815.6633691825159
242,,,,,,,,2.3393454968308487,819.020022609276
243,,,,,,,,2.3455875770881938,822.3766760360361
244,,,,,,,,2.351853204346536,825.7333294627962
245,,,,,,,,2.358142188875953,829.0899828895563
246,,,,,,,,2.3644543414359944,832.4466363163164
247,,,,,,,,2.37078947327569,835.8032897430764
248,,,,,,,,2.377147396133545,839.1599431698365
249,,,,,,,,2.3835279222375427,842.5165965965966
250,,,,,,,,2.389930864305144,845.8732500233567
251,,,,,,,,2.3963560355432856,849.2299034501168
252,,,,,,,,2.402803249648383,852.5865568768769
253,,,,,,,,2.409272320806327,855.943210303637
254,,,,,,,,2.415763063692487,859.2998637303971
255,,,,,,,,2.4222752934717082,862.6565171571572
256,,,,,,,,2.4288088257983147,866.0131705839173
257,,,,,,,,2.4353634768161063,869.3698240106773
258,,,,,,,,2.4419390631583617,872.7264774374374
259,,,,,,,,2.448535401947834,876.0831308641975
260,,,,,,,,2.455152310796756,879.4397842909576
261,,,,,,,,2.4617896078068364,882.7964377177177
262,,,,,,,,2.468447111569261,886.1530911444778
263,,,,,,,,2.4751246411646934,889.5097445712379
264,,,,,,,,2.4818220161632745,892.866397997998
265,,,,,,,,2.488539056624621,896.2230514247581
266,,,,,,,,2.495275583097828,899.5797048515182
267,,,,,,,,2.502031416621467,902.9363582782782
268,,,,,,,,2.508806378723589,906.2930117050383
269,,,,,,,,2.515600291421718,909.6496651317984
270,,,,,,,,2.522412977222857,913.0063185585585
271,,,,,,,,2.5292442591234887,916.3629719853186
272,,,,,,,,2.53609396060957,919.7196254120787
273,,,,,,,,2.542961905656535,923.0762788388389
274,,,,,,,,2.549847918729296,926.432932265599
275,,,,,,,,2.556751824782243,929.7895856923591
276,,,,,,,,2.563673449259241,933.1462391191192
277,,,,,,,,2.5706126180936337,936.5028925458793
278,,,,,,,,2.5775691577082425,939.8595459726394
279,,,,,,,,2.584542895015365,943.2161993993994
280,,,,,,,,2.5915336574167758,946.5728528261595
281,,,,,,,,2.598541272803726,949.9295062529196
282,,,,,,,,2.605565569556947,953.2861596796797
283,,,,,,,,2.612606376546643,956.6428131064398
284,,,,,,,,2.6196635231324996,959.9994665331999
285,,,,,,,,2.6267368391636756,963.35611995996
286,,,,,,,,2.6338261549788107,966.7127733867201
287,,,,,,,,2.640931301406018,970.0694268134802
288,,,,,,,,2.648052109762892,973.4260802402403
289,,,,,,,,2.655188411856499,976.7827336670003
290,,,,,,,,2.6623400399833876,980.1393870937604
291,,,,,,,,2.669506826929581,983.4960405205205
292,,,,,,,,2.67668860597058,986.8526939472806
293,,,,,,,,2.6838852108713622,990.2093473740407
294,,,,,,,,2.6910964758863827,993.5660008008008
295,,,,,,,,2.6983222357595746,996.9226542275609
296,,,,,,,,2.705562325724346,1000.279307654321
297,,,,,,,,2.7128165815035845,1003.6359610810811
298,,,,,,,,2.7200848393096537,1006.9926145078412
299,,,,,,,,2.727366935844394,1010.3492679346012
300,,,,,,,,2.7346627082991235,1013.7059213613613
301,,,,,,,,2.741971994354637,1017.0625747881214
302,,,,,,,,2.749294632181208,1020.4192282148815
303,,,,,,,,2.756630460438585,1023.7758816416416
304,,,,,,,,2.763979318275996,1027.132535068402
305,,,,,,,,2.7713410453321425,1030.489188495162
306,,,,,,,,2.7787154817352073,1033.845841921922
307,,,,,,,,2.7861024681028477,1037.202495348682
308,,,,,,,,2.7935018455422003,1040.5591487754423
309,,,,,,,,2.8009134556498743,1043.9158022022023
310,,,,,,,,2.808337140511963,1047.2724556289625
311,,,,,,,,2.8157727427040307,1050.6291090557224
312,,,,,,,,2.823220105291122,1053.9857624824826
313,,,,,,,,2.830679071827758,1057.3424159092426
314,,,,,,,,2.8381494863579375,1060.6990693360028
315,,,,,,,,2.845631193415135,1064.0557227627628
316,,,,,,,,2.8531240380223037,1067.412376189523
317,,,,,,,,2.860627865691872,1070.769029616283
318,,,,,,,,2.8681425224257486,1074.1256830430432
319,,,,,,,,2.8756678547153154,1077.4823364698032
320,,,,,,,,2.883203709541435,1080.8389898965634
321,,,,,,,,2.8907499343744454,1084.1956433233236
322,,,,,,,,2.8983063771741624,1087.5522967500835
323,,,,,,,,2.9058728863898775,1090.9089501768437
324,,,,,,,,2.913449310960361,1094.2656036036037
325,,,,,,,,2.9210355003138595,1097.622257030364
326,,,,,,,,2.9286313043680963,1100.978910457124
327,,,,,,,,2.9362365735302753,1104.335563883884
328,,,,,,,,2.943851158697073,1107.692217310644
329,,,,,,,,2.9514749112546452,1111.0488707374043
330,,,,,,,,2.9591076830786234,1114.4055241641643
331,,,,,,,,2.9667493265341207,1117.7621775909245
332,,,,,,,,2.9743996944757196,1121.1188310176844
333,,,,,,,,2.9820586402474873,1124.4754844444446
334,,,,,,,,2.9897260176829645,1127.8321378712046
335,,,,,,,,2.997401681105171,1131.1887912979648
336,,,,,,,,3.0050854853265996,1134.5454447247248
337,,,,,,,,3.012777285649224,1137.902098151485
338,,,,,,,,3.020476937864495,1141.258751578245
339,,,,,,,,3.0281842982533393,1144.6154050050052
340,,,,,,,,3.03589922358616,1147.9720584317652
341,,,,,,,,3.0436215711228414,1151.3287118585254
342,,,,,,,,3.051351198612739,1154.6853652852853
343,,,,,,,,3.0590879642946898,1158.0420187120455
344,,,,,,,,3.0668317268970053,1161.3986721388055
345,,,,,,,,3.074582345637478,1164.7553255655657
346,,,,,,,,3.082339680223374,1168.1119789923257
347,,,,,,,,3.0901035908514363,1171.468632419086
348,,,,,,,,3.097873938207887,1174.8252858458459
349,,,,,,,,3.105650583468427,1178.181939272606
350,,,,,,,,3.1134333882982297,1181.538592699366
351,,,,,,,,3.121222214851948,1184.8952461261263
352,,,,,,,,3.129016925773712,1188.2518995528865
353,,,,,,,,3.13681738419713,1191.6085529796464
354,,,,,,,,3.1446234537452864,1194.9652064064067
355,,,,,,,,3.1524349985307407,1198.3218598331666
356,,,,,,,,3.160251883155535,1201.6785132599268
357,,,,,,,,3.168073972711182,1205.0351666866868
358,,,,,,,,3.175901132778677,1208.391820113447
359,,,,,,,,3.183733229428489,1211.748473540207
360,,,,,,,,3.1915701292205636,1215.1051269669672
361,,,,,,,,3.1994116992043287,1218.4617803937272
362,,,,,,,,3.2072578069186854,1221.8184338204874
363,,,,,,,,3.2151083203920106,1225.1750872472473
364,,,,,,,,3.222963108142161,1228.5317406740076
365,,,,,,,,3.2308220391764695,1231.8883941007675
366,,,,,,,,3.2386849829917477,1235.2450475275277
367,,,,,,,,3.2465518095742816,1238.6017009542877
368,,,,,,,,3.2544223893998354,1241.958354381048
369,,,,,,,,3.2622965934336525,1245.315007807808
370,,,,,,,,3.2701742931304514,1248.671661234568
371,,,,,,,,3.2780553604344274,1252.028314661328
372,,,,,,,,3.2859396677792536,1255.3849680880883
373,,,,,,,,3.2938270880880793,1258.7416215148482
374,,,,,,,,3.301717494773535,1262.0982749416085
375,,,,,,,,3.3096107617377246,1265.4549283683684
376,,,,,,,,3.3175067633722284,1268.8115817951286
377,,,,,,,,3.3254053745581045,1272.1682352218886
378,,,,,,,,3.3333064706658924,1275.5248886486488
379,,,,,,,,3.3412099275556013,1278.8815420754088
380,,,,,,,,3.3491156215767264,1282.238195502169
381,,,,,,,,3.3570234295682315,1285.594848928929
382,,,,,,,,3.364933228858563,1288.9515023556892
383,,,,,,,,3.3728448972656415,1292.3081557824491
384,,,,,,,,3.3807583130968677,1295.6648092092094
385,,,,,,,,3.388673355149117,1299.0214626359696
386,,,,,,,,3.396589902708742,1302.3781160627295
387,,,,,,,,3.4045078355515757,1305.7347694894897
388,,,,,,,,3.4124270339429215,1309.0914229162497
389,,,,,,,,3.420347378637568,1312.44807634301
390,,,,,,,,3.4282687508797767,1315.80472976977
391,,,,,,,,3.4361910324032854,1319.16138319653
392,,,,,,,,3.4441141054313116,1322.51803662329
393,,,,,,,,3.452037852676547,1325.8746900500503
394,,,,,,,,3.4599621573411636,1329.2313434768103
395,,,,,,,,3.4678869031168107,1332.5879969035705
396,,,,,,,,3.4758119741846083,1335.9446503303304
397,,,,,,,,3.4837372552151638,1339.3013037570906
398,,,,,,,,3.4916626313685546,1342.6579571838506
399,,,,,,,,3.4995879882943353,1346.0146106106108
400,,,,,,,,3.507513212131541,1349.3712640373708
401,,,,,,,,3.515438189508684,1352.727917464131
402,,,,,,,,3.523362807543748,1356.084570890891
403,,,,,,,,3.5312869538441998,1359.4412243176512
404,,,,,,,,3.5392105165069827,1362.7978777444112
405,,,,,,,,3.547133384118518,1366.1545311711714
406,,,,,,,,3.5550554457546975,1369.5111845979313
407,,,,,,,,3.562976590980897,1372.8678380246915
408,,,,,,,,3.570896709851966,1376.2244914514515
409,,,,,,,,3.5788156929122357,1379.5811448782117
410,,,,,,,,3.586733431195507,1382.9377983049717
411,,,,,,,,3.5946498162250666,1386.294451731732
412,,,,,,,,3.60256474001367,1389.6511051584919
