,Unnamed: 0,LOCATION,TIME,unemployment_rate,index,time_close,closing_price,yfit,xfit,Regression
336,,,,,,,,3.801107572,1134.545445,Germany-Ethereum
337,,,,,,,,3.801810985,1137.902098,Germany-Ethereum
338,,,,,,,,3.802506497,1141.258752,Germany-Ethereum
339,,,,,,,,3.803194065,1144.615405,Germany-Ethereum
340,,,,,,,,3.803873643,1147.972058,Germany-Ethereum
341,,,,,,,,3.804545188,1151.328712,Germany-Ethereum
342,,,,,,,,3.805208655,1154.685365,Germany-Ethereum
343,,,,,,,,3.805864003,1158.042019,Germany-Ethereum
344,,,,,,,,3.806511187,1161.398672,Germany-Ethereum
345,,,,,,,,3.807150166,1164.755326,Germany-Ethereum
346,,,,,,,,3.807780896,1168.111979,Germany-Ethereum
347,,,,,,,,3.808403337,1171.468632,Germany-Ethereum
348,,,,,,,,3.809017447,1174.825286,Germany-Ethereum
349,,,,,,,,3.809623185,1178.181939,Germany-Ethereum
350,,,,,,,,3.810220509,1181.538593,Germany-Ethereum
351,,,,,,,,3.810809381,1184.895246,Germany-Ethereum
352,,,,,,,,3.811389759,1188.2519,Germany-Ethereum
353,,,,,,,,3.811961605,1191.608553,Germany-Ethereum
354,,,,,,,,3.81252488,1194.965206,Germany-Ethereum
355,,,,,,,,3.813079543,1198.32186,Germany-Ethereum
356,,,,,,,,3.813625557,1201.678513,Germany-Ethereum
357,,,,,,,,3.814162885,1205.035167,Germany-Ethereum
358,,,,,,,,3.814691487,1208.39182,Germany-Ethereum
359,,,,,,,,3.815211327,1211.748474,Germany-Ethereum
360,,,,,,,,3.815722368,1215.105127,Germany-Ethereum
361,,,,,,,,3.816224574,1218.46178,Germany-Ethereum
362,,,,,,,,3.816717907,1221.818434,Germany-Ethereum
363,,,,,,,,3.817202333,1225.175087,Germany-Ethereum
364,,,,,,,,3.817677815,1228.531741,Germany-Ethereum
365,,,,,,,,3.818144319,1231.888394,Germany-Ethereum
366,,,,,,,,3.81860181,1235.245048,Germany-Ethereum
367,,,,,,,,3.819050253,1238.601701,Germany-Ethereum
368,,,,,,,,3.819489615,1241.958354,Germany-Ethereum
369,,,,,,,,3.819919862,1245.315008,Germany-Ethereum
370,,,,,,,,3.820340961,1248.671661,Germany-Ethereum
371,,,,,,,,3.820752879,1252.028315,Germany-Ethereum
372,,,,,,,,3.821155583,1255.384968,Germany-Ethereum
373,,,,,,,,3.821549041,1258.741622,Germany-Ethereum
374,,,,,,,,3.821933222,1262.098275,Germany-Ethereum
375,,,,,,,,3.822308094,1265.454928,Germany-Ethereum
376,,,,,,,,3.822673626,1268.811582,Germany-Ethereum
377,,,,,,,,3.823029787,1272.168235,Germany-Ethereum
378,,,,,,,,3.823376548,1275.524889,Germany-Ethereum
379,,,,,,,,3.823713878,1278.881542,Germany-Ethereum
380,,,,,,,,3.824041747,1282.238196,Germany-Ethereum
381,,,,,,,,3.824360128,1285.594849,Germany-Ethereum
382,,,,,,,,3.82466899,1288.951502,Germany-Ethereum
383,,,,,,,,3.824968305,1292.308156,Germany-Ethereum
384,,,,,,,,3.825258047,1295.664809,Germany-Ethereum
385,,,,,,,,3.825538185,1299.021463,Germany-Ethereum
386,,,,,,,,3.825808695,1302.378116,Germany-Ethereum
387,,,,,,,,3.826069547,1305.734769,Germany-Ethereum
388,,,,,,,,3.826320717,1309.091423,Germany-Ethereum
389,,,,,,,,3.826562178,1312.448076,Germany-Ethereum
390,,,,,,,,3.826793904,1315.80473,Germany-Ethereum
391,,,,,,,,3.827015869,1319.161383,Germany-Ethereum
392,,,,,,,,3.827228049,1322.518037,Germany-Ethereum
393,,,,,,,,3.827430418,1325.87469,Germany-Ethereum
394,,,,,,,,3.827622953,1329.231343,Germany-Ethereum
395,,,,,,,,3.82780563,1332.587997,Germany-Ethereum
396,,,,,,,,3.827978425,1335.94465,Germany-Ethereum
397,,,,,,,,3.828141314,1339.301304,Germany-Ethereum
398,,,,,,,,3.828294276,1342.657957,Germany-Ethereum
399,,,,,,,,3.828437287,1346.014611,Germany-Ethereum
400,,,,,,,,3.828570325,1349.371264,Germany-Ethereum
401,,,,,,,,3.828693369,1352.727917,Germany-Ethereum
402,,,,,,,,3.828806398,1356.084571,Germany-Ethereum
403,,,,,,,,3.82890939,1359.441224,Germany-Ethereum
404,,,,,,,,3.829002324,1362.797878,Germany-Ethereum
405,,,,,,,,3.829085182,1366.154531,Germany-Ethereum
406,,,,,,,,3.829157942,1369.511185,Germany-Ethereum
407,,,,,,,,3.829220585,1372.867838,Germany-Ethereum
408,,,,,,,,3.829273092,1376.224491,Germany-Ethereum
409,,,,,,,,3.829315445,1379.581145,Germany-Ethereum
410,,,,,,,,3.829347625,1382.937798,Germany-Ethereum
411,,,,,,,,3.829369614,1386.294452,Germany-Ethereum
412,,,,,,,,3.829381394,1389.651105,Germany-Ethereum
413,,,,,,,,3.829382948,1393.007759,Germany-Ethereum
414,,,,,,,,3.82937426,1396.364412,Germany-Ethereum
415,,,,,,,,3.829355313,1399.721065,Germany-Ethereum
416,,,,,,,,3.82932609,1403.077719,Germany-Ethereum
417,,,,,,,,3.829286575,1406.434372,Germany-Ethereum
418,,,,,,,,3.829236755,1409.791026,Germany-Ethereum
419,,,,,,,,3.829176613,1413.147679,Germany-Ethereum
420,,,,,,,,3.829106134,1416.504333,Germany-Ethereum
421,,,,,,,,3.829025305,1419.860986,Germany-Ethereum
422,,,,,,,,3.828934112,1423.217639,Germany-Ethereum
423,,,,,,,,3.828832541,1426.574293,Germany-Ethereum
424,,,,,,,,3.828720579,1429.930946,Germany-Ethereum
425,,,,,,,,3.828598212,1433.2876,Germany-Ethereum
426,,,,,,,,3.82846543,1436.644253,Germany-Ethereum
427,,,,,,,,3.828322219,1440.000907,Germany-Ethereum
428,,,,,,,,3.828168568,1443.35756,Germany-Ethereum
429,,,,,,,,3.828004466,1446.714213,Germany-Ethereum
430,,,,,,,,3.827829902,1450.070867,Germany-Ethereum
431,,,,,,,,3.827644864,1453.42752,Germany-Ethereum
432,,,,,,,,3.827449344,1456.784174,Germany-Ethereum
433,,,,,,,,3.827243331,1460.140827,Germany-Ethereum
434,,,,,,,,3.827026816,1463.497481,Germany-Ethereum
435,,,,,,,,3.826799789,1466.854134,Germany-Ethereum
436,,,,,,,,3.826562243,1470.210787,Germany-Ethereum
437,,,,,,,,3.826314167,1473.567441,Germany-Ethereum
438,,,,,,,,3.826055556,1476.924094,Germany-Ethereum
439,,,,,,,,3.825786401,1480.280748,Germany-Ethereum
440,,,,,,,,3.825506694,1483.637401,Germany-Ethereum
441,,,,,,,,3.82521643,1486.994055,Germany-Ethereum
442,,,,,,,,3.824915601,1490.350708,Germany-Ethereum
443,,,,,,,,3.824604202,1493.707361,Germany-Ethereum
444,,,,,,,,3.824282226,1497.064015,Germany-Ethereum
445,,,,,,,,3.823949669,1500.420668,Germany-Ethereum
446,,,,,,,,3.823606525,1503.777322,Germany-Ethereum
447,,,,,,,,3.82325279,1507.133975,Germany-Ethereum
448,,,,,,,,3.822888459,1510.490629,Germany-Ethereum
449,,,,,,,,3.82251353,1513.847282,Germany-Ethereum
450,,,,,,,,3.822127997,1517.203935,Germany-Ethereum
451,,,,,,,,3.821731858,1520.560589,Germany-Ethereum
452,,,,,,,,3.821325111,1523.917242,Germany-Ethereum
453,,,,,,,,3.820907753,1527.273896,Germany-Ethereum
454,,,,,,,,3.820479781,1530.630549,Germany-Ethereum
455,,,,,,,,3.820041195,1533.987203,Germany-Ethereum
456,,,,,,,,3.819591993,1537.343856,Germany-Ethereum
457,,,,,,,,3.819132174,1540.700509,Germany-Ethereum
458,,,,,,,,3.818661738,1544.057163,Germany-Ethereum
459,,,,,,,,3.818180684,1547.413816,Germany-Ethereum
460,,,,,,,,3.817689012,1550.77047,Germany-Ethereum
461,,,,,,,,3.817186724,1554.127123,Germany-Ethereum
462,,,,,,,,3.816673821,1557.483776,Germany-Ethereum
463,,,,,,,,3.816150302,1560.84043,Germany-Ethereum
464,,,,,,,,3.815616171,1564.197083,Germany-Ethereum
465,,,,,,,,3.81507143,1567.553737,Germany-Ethereum
466,,,,,,,,3.81451608,1570.91039,Germany-Ethereum
467,,,,,,,,3.813950125,1574.267044,Germany-Ethereum
468,,,,,,,,3.813373568,1577.623697,Germany-Ethereum
469,,,,,,,,3.812786412,1580.98035,Germany-Ethereum
470,,,,,,,,3.812188661,1584.337004,Germany-Ethereum
471,,,,,,,,3.81158032,1587.693657,Germany-Ethereum
472,,,,,,,,3.810961394,1591.050311,Germany-Ethereum
473,,,,,,,,3.810331887,1594.406964,Germany-Ethereum
474,,,,,,,,3.809691804,1597.763618,Germany-Ethereum
475,,,,,,,,3.809041153,1601.120271,Germany-Ethereum
476,,,,,,,,3.808379938,1604.476924,Germany-Ethereum
477,,,,,,,,3.807708166,1607.833578,Germany-Ethereum
478,,,,,,,,3.807025845,1611.190231,Germany-Ethereum
479,,,,,,,,3.806332981,1614.546885,Germany-Ethereum
480,,,,,,,,3.805629583,1617.903538,Germany-Ethereum
481,,,,,,,,3.804915657,1621.260192,Germany-Ethereum
482,,,,,,,,3.804191213,1624.616845,Germany-Ethereum
483,,,,,,,,3.80345626,1627.973498,Germany-Ethereum
484,,,,,,,,3.802710806,1631.330152,Germany-Ethereum
485,,,,,,,,3.801954861,1634.686805,Germany-Ethereum
486,,,,,,,,3.801188436,1638.043459,Germany-Ethereum
487,,,,,,,,3.800411539,1641.400112,Germany-Ethereum
488,,,,,,,,3.799624182,1644.756766,Germany-Ethereum
489,,,,,,,,3.798826376,1648.113419,Germany-Ethereum
490,,,,,,,,3.798018133,1651.470072,Germany-Ethereum
491,,,,,,,,3.797199463,1654.826726,Germany-Ethereum
492,,,,,,,,3.796370379,1658.183379,Germany-Ethereum
493,,,,,,,,3.795530894,1661.540033,Germany-Ethereum
494,,,,,,,,3.794681021,1664.896686,Germany-Ethereum
495,,,,,,,,3.793820772,1668.25334,Germany-Ethereum
496,,,,,,,,3.792950161,1671.609993,Germany-Ethereum
497,,,,,,,,3.792069202,1674.966646,Germany-Ethereum
498,,,,,,,,3.791177911,1678.3233,Germany-Ethereum
499,,,,,,,,3.7902763,1681.679953,Germany-Ethereum
500,,,,,,,,3.789364386,1685.036607,Germany-Ethereum
501,,,,,,,,3.788442184,1688.39326,Germany-Ethereum
502,,,,,,,,3.78750971,1691.749914,Germany-Ethereum
503,,,,,,,,3.786566979,1695.106567,Germany-Ethereum
504,,,,,,,,3.785614009,1698.46322,Germany-Ethereum
505,,,,,,,,3.784650817,1701.819874,Germany-Ethereum
506,,,,,,,,3.783677419,1705.176527,Germany-Ethereum
507,,,,,,,,3.782693834,1708.533181,Germany-Ethereum
508,,,,,,,,3.781700079,1711.889834,Germany-Ethereum
509,,,,,,,,3.780696174,1715.246488,Germany-Ethereum
510,,,,,,,,3.779682136,1718.603141,Germany-Ethereum
511,,,,,,,,3.778657985,1721.959794,Germany-Ethereum
512,,,,,,,,3.777623741,1725.316448,Germany-Ethereum
513,,,,,,,,3.776579423,1728.673101,Germany-Ethereum
514,,,,,,,,3.775525052,1732.029755,Germany-Ethereum
515,,,,,,,,3.774460648,1735.386408,Germany-Ethereum
516,,,,,,,,3.773386233,1738.743062,Germany-Ethereum
517,,,,,,,,3.772301828,1742.099715,Germany-Ethereum
518,,,,,,,,3.771207455,1745.456368,Germany-Ethereum
519,,,,,,,,3.770103135,1748.813022,Germany-Ethereum
520,,,,,,,,3.768988892,1752.169675,Germany-Ethereum
521,,,,,,,,3.767864748,1755.526329,Germany-Ethereum
522,,,,,,,,3.766730727,1758.882982,Germany-Ethereum
523,,,,,,,,3.765586852,1762.239636,Germany-Ethereum
524,,,,,,,,3.764433147,1765.596289,Germany-Ethereum
525,,,,,,,,3.763269636,1768.952942,Germany-Ethereum
526,,,,,,,,3.762096345,1772.309596,Germany-Ethereum
527,,,,,,,,3.760913299,1775.666249,Germany-Ethereum
528,,,,,,,,3.759720522,1779.022903,Germany-Ethereum
529,,,,,,,,3.758518042,1782.379556,Germany-Ethereum
530,,,,,,,,3.757305883,1785.73621,Germany-Ethereum
531,,,,,,,,3.756084074,1789.092863,Germany-Ethereum
532,,,,,,,,3.75485264,1792.449516,Germany-Ethereum
533,,,,,,,,3.753611609,1795.80617,Germany-Ethereum
534,,,,,,,,3.752361009,1799.162823,Germany-Ethereum
535,,,,,,,,3.751100868,1802.519477,Germany-Ethereum
536,,,,,,,,3.749831214,1805.87613,Germany-Ethereum
537,,,,,,,,3.748552076,1809.232784,Germany-Ethereum
538,,,,,,,,3.747263485,1812.589437,Germany-Ethereum
539,,,,,,,,3.745965468,1815.94609,Germany-Ethereum
540,,,,,,,,3.744658056,1819.302744,Germany-Ethereum
541,,,,,,,,3.74334128,1822.659397,Germany-Ethereum
542,,,,,,,,3.742015169,1826.016051,Germany-Ethereum
543,,,,,,,,3.740679756,1829.372704,Germany-Ethereum
544,,,,,,,,3.739335072,1832.729357,Germany-Ethereum
545,,,,,,,,3.737981148,1836.086011,Germany-Ethereum
546,,,,,,,,3.736618016,1839.442664,Germany-Ethereum
547,,,,,,,,3.73524571,1842.799318,Germany-Ethereum
548,,,,,,,,3.733864262,1846.155971,Germany-Ethereum
549,,,,,,,,3.732473706,1849.512625,Germany-Ethereum
550,,,,,,,,3.731074074,1852.869278,Germany-Ethereum
551,,,,,,,,3.729665402,1856.225931,Germany-Ethereum
552,,,,,,,,3.728247724,1859.582585,Germany-Ethereum
553,,,,,,,,3.726821074,1862.939238,Germany-Ethereum
554,,,,,,,,3.725385487,1866.295892,Germany-Ethereum
555,,,,,,,,3.723941,1869.652545,Germany-Ethereum
556,,,,,,,,3.722487648,1873.009199,Germany-Ethereum
557,,,,,,,,3.721025467,1876.365852,Germany-Ethereum
558,,,,,,,,3.719554494,1879.722505,Germany-Ethereum
559,,,,,,,,3.718074766,1883.079159,Germany-Ethereum
560,,,,,,,,3.716586321,1886.435812,Germany-Ethereum
561,,,,,,,,3.715089196,1889.792466,Germany-Ethereum
562,,,,,,,,3.713583429,1893.149119,Germany-Ethereum
563,,,,,,,,3.712069059,1896.505773,Germany-Ethereum
564,,,,,,,,3.710546125,1899.862426,Germany-Ethereum
565,,,,,,,,3.709014666,1903.219079,Germany-Ethereum
566,,,,,,,,3.707474722,1906.575733,Germany-Ethereum
567,,,,,,,,3.705926332,1909.932386,Germany-Ethereum
568,,,,,,,,3.704369537,1913.28904,Germany-Ethereum
569,,,,,,,,3.702804378,1916.645693,Germany-Ethereum
570,,,,,,,,3.701230896,1920.002347,Germany-Ethereum
571,,,,,,,,3.699649133,1923.359,Germany-Ethereum
572,,,,,,,,3.698059129,1926.715653,Germany-Ethereum
573,,,,,,,,3.696460928,1930.072307,Germany-Ethereum
574,,,,,,,,3.694854572,1933.42896,Germany-Ethereum
575,,,,,,,,3.693240105,1936.785614,Germany-Ethereum
576,,,,,,,,3.691617569,1940.142267,Germany-Ethereum
577,,,,,,,,3.689987007,1943.498921,Germany-Ethereum
578,,,,,,,,3.688348466,1946.855574,Germany-Ethereum
579,,,,,,,,3.686701987,1950.212227,Germany-Ethereum
580,,,,,,,,3.685047618,1953.568881,Germany-Ethereum
581,,,,,,,,3.683385402,1956.925534,Germany-Ethereum
582,,,,,,,,3.681715386,1960.282188,Germany-Ethereum
583,,,,,,,,3.680037614,1963.638841,Germany-Ethereum
584,,,,,,,,3.678352135,1966.995495,Germany-Ethereum
585,,,,,,,,3.676658993,1970.352148,Germany-Ethereum
586,,,,,,,,3.674958238,1973.708801,Germany-Ethereum
587,,,,,,,,3.673249915,1977.065455,Germany-Ethereum
588,,,,,,,,3.671534072,1980.422108,Germany-Ethereum
589,,,,,,,,3.669810759,1983.778762,Germany-Ethereum
590,,,,,,,,3.668080022,1987.135415,Germany-Ethereum
591,,,,,,,,3.666341912,1990.492069,Germany-Ethereum
592,,,,,,,,3.664596478,1993.848722,Germany-Ethereum
593,,,,,,,,3.662843769,1997.205375,Germany-Ethereum
594,,,,,,,,3.661083835,2000.562029,Germany-Ethereum
595,,,,,,,,3.659316727,2003.918682,Germany-Ethereum
596,,,,,,,,3.657542496,2007.275336,Germany-Ethereum
597,,,,,,,,3.655761192,2010.631989,Germany-Ethereum
598,,,,,,,,3.653972867,2013.988643,Germany-Ethereum
599,,,,,,,,3.652177574,2017.345296,Germany-Ethereum
600,,,,,,,,3.650375364,2020.701949,Germany-Ethereum
601,,,,,,,,3.64856629,2024.058603,Germany-Ethereum
602,,,,,,,,3.646750405,2027.415256,Germany-Ethereum
603,,,,,,,,3.644927762,2030.77191,Germany-Ethereum
604,,,,,,,,3.643098415,2034.128563,Germany-Ethereum
605,,,,,,,,3.641262419,2037.485217,Germany-Ethereum
606,,,,,,,,3.639419828,2040.84187,Germany-Ethereum
607,,,,,,,,3.637570696,2044.198523,Germany-Ethereum
608,,,,,,,,3.63571508,2047.555177,Germany-Ethereum
609,,,,,,,,3.633853034,2050.91183,Germany-Ethereum
610,,,,,,,,3.631984614,2054.268484,Germany-Ethereum
611,,,,,,,,3.630109878,2057.625137,Germany-Ethereum
612,,,,,,,,3.628228881,2060.981791,Germany-Ethereum
613,,,,,,,,3.626341681,2064.338444,Germany-Ethereum
614,,,,,,,,3.624448335,2067.695097,Germany-Ethereum
615,,,,,,,,3.622548901,2071.051751,Germany-Ethereum
616,,,,,,,,3.620643437,2074.408404,Germany-Ethereum
617,,,,,,,,3.618732003,2077.765058,Germany-Ethereum
618,,,,,,,,3.616814656,2081.121711,Germany-Ethereum
619,,,,,,,,3.614891456,2084.478364,Germany-Ethereum
620,,,,,,,,3.612962464,2087.835018,Germany-Ethereum
621,,,,,,,,3.611027738,2091.191671,Germany-Ethereum
622,,,,,,,,3.60908734,2094.548325,Germany-Ethereum
623,,,,,,,,3.60714133,2097.904978,Germany-Ethereum
624,,,,,,,,3.60518977,2101.261632,Germany-Ethereum
625,,,,,,,,3.60323272,2104.618285,Germany-Ethereum
626,,,,,,,,3.601270244,2107.974938,Germany-Ethereum
627,,,,,,,,3.599302403,2111.331592,Germany-Ethereum
628,,,,,,,,3.59732926,2114.688245,Germany-Ethereum
629,,,,,,,,3.595350878,2118.044899,Germany-Ethereum
630,,,,,,,,3.59336732,2121.401552,Germany-Ethereum
631,,,,,,,,3.591378651,2124.758206,Germany-Ethereum
632,,,,,,,,3.589384934,2128.114859,Germany-Ethereum
633,,,,,,,,3.587386234,2131.471512,Germany-Ethereum
634,,,,,,,,3.585382616,2134.828166,Germany-Ethereum
635,,,,,,,,3.583374145,2138.184819,Germany-Ethereum
636,,,,,,,,3.581360887,2141.541473,Germany-Ethereum
637,,,,,,,,3.579342908,2144.898126,Germany-Ethereum
638,,,,,,,,3.577320274,2148.25478,Germany-Ethereum
639,,,,,,,,3.575293052,2151.611433,Germany-Ethereum
640,,,,,,,,3.57326131,2154.968086,Germany-Ethereum
641,,,,,,,,3.571225114,2158.32474,Germany-Ethereum
642,,,,,,,,3.569184533,2161.681393,Germany-Ethereum
643,,,,,,,,3.567139634,2165.038047,Germany-Ethereum
644,,,,,,,,3.565090487,2168.3947,Germany-Ethereum
645,,,,,,,,3.56303716,2171.751354,Germany-Ethereum
646,,,,,,,,3.560979724,2175.108007,Germany-Ethereum
647,,,,,,,,3.558918247,2178.46466,Germany-Ethereum
648,,,,,,,,3.556852799,2181.821314,Germany-Ethereum
649,,,,,,,,3.554783452,2185.177967,Germany-Ethereum
650,,,,,,,,3.552710276,2188.534621,Germany-Ethereum
651,,,,,,,,3.550633343,2191.891274,Germany-Ethereum
652,,,,,,,,3.548552723,2195.247928,Germany-Ethereum
653,,,,,,,,3.546468489,2198.604581,Germany-Ethereum
654,,,,,,,,3.544380713,2201.961234,Germany-Ethereum
655,,,,,,,,3.542289469,2205.317888,Germany-Ethereum
656,,,,,,,,3.540194828,2208.674541,Germany-Ethereum
657,,,,,,,,3.538096865,2212.031195,Germany-Ethereum
658,,,,,,,,3.535995653,2215.387848,Germany-Ethereum
659,,,,,,,,3.533891267,2218.744502,Germany-Ethereum
660,,,,,,,,3.531783781,2222.101155,Germany-Ethereum
661,,,,,,,,3.529673271,2225.457808,Germany-Ethereum
662,,,,,,,,3.52755981,2228.814462,Germany-Ethereum
663,,,,,,,,3.525443476,2232.171115,Germany-Ethereum
664,,,,,,,,3.523324344,2235.527769,Germany-Ethereum
665,,,,,,,,3.521202491,2238.884422,Germany-Ethereum
666,,,,,,,,3.519077993,2242.241076,Germany-Ethereum
667,,,,,,,,3.516950928,2245.597729,Germany-Ethereum
668,,,,,,,,3.514821373,2248.954382,Germany-Ethereum
669,,,,,,,,3.512689406,2252.311036,Germany-Ethereum
670,,,,,,,,3.510555105,2255.667689,Germany-Ethereum
671,,,,,,,,3.50841855,2259.024343,Germany-Ethereum
672,,,,,,,,3.506279818,2262.380996,Germany-Ethereum
673,,,,,,,,3.504138991,2265.73765,Germany-Ethereum
674,,,,,,,,3.501996146,2269.094303,Germany-Ethereum
675,,,,,,,,3.499851365,2272.450956,Germany-Ethereum
676,,,,,,,,3.497704729,2275.80761,Germany-Ethereum
677,,,,,,,,3.495556317,2279.164263,Germany-Ethereum
678,,,,,,,,3.493406211,2282.520917,Germany-Ethereum
679,,,,,,,,3.491254493,2285.87757,Germany-Ethereum
680,,,,,,,,3.489101245,2289.234224,Germany-Ethereum
681,,,,,,,,3.486946549,2292.590877,Germany-Ethereum
682,,,,,,,,3.484790489,2295.94753,Germany-Ethereum
683,,,,,,,,3.482633146,2299.304184,Germany-Ethereum
684,,,,,,,,3.480474605,2302.660837,Germany-Ethereum
685,,,,,,,,3.47831495,2306.017491,Germany-Ethereum
686,,,,,,,,3.476154264,2309.374144,Germany-Ethereum
687,,,,,,,,3.473992633,2312.730798,Germany-Ethereum
688,,,,,,,,3.471830141,2316.087451,Germany-Ethereum
689,,,,,,,,3.469666874,2319.444104,Germany-Ethereum
690,,,,,,,,3.467502917,2322.800758,Germany-Ethereum
691,,,,,,,,3.465338357,2326.157411,Germany-Ethereum
692,,,,,,,,3.46317328,2329.514065,Germany-Ethereum
693,,,,,,,,3.461007773,2332.870718,Germany-Ethereum
694,,,,,,,,3.458841923,2336.227372,Germany-Ethereum
695,,,,,,,,3.456675818,2339.584025,Germany-Ethereum
696,,,,,,,,3.454509545,2342.940678,Germany-Ethereum
697,,,,,,,,3.452343194,2346.297332,Germany-Ethereum
698,,,,,,,,3.450176852,2349.653985,Germany-Ethereum
699,,,,,,,,3.448010609,2353.010639,Germany-Ethereum
700,,,,,,,,3.445844554,2356.367292,Germany-Ethereum
701,,,,,,,,3.443678778,2359.723945,Germany-Ethereum
702,,,,,,,,3.44151337,2363.080599,Germany-Ethereum
703,,,,,,,,3.43934842,2366.437252,Germany-Ethereum
704,,,,,,,,3.437184021,2369.793906,Germany-Ethereum
705,,,,,,,,3.435020263,2373.150559,Germany-Ethereum
706,,,,,,,,3.432857237,2376.507213,Germany-Ethereum
707,,,,,,,,3.430695036,2379.863866,Germany-Ethereum
708,,,,,,,,3.428533753,2383.220519,Germany-Ethereum
709,,,,,,,,3.426373479,2386.577173,Germany-Ethereum
710,,,,,,,,3.424214309,2389.933826,Germany-Ethereum
711,,,,,,,,3.422056336,2393.29048,Germany-Ethereum
712,,,,,,,,3.419899653,2396.647133,Germany-Ethereum
713,,,,,,,,3.417744356,2400.003787,Germany-Ethereum
714,,,,,,,,3.415590538,2403.36044,Germany-Ethereum
715,,,,,,,,3.413438295,2406.717093,Germany-Ethereum
716,,,,,,,,3.411287721,2410.073747,Germany-Ethereum
717,,,,,,,,3.409138914,2413.4304,Germany-Ethereum
718,,,,,,,,3.406991969,2416.787054,Germany-Ethereum
719,,,,,,,,3.404846982,2420.143707,Germany-Ethereum
720,,,,,,,,3.402704051,2423.500361,Germany-Ethereum
721,,,,,,,,3.400563272,2426.857014,Germany-Ethereum
722,,,,,,,,3.398424744,2430.213667,Germany-Ethereum
723,,,,,,,,3.396288564,2433.570321,Germany-Ethereum
724,,,,,,,,3.39415483,2436.926974,Germany-Ethereum
725,,,,,,,,3.392023643,2440.283628,Germany-Ethereum
726,,,,,,,,3.389895099,2443.640281,Germany-Ethereum
727,,,,,,,,3.3877693,2446.996935,Germany-Ethereum
728,,,,,,,,3.385646344,2450.353588,Germany-Ethereum
729,,,,,,,,3.383526333,2453.710241,Germany-Ethereum
730,,,,,,,,3.381409367,2457.066895,Germany-Ethereum
731,,,,,,,,3.379295546,2460.423548,Germany-Ethereum
732,,,,,,,,3.377184972,2463.780202,Germany-Ethereum
733,,,,,,,,3.375077747,2467.136855,Germany-Ethereum
734,,,,,,,,3.372973973,2470.493509,Germany-Ethereum
735,,,,,,,,3.370873753,2473.850162,Germany-Ethereum
736,,,,,,,,3.368777188,2477.206815,Germany-Ethereum
737,,,,,,,,3.366684383,2480.563469,Germany-Ethereum
738,,,,,,,,3.364595441,2483.920122,Germany-Ethereum
739,,,,,,,,3.362510466,2487.276776,Germany-Ethereum
740,,,,,,,,3.360429562,2490.633429,Germany-Ethereum
741,,,,,,,,3.358352835,2493.990083,Germany-Ethereum
742,,,,,,,,3.356280388,2497.346736,Germany-Ethereum
743,,,,,,,,3.354212327,2500.703389,Germany-Ethereum
744,,,,,,,,3.352148759,2504.060043,Germany-Ethereum
745,,,,,,,,3.35008979,2507.416696,Germany-Ethereum
746,,,,,,,,3.348035525,2510.77335,Germany-Ethereum
747,,,,,,,,3.345986073,2514.130003,Germany-Ethereum
748,,,,,,,,3.343941539,2517.486657,Germany-Ethereum
749,,,,,,,,3.341902033,2520.84331,Germany-Ethereum
750,,,,,,,,3.339867661,2524.199963,Germany-Ethereum
751,,,,,,,,3.337838533,2527.556617,Germany-Ethereum
752,,,,,,,,3.335814757,2530.91327,Germany-Ethereum
753,,,,,,,,3.333796443,2534.269924,Germany-Ethereum
754,,,,,,,,3.331783699,2537.626577,Germany-Ethereum
755,,,,,,,,3.329776636,2540.983231,Germany-Ethereum
756,,,,,,,,3.327775364,2544.339884,Germany-Ethereum
757,,,,,,,,3.325779993,2547.696537,Germany-Ethereum
758,,,,,,,,3.323790636,2551.053191,Germany-Ethereum
759,,,,,,,,3.321807402,2554.409844,Germany-Ethereum
760,,,,,,,,3.319830405,2557.766498,Germany-Ethereum
761,,,,,,,,3.317859755,2561.123151,Germany-Ethereum
762,,,,,,,,3.315895566,2564.479805,Germany-Ethereum
763,,,,,,,,3.31393795,2567.836458,Germany-Ethereum
764,,,,,,,,3.31198702,2571.193111,Germany-Ethereum
765,,,,,,,,3.310042891,2574.549765,Germany-Ethereum
766,,,,,,,,3.308105676,2577.906418,Germany-Ethereum
767,,,,,,,,3.30617549,2581.263072,Germany-Ethereum
768,,,,,,,,3.304252447,2584.619725,Germany-Ethereum
769,,,,,,,,3.302336663,2587.976379,Germany-Ethereum
770,,,,,,,,3.300428252,2591.333032,Germany-Ethereum
771,,,,,,,,3.298527331,2594.689685,Germany-Ethereum
772,,,,,,,,3.296634016,2598.046339,Germany-Ethereum
773,,,,,,,,3.294748424,2601.402992,Germany-Ethereum
774,,,,,,,,3.292870671,2604.759646,Germany-Ethereum
775,,,,,,,,3.291000875,2608.116299,Germany-Ethereum
776,,,,,,,,3.289139153,2611.472952,Germany-Ethereum
777,,,,,,,,3.287285624,2614.829606,Germany-Ethereum
778,,,,,,,,3.285440407,2618.186259,Germany-Ethereum
779,,,,,,,,3.283603619,2621.542913,Germany-Ethereum
780,,,,,,,,3.28177538,2624.899566,Germany-Ethereum
781,,,,,,,,3.27995581,2628.25622,Germany-Ethereum
782,,,,,,,,3.278145029,2631.612873,Germany-Ethereum
783,,,,,,,,3.276343157,2634.969526,Germany-Ethereum
784,,,,,,,,3.274550314,2638.32618,Germany-Ethereum
785,,,,,,,,3.272766622,2641.682833,Germany-Ethereum
